Run,spots,bases,avgLength,size_MB,Experiment,LibraryName,LibraryStrategy,LibrarySelection,LibrarySource,LibraryLayout,InsertSize,InsertDev,Platform,Model,SRAStudy,BioProject,Study_Pubmed_id,ProjectID,Sample,BioSample,SampleType,TaxID,ScientificName,SampleName,CenterName,Submission,MONTH,YEAR,AUTHOR,sample_source,sample_title,source_name,tissue,cell type,genotype
SRR18113760,12126085,3637825500,150,1145,SRX14264408,GSM5911846,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP361145,PRJNA809587,36074823,"",SRS12083368,SAMN26198977,simple,9606,Homo sapiens,GSM5911846,"Wei Xie, School of Life Sciences, Tsinghua University",SRA1376840,10,2022,Zou,Preimplantation embryo,h_4C_DMSO_control_blast_2_smartseq,Preimplantation embryo,Preimplantation embryo,7-cell,Control siRNA and morpholino
SRR18113759,15542564,4662769200,150,1468,SRX14264409,GSM5911847,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP361145,PRJNA809587,36074823,"",SRS12083369,SAMN26198976,simple,9606,Homo sapiens,GSM5911847,"Wei Xie, School of Life Sciences, Tsinghua University",SRA1376840,10,2022,Zou,Preimplantation embryo,h_4C_DMSO_control_blast_smartseq,Preimplantation embryo,Preimplantation embryo,7-cell,Control siRNA and morpholino
SRR18113758,9079821,2723946300,150,886,SRX14264410,GSM5911848,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP361145,PRJNA809587,36074823,"",SRS12083370,SAMN26198975,simple,9606,Homo sapiens,GSM5911848,"Wei Xie, School of Life Sciences, Tsinghua University",SRA1376840,10,2022,Zou,Preimplantation embryo,h_siTPRX12_d3_10c_smartseq,Preimplantation embryo,Preimplantation embryo,8-cell,Control siRNA and morpholino
SRR18113757,4802770,1440831000,150,478,SRX14264411,GSM5911849,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP361145,PRJNA809587,36074823,"",SRS12083371,SAMN26198974,simple,9606,Homo sapiens,GSM5911849,"Wei Xie, School of Life Sciences, Tsinghua University",SRA1376840,10,2022,Zou,Preimplantation embryo,h_siTPRX12_d3_11C_smartseq,Preimplantation embryo,Preimplantation embryo,8-cell,Control siRNA and morpholino
SRR18113756,5067529,1520258700,150,504,SRX14264412,GSM5911850,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP361145,PRJNA809587,36074823,"",SRS12083372,SAMN26198973,simple,9606,Homo sapiens,GSM5911850,"Wei Xie, School of Life Sciences, Tsinghua University",SRA1376840,10,2022,Zou,Preimplantation embryo,h_siTPRX12_d3_12C_smartseq,Preimplantation embryo,Preimplantation embryo,8-cell,Control siRNA and morpholino
SRR18113755,9684833,2905449900,150,944,SRX14264413,GSM5911851,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP361145,PRJNA809587,36074823,"",SRS12083374,SAMN26198972,simple,9606,Homo sapiens,GSM5911851,"Wei Xie, School of Life Sciences, Tsinghua University",SRA1376840,10,2022,Zou,Preimplantation embryo,h_siTPRX12_d3_3C_smartseq,Preimplantation embryo,Preimplantation embryo,9-cell,Control siRNA and morpholino
SRR18113899,5196066,1558819800,150,508,SRX14264414,GSM5911852,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP361145,PRJNA809587,36074823,"",SRS12083373,SAMN26198971,simple,9606,Homo sapiens,GSM5911852,"Wei Xie, School of Life Sciences, Tsinghua University",SRA1376840,10,2022,Zou,Preimplantation embryo,h_siTPRX12_d3_4C_smartseq,Preimplantation embryo,Preimplantation embryo,9-cell,Control siRNA and morpholino
SRR18113753,4478204,1343461200,150,434,SRX14264415,GSM5911901,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP361145,PRJNA809587,36074823,"",SRS12083375,SAMN26198922,simple,9606,Homo sapiens,GSM5911901,"Wei Xie, School of Life Sciences, Tsinghua University",SRA1376840,10,2022,Zou,Preimplantation embryo,h_siTNC_d3_4C_2_smartseq,Preimplantation embryo,Preimplantation embryo,10-cell,LEUTX KD
SRR18113752,5730228,1719068400,150,557,SRX14264416,GSM5911902,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP361145,PRJNA809587,36074823,"",SRS12083377,SAMN26198921,simple,9606,Homo sapiens,GSM5911902,"Wei Xie, School of Life Sciences, Tsinghua University",SRA1376840,10,2022,Zou,Preimplantation embryo,h_siTNC_d3_4C_3_smartseq,Preimplantation embryo,Preimplantation embryo,12-cell,LEUTX KD
SRR18113751,6468624,1940587200,150,627,SRX14264417,GSM5911903,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP361145,PRJNA809587,36074823,"",SRS12083376,SAMN26198920,simple,9606,Homo sapiens,GSM5911903,"Wei Xie, School of Life Sciences, Tsinghua University",SRA1376840,10,2022,Zou,Preimplantation embryo,h_siTNC_d3_4C_4_smartseq,Preimplantation embryo,Preimplantation embryo,12-cell,LEUTX KD
SRR18113750,10718473,3215541900,150,1052,SRX14264418,GSM5911904,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP361145,PRJNA809587,36074823,"",SRS12083378,SAMN26198919,simple,9606,Homo sapiens,GSM5911904,"Wei Xie, School of Life Sciences, Tsinghua University",SRA1376840,10,2022,Zou,Preimplantation embryo,h_siTNC_d3_4C_5_smartseq,Preimplantation embryo,Preimplantation embryo,3-cell,LEUTX KD
SRR18113749,4928062,1478418600,150,485,SRX14264419,GSM5911905,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP361145,PRJNA809587,36074823,"",SRS12083380,SAMN26198918,simple,9606,Homo sapiens,GSM5911905,"Wei Xie, School of Life Sciences, Tsinghua University",SRA1376840,10,2022,Zou,Preimplantation embryo,h_siTNC_d3_5C_1_smartseq,Preimplantation embryo,Preimplantation embryo,5-cell,LEUTX KD
SRR18113748,6103243,1830972900,150,596,SRX14264420,GSM5911906,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP361145,PRJNA809587,36074823,"",SRS12083379,SAMN26198917,simple,9606,Homo sapiens,GSM5911906,"Wei Xie, School of Life Sciences, Tsinghua University",SRA1376840,10,2022,Zou,Preimplantation embryo,h_siTNC_d3_5C_2_smartseq,Preimplantation embryo,Preimplantation embryo,6-cell,TPRX12L KD
SRR18113747,5444050,1633215000,150,517,SRX14264421,GSM5911907,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP361145,PRJNA809587,36074823,"",SRS12083381,SAMN26198916,simple,9606,Homo sapiens,GSM5911907,"Wei Xie, School of Life Sciences, Tsinghua University",SRA1376840,10,2022,Zou,Preimplantation embryo,h_siTNC_d3_5C_3_smartseq,Preimplantation embryo,Preimplantation embryo,6-cell,TPRX12L KD
SRR18113746,8543864,2563159200,150,882,SRX14264422,GSM5911908,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP361145,PRJNA809587,36074823,"",SRS12083382,SAMN26198915,simple,9606,Homo sapiens,GSM5911908,"Wei Xie, School of Life Sciences, Tsinghua University",SRA1376840,10,2022,Zou,Preimplantation embryo,h_siTNC_d3_5C_4_smartseq,Preimplantation embryo,Preimplantation embryo,6-cell,TPRX12L KD
SRR18113745,5074767,1522430100,150,489,SRX14264423,GSM5911909,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP361145,PRJNA809587,36074823,"",SRS12083383,SAMN26198914,simple,9606,Homo sapiens,GSM5911909,"Wei Xie, School of Life Sciences, Tsinghua University",SRA1376840,10,2022,Zou,Preimplantation embryo,h_siTNC_d3_6C_smartseq,Preimplantation embryo,Preimplantation embryo,6-cell,TPRX12L KD
SRR18113744,6826514,2047954200,150,665,SRX14264424,GSM5911910,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP361145,PRJNA809587,36074823,"",SRS12083384,SAMN26198913,simple,9606,Homo sapiens,GSM5911910,"Wei Xie, School of Life Sciences, Tsinghua University",SRA1376840,10,2022,Zou,Preimplantation embryo,h_siTNC_d3_7C_1_smartseq,Preimplantation embryo,Preimplantation embryo,6-cell,TPRX12L KD
SRR18113743,5735882,1720764600,150,546,SRX14264425,GSM5911911,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP361145,PRJNA809587,36074823,"",SRS12083386,SAMN26198912,simple,9606,Homo sapiens,GSM5911911,"Wei Xie, School of Life Sciences, Tsinghua University",SRA1376840,10,2022,Zou,Preimplantation embryo,h_siTNC_d3_7C_2_smartseq,Preimplantation embryo,Preimplantation embryo,7-cell,TPRX12L KD
SRR18113742,5173216,1551964800,150,491,SRX14264426,GSM5911912,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP361145,PRJNA809587,36074823,"",SRS12083385,SAMN26198911,simple,9606,Homo sapiens,GSM5911912,"Wei Xie, School of Life Sciences, Tsinghua University",SRA1376840,10,2022,Zou,Preimplantation embryo,h_siTNC_d3_7C_3_smartseq,Preimplantation embryo,Preimplantation embryo,7-cell,TPRX12L KD
SRR18113741,10255259,3076577700,150,1007,SRX14264427,GSM5911913,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP361145,PRJNA809587,36074823,"",SRS12083387,SAMN26198910,simple,9606,Homo sapiens,GSM5911913,"Wei Xie, School of Life Sciences, Tsinghua University",SRA1376840,10,2022,Zou,Preimplantation embryo,h_siTNC_d3_7C_4_smartseq,Preimplantation embryo,Preimplantation embryo,7-cell,TPRX12L KD
SRR18113740,10385782,3115734600,150,1022,SRX14264428,GSM5911914,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP361145,PRJNA809587,36074823,"",SRS12083389,SAMN26198909,simple,9606,Homo sapiens,GSM5911914,"Wei Xie, School of Life Sciences, Tsinghua University",SRA1376840,10,2022,Zou,Preimplantation embryo,h_siTNC_d3_7C_5_smartseq,Preimplantation embryo,Preimplantation embryo,7-cell,TPRX12L KD
SRR18113739,5752372,1725711600,150,561,SRX14264429,GSM5911915,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP361145,PRJNA809587,36074823,"",SRS12083388,SAMN26198908,simple,9606,Homo sapiens,GSM5911915,"Wei Xie, School of Life Sciences, Tsinghua University",SRA1376840,10,2022,Zou,Preimplantation embryo,h_siTNC_d3_8C_1_smartseq,Preimplantation embryo,Preimplantation embryo,7-cell,TPRX12L KD
SRR18113738,5407595,1622278500,150,513,SRX14264430,GSM5911916,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP361145,PRJNA809587,36074823,"",SRS12083390,SAMN26198907,simple,9606,Homo sapiens,GSM5911916,"Wei Xie, School of Life Sciences, Tsinghua University",SRA1376840,10,2022,Zou,Preimplantation embryo,h_siTNC_d3_8C_2_smartseq,Preimplantation embryo,Preimplantation embryo,7-cell,TPRX12L KD
SRR18113737,3637008,1091102400,150,351,SRX14264431,GSM5911917,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP361145,PRJNA809587,36074823,"",SRS12083392,SAMN26198906,simple,9606,Homo sapiens,GSM5911917,"Wei Xie, School of Life Sciences, Tsinghua University",SRA1376840,10,2022,Zou,Preimplantation embryo,h_siTNC_d3_8C_3_smartseq,Preimplantation embryo,Preimplantation embryo,8-cell,TPRX12L KD
SRR18113736,3493255,1047976500,150,343,SRX14264432,GSM5911918,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP361145,PRJNA809587,36074823,"",SRS12083391,SAMN26198905,simple,9606,Homo sapiens,GSM5911918,"Wei Xie, School of Life Sciences, Tsinghua University",SRA1376840,10,2022,Zou,Preimplantation embryo,h_siTNC_d3_9C_1_smartseq,Preimplantation embryo,Preimplantation embryo,8-cell,TPRX12L KD
SRR18113735,6288812,1886643600,150,596,SRX14264433,GSM5911919,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP361145,PRJNA809587,36074823,"",SRS12083393,SAMN26198904,simple,9606,Homo sapiens,GSM5911919,"Wei Xie, School of Life Sciences, Tsinghua University",SRA1376840,10,2022,Zou,Preimplantation embryo,h_siTNC_d3_9C_2_smartseq,Preimplantation embryo,Preimplantation embryo,8-cell,TPRX12L KD
SRR18113734,5712076,1713622800,150,536,SRX14264434,GSM5911920,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP361145,PRJNA809587,36074823,"",SRS12083394,SAMN26198903,simple,9606,Homo sapiens,GSM5911920,"Wei Xie, School of Life Sciences, Tsinghua University",SRA1376840,10,2022,Zou,Preimplantation embryo,h_siLEUTX_d3_10C_smartseq,Preimplantation embryo,Preimplantation embryo,10-cell,Control siRNA and morpholino
SRR18113733,4685269,1405580700,150,452,SRX14264435,GSM5911921,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP361145,PRJNA809587,36074823,"",SRS12083395,SAMN26198902,simple,9606,Homo sapiens,GSM5911921,"Wei Xie, School of Life Sciences, Tsinghua University",SRA1376840,10,2022,Zou,Preimplantation embryo,h_siLEUTX_d3_12C_1_smartseq,Preimplantation embryo,Preimplantation embryo,10-cell,Control siRNA and morpholino
SRR18113732,5203604,1561081200,150,492,SRX14264436,GSM5911922,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP361145,PRJNA809587,36074823,"",SRS12083397,SAMN26198901,simple,9606,Homo sapiens,GSM5911922,"Wei Xie, School of Life Sciences, Tsinghua University",SRA1376840,10,2022,Zou,Preimplantation embryo,h_siLEUTX_d3_12C_2_smartseq,Preimplantation embryo,Preimplantation embryo,10-cell,Control siRNA and morpholino
SRR18113731,5757663,1727298900,150,557,SRX14264437,GSM5911923,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP361145,PRJNA809587,36074823,"",SRS12083396,SAMN26198900,simple,9606,Homo sapiens,GSM5911923,"Wei Xie, School of Life Sciences, Tsinghua University",SRA1376840,10,2022,Zou,Preimplantation embryo,h_siLEUTX_d3_3C_smartseq,Preimplantation embryo,Preimplantation embryo,10-cell,Control siRNA and morpholino
SRR18113873,5001139,1500341700,150,472,SRX14264438,GSM5911924,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP361145,PRJNA809587,36074823,"",SRS12083398,SAMN26198899,simple,9606,Homo sapiens,GSM5911924,"Wei Xie, School of Life Sciences, Tsinghua University",SRA1376840,10,2022,Zou,Preimplantation embryo,h_siLEUTX_d3_5C_1_smartseq,Preimplantation embryo,Preimplantation embryo,10-cell,Control siRNA and morpholino
SRR18113729,4496606,1348981800,150,432,SRX14264439,GSM5911877,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP361145,PRJNA809587,36074823,"",SRS12083399,SAMN26198946,simple,9606,Homo sapiens,GSM5911877,"Wei Xie, School of Life Sciences, Tsinghua University",SRA1376840,10,2022,Zou,Preimplantation embryo,h_siTPRX12L_d3_6C_3_smartseq,Preimplantation embryo,Preimplantation embryo,10-cell,Control siRNA and morpholino
SRR18113728,4450835,1335250500,150,426,SRX14264440,GSM5911878,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP361145,PRJNA809587,36074823,"",SRS12083400,SAMN26198945,simple,9606,Homo sapiens,GSM5911878,"Wei Xie, School of Life Sciences, Tsinghua University",SRA1376840,10,2022,Zou,Preimplantation embryo,h_siTPRX12L_d3_6C_4_smartseq,Preimplantation embryo,Preimplantation embryo,10-cell,Control siRNA and morpholino
SRR18113727,8254052,2476215600,150,801,SRX14264441,GSM5911879,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP361145,PRJNA809587,36074823,"",SRS12083401,SAMN26198944,simple,9606,Homo sapiens,GSM5911879,"Wei Xie, School of Life Sciences, Tsinghua University",SRA1376840,10,2022,Zou,Preimplantation embryo,h_siTPRX12L_d3_6C_5_smartseq,Preimplantation embryo,Preimplantation embryo,12-cell,Control siRNA and morpholino
SRR18113726,5793572,1738071600,150,558,SRX14264442,GSM5911880,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP361145,PRJNA809587,36074823,"",SRS12083402,SAMN26198943,simple,9606,Homo sapiens,GSM5911880,"Wei Xie, School of Life Sciences, Tsinghua University",SRA1376840,10,2022,Zou,Preimplantation embryo,h_siTPRX12L_d3_6C_6_smartseq,Preimplantation embryo,Preimplantation embryo,12-cell,Control siRNA and morpholino
SRR18113725,6894711,2068413300,150,667,SRX14264443,GSM5911881,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP361145,PRJNA809587,36074823,"",SRS12083403,SAMN26198942,simple,9606,Homo sapiens,GSM5911881,"Wei Xie, School of Life Sciences, Tsinghua University",SRA1376840,10,2022,Zou,Preimplantation embryo,h_siTPRX12L_d3_6C_7_smartseq,Preimplantation embryo,Preimplantation embryo,4-cell,Control siRNA and morpholino
SRR18113724,8644786,2593435800,150,835,SRX14264444,GSM5911882,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP361145,PRJNA809587,36074823,"",SRS12083405,SAMN26198941,simple,9606,Homo sapiens,GSM5911882,"Wei Xie, School of Life Sciences, Tsinghua University",SRA1376840,10,2022,Zou,Preimplantation embryo,h_siTPRX12L_d3_7C_1_smartseq,Preimplantation embryo,,10-cell,Control siRNA
SRR18113723,7595313,2278593900,150,725,SRX14264445,GSM5911883,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP361145,PRJNA809587,36074823,"",SRS12083404,SAMN26198940,simple,9606,Homo sapiens,GSM5911883,"Wei Xie, School of Life Sciences, Tsinghua University",SRA1376840,10,2022,Zou,Preimplantation embryo,h_siTPRX12L_d3_7C_2_smartseq,Preimplantation embryo,,10-cell,Control siRNA
SRR18113722,7243752,2173125600,150,701,SRX14264446,GSM5911884,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP361145,PRJNA809587,36074823,"",SRS12083406,SAMN26198939,simple,9606,Homo sapiens,GSM5911884,"Wei Xie, School of Life Sciences, Tsinghua University",SRA1376840,10,2022,Zou,Preimplantation embryo,h_siTPRX12L_d3_7C_3_smartseq,Preimplantation embryo,,12-cell,Control siRNA
SRR18113721,6114426,1834327800,150,570,SRX14264447,GSM5911885,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP361145,PRJNA809587,36074823,"",SRS12083407,SAMN26198938,simple,9606,Homo sapiens,GSM5911885,"Wei Xie, School of Life Sciences, Tsinghua University",SRA1376840,10,2022,Zou,Preimplantation embryo,h_siTPRX12L_d3_7C_4_smartseq,Preimplantation embryo,,5-cell,Control siRNA
SRR18113720,2778486,833545800,150,312,SRX14264448,GSM5911886,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP361145,PRJNA809587,36074823,"",SRS12083408,SAMN26198937,simple,9606,Homo sapiens,GSM5911886,"Wei Xie, School of Life Sciences, Tsinghua University",SRA1376840,10,2022,Zou,Preimplantation embryo,h_siTPRX12L_d3_7C_5_smartseq,Preimplantation embryo,,7-cell,Control siRNA
SRR18113719,5648388,1694516400,150,545,SRX14264449,GSM5911887,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP361145,PRJNA809587,36074823,"",SRS12083409,SAMN26198936,simple,9606,Homo sapiens,GSM5911887,"Wei Xie, School of Life Sciences, Tsinghua University",SRA1376840,10,2022,Zou,Preimplantation embryo,h_siTPRX12L_d3_7C_6_smartseq,Preimplantation embryo,,7-cell,Control siRNA
SRR18113718,7800748,2340224400,150,750,SRX14264450,GSM5911888,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP361145,PRJNA809587,36074823,"",SRS12083411,SAMN26198935,simple,9606,Homo sapiens,GSM5911888,"Wei Xie, School of Life Sciences, Tsinghua University",SRA1376840,10,2022,Zou,Preimplantation embryo,h_siTPRX12L_d3_8C_1_smartseq,Preimplantation embryo,,8-cell,Control siRNA
SRR18113717,7588513,2276553900,150,733,SRX14264451,GSM5911889,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP361145,PRJNA809587,36074823,"",SRS12083410,SAMN26198934,simple,9606,Homo sapiens,GSM5911889,"Wei Xie, School of Life Sciences, Tsinghua University",SRA1376840,10,2022,Zou,Preimplantation embryo,h_siTPRX12L_d3_8C_2_smartseq,Preimplantation embryo,,8-cell,Control siRNA
SRR18113716,6136971,1841091300,150,570,SRX14264452,GSM5911890,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP361145,PRJNA809587,36074823,"",SRS12083412,SAMN26198933,simple,9606,Homo sapiens,GSM5911890,"Wei Xie, School of Life Sciences, Tsinghua University",SRA1376840,10,2022,Zou,Preimplantation embryo,h_siTPRX12L_d3_8C_3_smartseq,Preimplantation embryo,,9-cell,Control siRNA
SRR18113715,5045397,1513619100,150,494,SRX14264453,GSM5911891,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP361145,PRJNA809587,36074823,"",SRS12083413,SAMN26198932,simple,9606,Homo sapiens,GSM5911891,"Wei Xie, School of Life Sciences, Tsinghua University",SRA1376840,10,2022,Zou,Preimplantation embryo,h_siTNC_d3_10C_1_smartseq,Preimplantation embryo,,10-cell,TPRX1 KD
SRR18113714,6538128,1961438400,150,638,SRX14264454,GSM5911892,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP361145,PRJNA809587,36074823,"",SRS12083414,SAMN26198931,simple,9606,Homo sapiens,GSM5911892,"Wei Xie, School of Life Sciences, Tsinghua University",SRA1376840,10,2022,Zou,Preimplantation embryo,h_siTNC_d3_10C_2_smartseq,Preimplantation embryo,,11-cell,TPRX1 KD
SRR18113713,6412978,1923893400,150,628,SRX14264455,GSM5911893,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP361145,PRJNA809587,36074823,"",SRS12083415,SAMN26198930,simple,9606,Homo sapiens,GSM5911893,"Wei Xie, School of Life Sciences, Tsinghua University",SRA1376840,10,2022,Zou,Preimplantation embryo,h_siTNC_d3_10C_3_smartseq,Preimplantation embryo,,6-cell,TPRX1 KD
SRR18113712,5431195,1629358500,150,516,SRX14264456,GSM5911894,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP361145,PRJNA809587,36074823,"",SRS12083416,SAMN26198929,simple,9606,Homo sapiens,GSM5911894,"Wei Xie, School of Life Sciences, Tsinghua University",SRA1376840,10,2022,Zou,Preimplantation embryo,h_siTNC_d3_10C_4_smartseq,Preimplantation embryo,,7-cell,TPRX1 KD
SRR18113711,5215555,1564666500,150,504,SRX14264457,GSM5911895,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP361145,PRJNA809587,36074823,"",SRS12083417,SAMN26198928,simple,9606,Homo sapiens,GSM5911895,"Wei Xie, School of Life Sciences, Tsinghua University",SRA1376840,10,2022,Zou,Preimplantation embryo,h_siTNC_d3_10C_5_smartseq,Preimplantation embryo,,7-cell,TPRX1 KD
SRR18113710,4797794,1439338200,150,463,SRX14264458,GSM5911896,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP361145,PRJNA809587,36074823,"",SRS12083418,SAMN26198927,simple,9606,Homo sapiens,GSM5911896,"Wei Xie, School of Life Sciences, Tsinghua University",SRA1376840,10,2022,Zou,Preimplantation embryo,h_siTNC_d3_10C_6_smartseq,Preimplantation embryo,,7-cell,TPRX1 KD
SRR18113709,9857620,2957286000,150,974,SRX14264459,GSM5911897,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP361145,PRJNA809587,36074823,"",SRS12083419,SAMN26198926,simple,9606,Homo sapiens,GSM5911897,"Wei Xie, School of Life Sciences, Tsinghua University",SRA1376840,10,2022,Zou,Preimplantation embryo,h_siTNC_d3_10C_7_smartseq,Preimplantation embryo,,8-cell,TPRX1 KD
SRR18113708,5539711,1661913300,150,541,SRX14264460,GSM5911898,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP361145,PRJNA809587,36074823,"",SRS12083420,SAMN26198925,simple,9606,Homo sapiens,GSM5911898,"Wei Xie, School of Life Sciences, Tsinghua University",SRA1376840,10,2022,Zou,Preimplantation embryo,h_siTNC_d3_12C_1_smartseq,Preimplantation embryo,,8-cell,TPRX1 KD
SRR18113707,4862554,1458766200,150,463,SRX14264461,GSM5911899,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP361145,PRJNA809587,36074823,"",SRS12083421,SAMN26198924,simple,9606,Homo sapiens,GSM5911899,"Wei Xie, School of Life Sciences, Tsinghua University",SRA1376840,10,2022,Zou,Preimplantation embryo,h_siTNC_d3_12C_2_smartseq,Preimplantation embryo,,8-cell,TPRX2 KD
