Run,spots,bases,avgLength,size_MB,Experiment,LibraryName,LibraryStrategy,LibrarySelection,LibrarySource,LibraryLayout,InsertSize,InsertDev,Platform,Model,SRAStudy,BioProject,Study_Pubmed_id,ProjectID,Sample,BioSample,SampleType,TaxID,ScientificName,SampleName,CenterName,Submission,MONTH,YEAR,AUTHOR,sample_source,sample_title,source_name,tissue,subtype,p53 status,Stage,molecule subtype,GEO Accession
SRR10868292,11227856,572620656,51,246,SRX7538418,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP241165,PRJNA600412,34316693,"",SRS5977082,SAMN13819535,simple,9606,Homo sapiens,GSM4258885,GEO,SRA1023470,12,2020,Marcel,RMS_breast tumor,RMS_breast tumor_73 [VMT178],RMS_breast tumor,primary breast tumour,LumiNAl,WT,Stage 3,ribosomal RNA,GSM4258885
SRR10868293,13529670,690013170,51,297,SRX7538419,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP241165,PRJNA600412,34316693,"",SRS5977083,SAMN13819534,simple,9606,Homo sapiens,GSM4258886,GEO,SRA1023470,12,2020,Marcel,RMS_breast tumor,RMS_breast tumor_74 [VMT179],RMS_breast tumor,primary breast tumour,LumiNAl,WT,Stage 2,ribosomal RNA,GSM4258886
SRR10868294,9689922,494186022,51,212,SRX7538420,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP241165,PRJNA600412,34316693,"",SRS5977084,SAMN13819533,simple,9606,Homo sapiens,GSM4258887,GEO,SRA1023470,12,2020,Marcel,RMS_breast tumor,RMS_breast tumor_75 [VMT181],RMS_breast tumor,primary breast tumour,TNBC,MT,Stage 3,ribosomal RNA,GSM4258887
SRR10868295,12216077,623019927,51,270,SRX7538421,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP241165,PRJNA600412,34316693,"",SRS5977085,SAMN13819532,simple,9606,Homo sapiens,GSM4258888,GEO,SRA1023470,12,2020,Marcel,RMS_breast tumor,RMS_breast tumor_76 [VMT183],RMS_breast tumor,primary breast tumour,HER2,NA,Stage 3,ribosomal RNA,GSM4258888
SRR10868296,12529128,638985528,51,275,SRX7538422,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP241165,PRJNA600412,34316693,"",SRS5977086,SAMN13819531,simple,9606,Homo sapiens,GSM4258889,GEO,SRA1023470,12,2020,Marcel,RMS_breast tumor,RMS_breast tumor_77 [VMT184],RMS_breast tumor,primary breast tumour,LumiNAl,WT,Stage 2,ribosomal RNA,GSM4258889
SRR10868297,6126311,312441861,51,134,SRX7538423,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP241165,PRJNA600412,34316693,"",SRS5977087,SAMN13819530,simple,9606,Homo sapiens,GSM4258890,GEO,SRA1023470,12,2020,Marcel,RMS_breast tumor,RMS_breast tumor_78 [VMT185],RMS_breast tumor,primary breast tumour,TNBC,NA,Stage 3,ribosomal RNA,GSM4258890
SRR10868298,10684114,544889814,51,234,SRX7538424,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP241165,PRJNA600412,34316693,"",SRS5977088,SAMN13819529,simple,9606,Homo sapiens,GSM4258891,GEO,SRA1023470,12,2020,Marcel,RMS_breast tumor,RMS_breast tumor_79 [VMT186],RMS_breast tumor,primary breast tumour,HER2,MT,Stage 3,ribosomal RNA,GSM4258891
SRR10868299,8559826,436551126,51,189,SRX7538425,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP241165,PRJNA600412,34316693,"",SRS5977089,SAMN13819528,simple,9606,Homo sapiens,GSM4258892,GEO,SRA1023470,12,2020,Marcel,RNA_ref_ctrl,RNA_ref_ctrl_1 [VMT193],RNA_ref_ctrl,pool of different origins,NA,NA,NA,ribosomal RNA,GSM4258892
SRR10868300,14446279,736760229,51,307,SRX7538426,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP241165,PRJNA600412,34316693,"",SRS5977090,SAMN13819527,simple,9606,Homo sapiens,GSM4258893,GEO,SRA1023470,12,2020,Marcel,RNA_ref_ctrl,RNA_ref_ctrl_2 [VMT194_ctrl],RNA_ref_ctrl,pool of different origins,NA,NA,NA,ribosomal RNA,GSM4258893
SRR10868301,12055141,614812191,51,259,SRX7538427,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP241165,PRJNA600412,34316693,"",SRS5977091,SAMN13819526,simple,9606,Homo sapiens,GSM4258894,GEO,SRA1023470,12,2020,Marcel,RMS_breast tumor,RMS_breast tumor_80 [VMT204],RMS_breast tumor,primary breast tumour,TNBC,WT,Stage 3,ribosomal RNA,GSM4258894
SRR10868302,9349924,476846124,51,201,SRX7538428,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP241165,PRJNA600412,34316693,"",SRS5977092,SAMN13819525,simple,9606,Homo sapiens,GSM4258895,GEO,SRA1023470,12,2020,Marcel,RMS_breast tumor,RMS_breast tumor_81 [VMT205],RMS_breast tumor,primary breast tumour,HER2,WT,Stage 3,ribosomal RNA,GSM4258895
SRR10868303,12010843,612552993,51,257,SRX7538429,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP241165,PRJNA600412,34316693,"",SRS5977093,SAMN13819524,simple,9606,Homo sapiens,GSM4258896,GEO,SRA1023470,12,2020,Marcel,RMS_breast tumor,RMS_breast tumor_82 [VMT206],RMS_breast tumor,primary breast tumour,LumiNAl,WT,Stage 3,ribosomal RNA,GSM4258896
SRR10868304,9988164,509396364,51,214,SRX7538430,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP241165,PRJNA600412,34316693,"",SRS5977094,SAMN13819523,simple,9606,Homo sapiens,GSM4258897,GEO,SRA1023470,12,2020,Marcel,RMS_breast tumor,RMS_breast tumor_83 [VMT207],RMS_breast tumor,primary breast tumour,LumiNAl,WT,Stage 2,ribosomal RNA,GSM4258897
SRR10868305,7826332,399142932,51,168,SRX7538431,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP241165,PRJNA600412,34316693,"",SRS5977095,SAMN13819522,simple,9606,Homo sapiens,GSM4258898,GEO,SRA1023470,12,2020,Marcel,RMS_breast tumor,RMS_breast tumor_84 [VMT208],RMS_breast tumor,primary breast tumour,LumiNAl,WT,Stage 3,ribosomal RNA,GSM4258898
SRR10868306,9210115,469715865,51,198,SRX7538432,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP241165,PRJNA600412,34316693,"",SRS5977096,SAMN13819521,simple,9606,Homo sapiens,GSM4258899,GEO,SRA1023470,12,2020,Marcel,RMS_breast tumor,RMS_breast tumor_85 [VMT209],RMS_breast tumor,primary breast tumour,HER2,MT,Stage 3,ribosomal RNA,GSM4258899
SRR10868307,10982688,560117088,51,235,SRX7538433,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP241165,PRJNA600412,34316693,"",SRS5977097,SAMN13819520,simple,9606,Homo sapiens,GSM4258900,GEO,SRA1023470,12,2020,Marcel,RMS_breast tumor,RMS_breast tumor_86 [VMT210],RMS_breast tumor,primary breast tumour,LumiNAl,WT,Stage 3,ribosomal RNA,GSM4258900
SRR10868308,10906307,556221657,51,234,SRX7538434,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP241165,PRJNA600412,34316693,"",SRS5977098,SAMN13819519,simple,9606,Homo sapiens,GSM4258901,GEO,SRA1023470,12,2020,Marcel,RMS_breast tumor,RMS_breast tumor_87 [VMT211],RMS_breast tumor,primary breast tumour,LumiNAl,WT,Stage 2,ribosomal RNA,GSM4258901
SRR10868309,11417686,582301986,51,243,SRX7538435,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP241165,PRJNA600412,34316693,"",SRS5977099,SAMN13819518,simple,9606,Homo sapiens,GSM4258902,GEO,SRA1023470,12,2020,Marcel,RMS_breast tumor,RMS_breast tumor_88 [VMT212],RMS_breast tumor,primary breast tumour,NA,WT,Stage 1,ribosomal RNA,GSM4258902
SRR10868310,11731244,598293444,51,257,SRX7538436,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP241165,PRJNA600412,34316693,"",SRS5977100,SAMN13819517,simple,9606,Homo sapiens,GSM4258903,GEO,SRA1023470,12,2020,Marcel,RMS_breast tumor,RMS_breast tumor_89 [VMT213],RMS_breast tumor,primary breast tumour,NA,WT,Stage 3,ribosomal RNA,GSM4258903
SRR10868311,10989393,560459043,51,234,SRX7538437,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP241165,PRJNA600412,34316693,"",SRS5977101,SAMN13819516,simple,9606,Homo sapiens,GSM4258904,GEO,SRA1023470,12,2020,Marcel,RMS_breast tumor,RMS_breast tumor_90 [VMT214],RMS_breast tumor,primary breast tumour,NA,WT,NA,ribosomal RNA,GSM4258904
SRR10868312,14570269,743083719,51,304,SRX7538438,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP241165,PRJNA600412,34316693,"",SRS5977102,SAMN13819515,simple,9606,Homo sapiens,GSM4258905,GEO,SRA1023470,12,2020,Marcel,RMS_breast tumor,RMS_breast tumor_91 [VMT215],RMS_breast tumor,primary breast tumour,LumiNAl,WT,Stage 1,ribosomal RNA,GSM4258905
SRR10868313,15576095,794380845,51,323,SRX7538439,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP241165,PRJNA600412,34316693,"",SRS5977103,SAMN13819479,simple,9606,Homo sapiens,GSM4258906,GEO,SRA1023470,12,2020,Marcel,RMS_breast tumor,RMS_breast tumor_92 [VMT216],RMS_breast tumor,primary breast tumour,HER2,MT,Stage 3,ribosomal RNA,GSM4258906
SRR10868314,15134053,771836703,51,315,SRX7538440,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP241165,PRJNA600412,34316693,"",SRS5977104,SAMN13819478,simple,9606,Homo sapiens,GSM4258907,GEO,SRA1023470,12,2020,Marcel,RMS_breast tumor,RMS_breast tumor_93 [VMT217],RMS_breast tumor,primary breast tumour,LumiNAl,WT,Stage 2,ribosomal RNA,GSM4258907
SRR10868315,13788169,703196619,51,287,SRX7538441,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP241165,PRJNA600412,34316693,"",SRS5977105,SAMN13819477,simple,9606,Homo sapiens,GSM4258908,GEO,SRA1023470,12,2020,Marcel,RMS_breast tumor,RMS_breast tumor_94 [VMT218],RMS_breast tumor,primary breast tumour,LumiNAl,NA,Stage 2,ribosomal RNA,GSM4258908
