Run,spots,bases,avgLength,size_MB,Experiment,LibraryName,LibraryStrategy,LibrarySelection,LibrarySource,LibraryLayout,InsertSize,InsertDev,Platform,Model,SRAStudy,BioProject,Study_Pubmed_id,ProjectID,Sample,BioSample,SampleType,TaxID,ScientificName,SampleName,CenterName,Submission,MONTH,YEAR,AUTHOR,sample_source,sample_title,source_name,pairing type,social condition,timepoint
SRR17335238,7026708,534029808,76,206,SRX13510794,GSM5754202,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP352580,PRJNA792575,36852906,"",SRS11405035,SAMN24439503,simple,79684,Microtus ochrogaster,GSM5754202,"Zoe Donaldson, MCDB, University of Colorado Boulder",SRA1349226,04,2023,Sadino,Nucleus accumbens,2638,Nucleus accumbens,same-sex,Separated,4 weeks
SRR17335233,5793310,440291560,76,171,SRX13510795,GSM5754203,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP352580,PRJNA792575,36852906,"",SRS11405036,SAMN24439502,simple,79684,Microtus ochrogaster,GSM5754203,"Zoe Donaldson, MCDB, University of Colorado Boulder",SRA1349226,04,2023,Sadino,Nucleus accumbens,2644,Nucleus accumbens,same-sex,Separated,4 weeks
SRR17335234,6679927,507674452,76,197,SRX13510795,GSM5754203,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP352580,PRJNA792575,36852906,"",SRS11405036,SAMN24439502,simple,79684,Microtus ochrogaster,GSM5754203,"Zoe Donaldson, MCDB, University of Colorado Boulder",SRA1349226,04,2023,Sadino,Nucleus accumbens,2644,Nucleus accumbens,opposite-sex,Paired,4 weeks
SRR17335235,6693840,508731840,76,197,SRX13510795,GSM5754203,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP352580,PRJNA792575,36852906,"",SRS11405036,SAMN24439502,simple,79684,Microtus ochrogaster,GSM5754203,"Zoe Donaldson, MCDB, University of Colorado Boulder",SRA1349226,04,2023,Sadino,Nucleus accumbens,2644,Nucleus accumbens,opposite-sex,Paired,4 weeks
SRR17335230,5386960,409408960,76,159,SRX13510796,GSM5754204,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP352580,PRJNA792575,36852906,"",SRS11405037,SAMN24439501,simple,79684,Microtus ochrogaster,GSM5754204,"Zoe Donaldson, MCDB, University of Colorado Boulder",SRA1349226,04,2023,Sadino,Nucleus accumbens,2656,Nucleus accumbens,opposite-sex,Paired,4 weeks
SRR17335231,8114024,616665824,76,239,SRX13510796,GSM5754204,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP352580,PRJNA792575,36852906,"",SRS11405037,SAMN24439501,simple,79684,Microtus ochrogaster,GSM5754204,"Zoe Donaldson, MCDB, University of Colorado Boulder",SRA1349226,04,2023,Sadino,Nucleus accumbens,2656,Nucleus accumbens,opposite-sex,Paired,4 weeks
SRR17335232,8089963,614837188,76,237,SRX13510796,GSM5754204,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP352580,PRJNA792575,36852906,"",SRS11405037,SAMN24439501,simple,79684,Microtus ochrogaster,GSM5754204,"Zoe Donaldson, MCDB, University of Colorado Boulder",SRA1349226,04,2023,Sadino,Nucleus accumbens,2656,Nucleus accumbens,opposite-sex,Paired,4 weeks
SRR17335227,4370892,332187792,76,128,SRX13510797,GSM5754205,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP352580,PRJNA792575,36852906,"",SRS11405038,SAMN24439500,simple,79684,Microtus ochrogaster,GSM5754205,"Zoe Donaldson, MCDB, University of Colorado Boulder",SRA1349226,04,2023,Sadino,Nucleus accumbens,2662,Nucleus accumbens,opposite-sex,Paired,4 weeks
SRR17335228,7357483,559168708,76,216,SRX13510797,GSM5754205,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP352580,PRJNA792575,36852906,"",SRS11405038,SAMN24439500,simple,79684,Microtus ochrogaster,GSM5754205,"Zoe Donaldson, MCDB, University of Colorado Boulder",SRA1349226,04,2023,Sadino,Nucleus accumbens,2662,Nucleus accumbens,opposite-sex,Paired,4 weeks
SRR17335229,7351188,558690288,76,215,SRX13510797,GSM5754205,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP352580,PRJNA792575,36852906,"",SRS11405038,SAMN24439500,simple,79684,Microtus ochrogaster,GSM5754205,"Zoe Donaldson, MCDB, University of Colorado Boulder",SRA1349226,04,2023,Sadino,Nucleus accumbens,2662,Nucleus accumbens,opposite-sex,Paired,4 weeks
SRR17335224,5277147,401063172,76,155,SRX13510798,GSM5754206,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP352580,PRJNA792575,36852906,"",SRS11405040,SAMN24439499,simple,79684,Microtus ochrogaster,GSM5754206,"Zoe Donaldson, MCDB, University of Colorado Boulder",SRA1349226,04,2023,Sadino,Nucleus accumbens,2669,Nucleus accumbens,opposite-sex,Paired,4 weeks
SRR17335225,10757669,817582844,76,314,SRX13510798,GSM5754206,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP352580,PRJNA792575,36852906,"",SRS11405040,SAMN24439499,simple,79684,Microtus ochrogaster,GSM5754206,"Zoe Donaldson, MCDB, University of Colorado Boulder",SRA1349226,04,2023,Sadino,Nucleus accumbens,2669,Nucleus accumbens,opposite-sex,Separated,4 weeks
SRR17335226,10736942,816007592,76,313,SRX13510798,GSM5754206,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP352580,PRJNA792575,36852906,"",SRS11405040,SAMN24439499,simple,79684,Microtus ochrogaster,GSM5754206,"Zoe Donaldson, MCDB, University of Colorado Boulder",SRA1349226,04,2023,Sadino,Nucleus accumbens,2669,Nucleus accumbens,same-sex,Separated,4 weeks
SRR17335221,7778172,591141072,76,229,SRX13510799,GSM5754207,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP352580,PRJNA792575,36852906,"",SRS11405039,SAMN24439498,simple,79684,Microtus ochrogaster,GSM5754207,"Zoe Donaldson, MCDB, University of Colorado Boulder",SRA1349226,04,2023,Sadino,Nucleus accumbens,2612,Nucleus accumbens,same-sex,Separated,4 weeks
SRR17335222,7404047,562707572,76,218,SRX13510799,GSM5754207,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP352580,PRJNA792575,36852906,"",SRS11405039,SAMN24439498,simple,79684,Microtus ochrogaster,GSM5754207,"Zoe Donaldson, MCDB, University of Colorado Boulder",SRA1349226,04,2023,Sadino,Nucleus accumbens,2612,Nucleus accumbens,opposite-sex,Paired,4 weeks
SRR17335223,7381092,560962992,76,216,SRX13510799,GSM5754207,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP352580,PRJNA792575,36852906,"",SRS11405039,SAMN24439498,simple,79684,Microtus ochrogaster,GSM5754207,"Zoe Donaldson, MCDB, University of Colorado Boulder",SRA1349226,04,2023,Sadino,Nucleus accumbens,2612,Nucleus accumbens,opposite-sex,Paired,4 weeks
SRR17335218,3904313,296727788,76,117,SRX13510800,GSM5754208,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP352580,PRJNA792575,36852906,"",SRS11405041,SAMN24439497,simple,79684,Microtus ochrogaster,GSM5754208,"Zoe Donaldson, MCDB, University of Colorado Boulder",SRA1349226,04,2023,Sadino,Nucleus accumbens,2617,Nucleus accumbens,opposite-sex,Paired,4 weeks
SRR17335219,7169172,544857072,76,213,SRX13510800,GSM5754208,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP352580,PRJNA792575,36852906,"",SRS11405041,SAMN24439497,simple,79684,Microtus ochrogaster,GSM5754208,"Zoe Donaldson, MCDB, University of Colorado Boulder",SRA1349226,04,2023,Sadino,Nucleus accumbens,2617,Nucleus accumbens,opposite-sex,Paired,4 weeks
SRR17335220,7135706,542313656,76,211,SRX13510800,GSM5754208,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP352580,PRJNA792575,36852906,"",SRS11405041,SAMN24439497,simple,79684,Microtus ochrogaster,GSM5754208,"Zoe Donaldson, MCDB, University of Colorado Boulder",SRA1349226,04,2023,Sadino,Nucleus accumbens,2617,Nucleus accumbens,opposite-sex,Paired,4 weeks
SRR17335215,5937417,451243692,76,175,SRX13510801,GSM5754209,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP352580,PRJNA792575,36852906,"",SRS11405042,SAMN24439496,simple,79684,Microtus ochrogaster,GSM5754209,"Zoe Donaldson, MCDB, University of Colorado Boulder",SRA1349226,04,2023,Sadino,Nucleus accumbens,2639,Nucleus accumbens,opposite-sex,Paired,4 weeks
SRR17335216,8900908,676469008,76,261,SRX13510801,GSM5754209,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP352580,PRJNA792575,36852906,"",SRS11405042,SAMN24439496,simple,79684,Microtus ochrogaster,GSM5754209,"Zoe Donaldson, MCDB, University of Colorado Boulder",SRA1349226,04,2023,Sadino,Nucleus accumbens,2639,Nucleus accumbens,opposite-sex,Paired,4 weeks
SRR17335217,8902106,676560056,76,260,SRX13510801,GSM5754209,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP352580,PRJNA792575,36852906,"",SRS11405042,SAMN24439496,simple,79684,Microtus ochrogaster,GSM5754209,"Zoe Donaldson, MCDB, University of Colorado Boulder",SRA1349226,04,2023,Sadino,Nucleus accumbens,2639,Nucleus accumbens,opposite-sex,Paired,4 weeks
SRR17335212,5083225,386325100,76,150,SRX13510802,GSM5754210,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP352580,PRJNA792575,36852906,"",SRS11405043,SAMN24439495,simple,79684,Microtus ochrogaster,GSM5754210,"Zoe Donaldson, MCDB, University of Colorado Boulder",SRA1349226,04,2023,Sadino,Nucleus accumbens,2658,Nucleus accumbens,opposite-sex,Paired,4 weeks
SRR17335213,7681769,583814444,76,226,SRX13510802,GSM5754210,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP352580,PRJNA792575,36852906,"",SRS11405043,SAMN24439495,simple,79684,Microtus ochrogaster,GSM5754210,"Zoe Donaldson, MCDB, University of Colorado Boulder",SRA1349226,04,2023,Sadino,Nucleus accumbens,2658,Nucleus accumbens,opposite-sex,Separated,4 weeks
SRR17335214,7679554,583646104,76,225,SRX13510802,GSM5754210,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP352580,PRJNA792575,36852906,"",SRS11405043,SAMN24439495,simple,79684,Microtus ochrogaster,GSM5754210,"Zoe Donaldson, MCDB, University of Colorado Boulder",SRA1349226,04,2023,Sadino,Nucleus accumbens,2658,Nucleus accumbens,opposite-sex,Separated,4 weeks
SRR17335209,5952365,452379740,76,176,SRX13510803,GSM5754211,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP352580,PRJNA792575,36852906,"",SRS11405044,SAMN24439494,simple,79684,Microtus ochrogaster,GSM5754211,"Zoe Donaldson, MCDB, University of Colorado Boulder",SRA1349226,04,2023,Sadino,Nucleus accumbens,2659,Nucleus accumbens,opposite-sex,Separated,4 weeks
SRR17335210,6458972,490881872,76,191,SRX13510803,GSM5754211,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP352580,PRJNA792575,36852906,"",SRS11405044,SAMN24439494,simple,79684,Microtus ochrogaster,GSM5754211,"Zoe Donaldson, MCDB, University of Colorado Boulder",SRA1349226,04,2023,Sadino,Nucleus accumbens,2659,Nucleus accumbens,opposite-sex,Separated,4 weeks
SRR17335211,6447153,489983628,76,190,SRX13510803,GSM5754211,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP352580,PRJNA792575,36852906,"",SRS11405044,SAMN24439494,simple,79684,Microtus ochrogaster,GSM5754211,"Zoe Donaldson, MCDB, University of Colorado Boulder",SRA1349226,04,2023,Sadino,Nucleus accumbens,2659,Nucleus accumbens,opposite-sex,Separated,4 weeks
