Run,spots,bases,avgLength,size_MB,Experiment,LibraryName,LibraryStrategy,LibrarySelection,LibrarySource,LibraryLayout,InsertSize,InsertDev,Platform,Model,SRAStudy,BioProject,Study_Pubmed_id,ProjectID,Sample,BioSample,SampleType,TaxID,ScientificName,SampleName,CenterName,Submission,MONTH,YEAR,AUTHOR,sample_source,sample_title,source_name,cell line,cell type,tag
SRR18189969,4000000,4e+08,50,185,SRX14336724,GSM5929277,OTHER,other,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP362139,PRJNA811788,35626002,"",SRS12151308,SAMN26356049,simple,9606,Homo sapiens,GSM5929277,"Wendel Lab, Cancer Biology and Genetics, Memorial Sloan Kettering Cancer Center",SRA1380028,03,2022,Mohan,Human embryonic kidney 293 cells,RF 293T4A DOX-1  [ribo_DOX_1],Human embryonic kidney 293 cells,293T4A,Human embryonic kidney cell line,Untreated
SRR18189970,4000000,4e+08,50,189,SRX14336724,GSM5929277,OTHER,other,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP362139,PRJNA811788,35626002,"",SRS12151308,SAMN26356049,simple,9606,Homo sapiens,GSM5929277,"Wendel Lab, Cancer Biology and Genetics, Memorial Sloan Kettering Cancer Center",SRA1380028,03,2022,Mohan,Human embryonic kidney 293 cells,RF 293T4A DOX-1  [ribo_DOX_1],Human embryonic kidney 293 cells,293T4A,Human embryonic kidney cell line,Untreated
SRR18189971,4000000,4e+08,50,186,SRX14336724,GSM5929277,OTHER,other,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP362139,PRJNA811788,35626002,"",SRS12151308,SAMN26356049,simple,9606,Homo sapiens,GSM5929277,"Wendel Lab, Cancer Biology and Genetics, Memorial Sloan Kettering Cancer Center",SRA1380028,03,2022,Mohan,Human embryonic kidney 293 cells,RF 293T4A DOX-1  [ribo_DOX_1],Human embryonic kidney 293 cells,293T4A,Human embryonic kidney cell line,Untreated
SRR18189859,4000000,4e+08,50,188,SRX14336725,GSM5929278,OTHER,other,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP362139,PRJNA811788,35626002,"",SRS12151310,SAMN26356048,simple,9606,Homo sapiens,GSM5929278,"Wendel Lab, Cancer Biology and Genetics, Memorial Sloan Kettering Cancer Center",SRA1380028,03,2022,Mohan,Human embryonic kidney 293 cells,RF 293T4A DOX-2 [ribo_DOX_2],Human embryonic kidney 293 cells,293T4A,Human embryonic kidney cell line,Dox Treated
SRR18189860,4000000,4e+08,50,190,SRX14336725,GSM5929278,OTHER,other,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP362139,PRJNA811788,35626002,"",SRS12151310,SAMN26356048,simple,9606,Homo sapiens,GSM5929278,"Wendel Lab, Cancer Biology and Genetics, Memorial Sloan Kettering Cancer Center",SRA1380028,03,2022,Mohan,Human embryonic kidney 293 cells,RF 293T4A DOX-2 [ribo_DOX_2],Human embryonic kidney 293 cells,293T4A,Human embryonic kidney cell line,Dox Treated
SRR18189861,4000000,4e+08,50,189,SRX14336725,GSM5929278,OTHER,other,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP362139,PRJNA811788,35626002,"",SRS12151310,SAMN26356048,simple,9606,Homo sapiens,GSM5929278,"Wendel Lab, Cancer Biology and Genetics, Memorial Sloan Kettering Cancer Center",SRA1380028,03,2022,Mohan,Human embryonic kidney 293 cells,RF 293T4A DOX-2 [ribo_DOX_2],Human embryonic kidney 293 cells,293T4A,Human embryonic kidney cell line,Untreated
SRR18189862,1516461,151646100,50,73,SRX14336725,GSM5929278,OTHER,other,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP362139,PRJNA811788,35626002,"",SRS12151310,SAMN26356048,simple,9606,Homo sapiens,GSM5929278,"Wendel Lab, Cancer Biology and Genetics, Memorial Sloan Kettering Cancer Center",SRA1380028,03,2022,Mohan,Human embryonic kidney 293 cells,RF 293T4A DOX-2 [ribo_DOX_2],Human embryonic kidney 293 cells,293T4A,Human embryonic kidney cell line,Dox Treated
SRR18189863,4000000,4e+08,50,180,SRX14336725,GSM5929278,OTHER,other,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP362139,PRJNA811788,35626002,"",SRS12151310,SAMN26356048,simple,9606,Homo sapiens,GSM5929278,"Wendel Lab, Cancer Biology and Genetics, Memorial Sloan Kettering Cancer Center",SRA1380028,03,2022,Mohan,Human embryonic kidney 293 cells,RF 293T4A DOX-2 [ribo_DOX_2],Human embryonic kidney 293 cells,293T4A,Human embryonic kidney cell line,Dox Treated
SRR18189864,4000000,4e+08,50,184,SRX14336725,GSM5929278,OTHER,other,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP362139,PRJNA811788,35626002,"",SRS12151310,SAMN26356048,simple,9606,Homo sapiens,GSM5929278,"Wendel Lab, Cancer Biology and Genetics, Memorial Sloan Kettering Cancer Center",SRA1380028,03,2022,Mohan,Human embryonic kidney 293 cells,RF 293T4A DOX-2 [ribo_DOX_2],Human embryonic kidney 293 cells,293T4A,Human embryonic kidney cell line,Dox Treated
SRR18189865,4000000,4e+08,50,182,SRX14336725,GSM5929278,OTHER,other,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP362139,PRJNA811788,35626002,"",SRS12151310,SAMN26356048,simple,9606,Homo sapiens,GSM5929278,"Wendel Lab, Cancer Biology and Genetics, Memorial Sloan Kettering Cancer Center",SRA1380028,03,2022,Mohan,Human embryonic kidney 293 cells,RF 293T4A DOX-2 [ribo_DOX_2],Human embryonic kidney 293 cells,293T4A,Human embryonic kidney cell line,Untreated
SRR18189866,4000000,4e+08,50,183,SRX14336725,GSM5929278,OTHER,other,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP362139,PRJNA811788,35626002,"",SRS12151310,SAMN26356048,simple,9606,Homo sapiens,GSM5929278,"Wendel Lab, Cancer Biology and Genetics, Memorial Sloan Kettering Cancer Center",SRA1380028,03,2022,Mohan,Human embryonic kidney 293 cells,RF 293T4A DOX-2 [ribo_DOX_2],Human embryonic kidney 293 cells,293T4A,Human embryonic kidney cell line,Untreated
SRR18189867,4000000,4e+08,50,182,SRX14336725,GSM5929278,OTHER,other,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP362139,PRJNA811788,35626002,"",SRS12151310,SAMN26356048,simple,9606,Homo sapiens,GSM5929278,"Wendel Lab, Cancer Biology and Genetics, Memorial Sloan Kettering Cancer Center",SRA1380028,03,2022,Mohan,Human embryonic kidney 293 cells,RF 293T4A DOX-2 [ribo_DOX_2],Human embryonic kidney 293 cells,293T4A,Human embryonic kidney cell line,Dox Treated
SRR18189868,4000000,4e+08,50,183,SRX14336725,GSM5929278,OTHER,other,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP362139,PRJNA811788,35626002,"",SRS12151310,SAMN26356048,simple,9606,Homo sapiens,GSM5929278,"Wendel Lab, Cancer Biology and Genetics, Memorial Sloan Kettering Cancer Center",SRA1380028,03,2022,Mohan,Human embryonic kidney 293 cells,RF 293T4A DOX-2 [ribo_DOX_2],Human embryonic kidney 293 cells,293T4A,Human embryonic kidney cell line,Untreated
SRR18189869,4000000,4e+08,50,184,SRX14336725,GSM5929278,OTHER,other,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP362139,PRJNA811788,35626002,"",SRS12151310,SAMN26356048,simple,9606,Homo sapiens,GSM5929278,"Wendel Lab, Cancer Biology and Genetics, Memorial Sloan Kettering Cancer Center",SRA1380028,03,2022,Mohan,Human embryonic kidney 293 cells,RF 293T4A DOX-2 [ribo_DOX_2],Human embryonic kidney 293 cells,293T4A,Human embryonic kidney cell line,Untreated
SRR18189870,4000000,4e+08,50,187,SRX14336725,GSM5929278,OTHER,other,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP362139,PRJNA811788,35626002,"",SRS12151310,SAMN26356048,simple,9606,Homo sapiens,GSM5929278,"Wendel Lab, Cancer Biology and Genetics, Memorial Sloan Kettering Cancer Center",SRA1380028,03,2022,Mohan,Human embryonic kidney 293 cells,RF 293T4A DOX-2 [ribo_DOX_2],Human embryonic kidney 293 cells,293T4A,Human embryonic kidney cell line,Untreated
SRR18189871,4000000,4e+08,50,189,SRX14336725,GSM5929278,OTHER,other,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP362139,PRJNA811788,35626002,"",SRS12151310,SAMN26356048,simple,9606,Homo sapiens,GSM5929278,"Wendel Lab, Cancer Biology and Genetics, Memorial Sloan Kettering Cancer Center",SRA1380028,03,2022,Mohan,Human embryonic kidney 293 cells,RF 293T4A DOX-2 [ribo_DOX_2],Human embryonic kidney 293 cells,293T4A,Human embryonic kidney cell line,Dox Treated
SRR18189872,4000000,4e+08,50,190,SRX14336725,GSM5929278,OTHER,other,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP362139,PRJNA811788,35626002,"",SRS12151310,SAMN26356048,simple,9606,Homo sapiens,GSM5929278,"Wendel Lab, Cancer Biology and Genetics, Memorial Sloan Kettering Cancer Center",SRA1380028,03,2022,Mohan,Human embryonic kidney 293 cells,RF 293T4A DOX-2 [ribo_DOX_2],Human embryonic kidney 293 cells,293T4A,Human embryonic kidney cell line,Dox Treated
SRR18189873,4000000,4e+08,50,189,SRX14336725,GSM5929278,OTHER,other,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP362139,PRJNA811788,35626002,"",SRS12151310,SAMN26356048,simple,9606,Homo sapiens,GSM5929278,"Wendel Lab, Cancer Biology and Genetics, Memorial Sloan Kettering Cancer Center",SRA1380028,03,2022,Mohan,Human embryonic kidney 293 cells,RF 293T4A DOX-2 [ribo_DOX_2],Human embryonic kidney 293 cells,293T4A,Human embryonic kidney cell line,Untreated
SRR18189874,4000000,4e+08,50,191,SRX14336725,GSM5929278,OTHER,other,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP362139,PRJNA811788,35626002,"",SRS12151310,SAMN26356048,simple,9606,Homo sapiens,GSM5929278,"Wendel Lab, Cancer Biology and Genetics, Memorial Sloan Kettering Cancer Center",SRA1380028,03,2022,Mohan,Human embryonic kidney 293 cells,RF 293T4A DOX-2 [ribo_DOX_2],Human embryonic kidney 293 cells,293T4A,Human embryonic kidney cell line,Dox Treated
SRR18189875,4000000,4e+08,50,191,SRX14336725,GSM5929278,OTHER,other,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP362139,PRJNA811788,35626002,"",SRS12151310,SAMN26356048,simple,9606,Homo sapiens,GSM5929278,"Wendel Lab, Cancer Biology and Genetics, Memorial Sloan Kettering Cancer Center",SRA1380028,03,2022,Mohan,Human embryonic kidney 293 cells,RF 293T4A DOX-2 [ribo_DOX_2],Human embryonic kidney 293 cells,293T4A,Human embryonic kidney cell line,Dox Treated
SRR18189876,2346896,234689600,50,115,SRX14336725,GSM5929278,OTHER,other,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP362139,PRJNA811788,35626002,"",SRS12151310,SAMN26356048,simple,9606,Homo sapiens,GSM5929278,"Wendel Lab, Cancer Biology and Genetics, Memorial Sloan Kettering Cancer Center",SRA1380028,03,2022,Mohan,Human embryonic kidney 293 cells,RF 293T4A DOX-2 [ribo_DOX_2],Human embryonic kidney 293 cells,293T4A,Human embryonic kidney cell line,Dox Treated
SRR18189877,4000000,4e+08,50,180,SRX14336725,GSM5929278,OTHER,other,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP362139,PRJNA811788,35626002,"",SRS12151310,SAMN26356048,simple,9606,Homo sapiens,GSM5929278,"Wendel Lab, Cancer Biology and Genetics, Memorial Sloan Kettering Cancer Center",SRA1380028,03,2022,Mohan,Human embryonic kidney 293 cells,RF 293T4A DOX-2 [ribo_DOX_2],Human embryonic kidney 293 cells,293T4A,Human embryonic kidney cell line,Untreated
SRR18189878,4000000,4e+08,50,182,SRX14336725,GSM5929278,OTHER,other,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP362139,PRJNA811788,35626002,"",SRS12151310,SAMN26356048,simple,9606,Homo sapiens,GSM5929278,"Wendel Lab, Cancer Biology and Genetics, Memorial Sloan Kettering Cancer Center",SRA1380028,03,2022,Mohan,Human embryonic kidney 293 cells,RF 293T4A DOX-2 [ribo_DOX_2],Human embryonic kidney 293 cells,293T4A,Human embryonic kidney cell line,Untreated
SRR18189879,4000000,4e+08,50,181,SRX14336725,GSM5929278,OTHER,other,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP362139,PRJNA811788,35626002,"",SRS12151310,SAMN26356048,simple,9606,Homo sapiens,GSM5929278,"Wendel Lab, Cancer Biology and Genetics, Memorial Sloan Kettering Cancer Center",SRA1380028,03,2022,Mohan,Human embryonic kidney 293 cells,RF 293T4A DOX-2 [ribo_DOX_2],Human embryonic kidney 293 cells,293T4A,Human embryonic kidney cell line,Dox Treated
SRR18189880,4000000,4e+08,50,183,SRX14336725,GSM5929278,OTHER,other,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP362139,PRJNA811788,35626002,"",SRS12151310,SAMN26356048,simple,9606,Homo sapiens,GSM5929278,"Wendel Lab, Cancer Biology and Genetics, Memorial Sloan Kettering Cancer Center",SRA1380028,03,2022,Mohan,Human embryonic kidney 293 cells,RF 293T4A DOX-2 [ribo_DOX_2],Human embryonic kidney 293 cells,293T4A,Human embryonic kidney cell line,Untreated
SRR18189881,4000000,4e+08,50,187,SRX14336725,GSM5929278,OTHER,other,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP362139,PRJNA811788,35626002,"",SRS12151310,SAMN26356048,simple,9606,Homo sapiens,GSM5929278,"Wendel Lab, Cancer Biology and Genetics, Memorial Sloan Kettering Cancer Center",SRA1380028,03,2022,Mohan,Human embryonic kidney 293 cells,RF 293T4A DOX-2 [ribo_DOX_2],Human embryonic kidney 293 cells,293T4A,Human embryonic kidney cell line,Untreated
SRR18189882,4000000,4e+08,50,189,SRX14336725,GSM5929278,OTHER,other,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP362139,PRJNA811788,35626002,"",SRS12151310,SAMN26356048,simple,9606,Homo sapiens,GSM5929278,"Wendel Lab, Cancer Biology and Genetics, Memorial Sloan Kettering Cancer Center",SRA1380028,03,2022,Mohan,Human embryonic kidney 293 cells,RF 293T4A DOX-2 [ribo_DOX_2],Human embryonic kidney 293 cells,293T4A,Human embryonic kidney cell line,Untreated
SRR18189883,4000000,4e+08,50,188,SRX14336725,GSM5929278,OTHER,other,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP362139,PRJNA811788,35626002,"",SRS12151310,SAMN26356048,simple,9606,Homo sapiens,GSM5929278,"Wendel Lab, Cancer Biology and Genetics, Memorial Sloan Kettering Cancer Center",SRA1380028,03,2022,Mohan,Human embryonic kidney 293 cells,RF 293T4A DOX-2 [ribo_DOX_2],Human embryonic kidney 293 cells,293T4A,Human embryonic kidney cell line,Dox Treated
SRR18189930,4000000,4e+08,50,180,SRX14336725,GSM5929278,OTHER,other,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP362139,PRJNA811788,35626002,"",SRS12151310,SAMN26356048,simple,9606,Homo sapiens,GSM5929278,"Wendel Lab, Cancer Biology and Genetics, Memorial Sloan Kettering Cancer Center",SRA1380028,03,2022,Mohan,Human embryonic kidney 293 cells,RF 293T4A DOX-2 [ribo_DOX_2],Human embryonic kidney 293 cells,293T4A,Human embryonic kidney cell line,Dox Treated
SRR18189912,4000000,2e+08,50,115,SRX14336726,GSM5929273,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP362139,PRJNA811788,35626002,"",SRS12151311,SAMN26356053,simple,9606,Homo sapiens,GSM5929273,"Wendel Lab, Cancer Biology and Genetics, Memorial Sloan Kettering Cancer Center",SRA1380028,03,2022,Mohan,Human embryonic kidney 293 cells,Total 293T4A DOX-3 [total_DOX_3],Human embryonic kidney 293 cells,293T4A,Human embryonic kidney cell line,Untreated
SRR18189913,4000000,2e+08,50,125,SRX14336726,GSM5929273,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP362139,PRJNA811788,35626002,"",SRS12151311,SAMN26356053,simple,9606,Homo sapiens,GSM5929273,"Wendel Lab, Cancer Biology and Genetics, Memorial Sloan Kettering Cancer Center",SRA1380028,03,2022,Mohan,Human embryonic kidney 293 cells,Total 293T4A DOX-3 [total_DOX_3],Human embryonic kidney 293 cells,293T4A,Human embryonic kidney cell line,Dox Treated
SRR18189914,4000000,2e+08,50,117,SRX14336726,GSM5929273,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP362139,PRJNA811788,35626002,"",SRS12151311,SAMN26356053,simple,9606,Homo sapiens,GSM5929273,"Wendel Lab, Cancer Biology and Genetics, Memorial Sloan Kettering Cancer Center",SRA1380028,03,2022,Mohan,Human embryonic kidney 293 cells,Total 293T4A DOX-3 [total_DOX_3],Human embryonic kidney 293 cells,293T4A,Human embryonic kidney cell line,Dox Treated
SRR18189915,645778,32288900,50,19,SRX14336726,GSM5929273,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP362139,PRJNA811788,35626002,"",SRS12151311,SAMN26356053,simple,9606,Homo sapiens,GSM5929273,"Wendel Lab, Cancer Biology and Genetics, Memorial Sloan Kettering Cancer Center",SRA1380028,03,2022,Mohan,Human embryonic kidney 293 cells,Total 293T4A DOX-3 [total_DOX_3],Human embryonic kidney 293 cells,293T4A,Human embryonic kidney cell line,Dox Treated
SRR18189916,4000000,2e+08,50,116,SRX14336726,GSM5929273,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP362139,PRJNA811788,35626002,"",SRS12151311,SAMN26356053,simple,9606,Homo sapiens,GSM5929273,"Wendel Lab, Cancer Biology and Genetics, Memorial Sloan Kettering Cancer Center",SRA1380028,03,2022,Mohan,Human embryonic kidney 293 cells,Total 293T4A DOX-3 [total_DOX_3],Human embryonic kidney 293 cells,293T4A,Human embryonic kidney cell line,Untreated
SRR18189917,4000000,2e+08,50,117,SRX14336726,GSM5929273,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP362139,PRJNA811788,35626002,"",SRS12151311,SAMN26356053,simple,9606,Homo sapiens,GSM5929273,"Wendel Lab, Cancer Biology and Genetics, Memorial Sloan Kettering Cancer Center",SRA1380028,03,2022,Mohan,Human embryonic kidney 293 cells,Total 293T4A DOX-3 [total_DOX_3],Human embryonic kidney 293 cells,293T4A,Human embryonic kidney cell line,Untreated
SRR18189918,4000000,2e+08,50,117,SRX14336726,GSM5929273,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP362139,PRJNA811788,35626002,"",SRS12151311,SAMN26356053,simple,9606,Homo sapiens,GSM5929273,"Wendel Lab, Cancer Biology and Genetics, Memorial Sloan Kettering Cancer Center",SRA1380028,03,2022,Mohan,Human embryonic kidney 293 cells,Total 293T4A DOX-3 [total_DOX_3],Human embryonic kidney 293 cells,293T4A,Human embryonic kidney cell line,Dox Treated
SRR18189919,4000000,2e+08,50,123,SRX14336726,GSM5929273,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP362139,PRJNA811788,35626002,"",SRS12151311,SAMN26356053,simple,9606,Homo sapiens,GSM5929273,"Wendel Lab, Cancer Biology and Genetics, Memorial Sloan Kettering Cancer Center",SRA1380028,03,2022,Mohan,Human embryonic kidney 293 cells,Total 293T4A DOX-3 [total_DOX_3],Human embryonic kidney 293 cells,293T4A,Human embryonic kidney cell line,Untreated
SRR18189920,4000000,2e+08,50,114,SRX14336726,GSM5929273,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP362139,PRJNA811788,35626002,"",SRS12151311,SAMN26356053,simple,9606,Homo sapiens,GSM5929273,"Wendel Lab, Cancer Biology and Genetics, Memorial Sloan Kettering Cancer Center",SRA1380028,03,2022,Mohan,Human embryonic kidney 293 cells,Total 293T4A DOX-3 [total_DOX_3],Human embryonic kidney 293 cells,293T4A,Human embryonic kidney cell line,Untreated
SRR18189921,1199673,59983650,50,36,SRX14336726,GSM5929273,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP362139,PRJNA811788,35626002,"",SRS12151311,SAMN26356053,simple,9606,Homo sapiens,GSM5929273,"Wendel Lab, Cancer Biology and Genetics, Memorial Sloan Kettering Cancer Center",SRA1380028,03,2022,Mohan,Human embryonic kidney 293 cells,Total 293T4A DOX-3 [total_DOX_3],Human embryonic kidney 293 cells,293T4A,Human embryonic kidney cell line,Untreated
SRR18189922,4000000,2e+08,50,117,SRX14336726,GSM5929273,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP362139,PRJNA811788,35626002,"",SRS12151311,SAMN26356053,simple,9606,Homo sapiens,GSM5929273,"Wendel Lab, Cancer Biology and Genetics, Memorial Sloan Kettering Cancer Center",SRA1380028,03,2022,Mohan,Human embryonic kidney 293 cells,Total 293T4A DOX-3 [total_DOX_3],Human embryonic kidney 293 cells,293T4A,Human embryonic kidney cell line,Dox Treated
SRR18189923,4000000,2e+08,50,115,SRX14336726,GSM5929273,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP362139,PRJNA811788,35626002,"",SRS12151311,SAMN26356053,simple,9606,Homo sapiens,GSM5929273,"Wendel Lab, Cancer Biology and Genetics, Memorial Sloan Kettering Cancer Center",SRA1380028,03,2022,Mohan,Human embryonic kidney 293 cells,Total 293T4A DOX-3 [total_DOX_3],Human embryonic kidney 293 cells,293T4A,Human embryonic kidney cell line,Dox Treated
SRR18189924,4000000,2e+08,50,115,SRX14336726,GSM5929273,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP362139,PRJNA811788,35626002,"",SRS12151311,SAMN26356053,simple,9606,Homo sapiens,GSM5929273,"Wendel Lab, Cancer Biology and Genetics, Memorial Sloan Kettering Cancer Center",SRA1380028,03,2022,Mohan,Human embryonic kidney 293 cells,Total 293T4A DOX-3 [total_DOX_3],Human embryonic kidney 293 cells,293T4A,Human embryonic kidney cell line,Untreated
SRR18189925,4000000,2e+08,50,115,SRX14336726,GSM5929273,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP362139,PRJNA811788,35626002,"",SRS12151311,SAMN26356053,simple,9606,Homo sapiens,GSM5929273,"Wendel Lab, Cancer Biology and Genetics, Memorial Sloan Kettering Cancer Center",SRA1380028,03,2022,Mohan,Human embryonic kidney 293 cells,Total 293T4A DOX-3 [total_DOX_3],Human embryonic kidney 293 cells,293T4A,Human embryonic kidney cell line,Dox Treated
SRR18189926,1927200,96360000,50,57,SRX14336726,GSM5929273,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP362139,PRJNA811788,35626002,"",SRS12151311,SAMN26356053,simple,9606,Homo sapiens,GSM5929273,"Wendel Lab, Cancer Biology and Genetics, Memorial Sloan Kettering Cancer Center",SRA1380028,03,2022,Mohan,Human embryonic kidney 293 cells,Total 293T4A DOX-3 [total_DOX_3],Human embryonic kidney 293 cells,293T4A,Human embryonic kidney cell line,Dox Treated
SRR18189927,4000000,2e+08,50,114,SRX14336726,GSM5929273,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP362139,PRJNA811788,35626002,"",SRS12151311,SAMN26356053,simple,9606,Homo sapiens,GSM5929273,"Wendel Lab, Cancer Biology and Genetics, Memorial Sloan Kettering Cancer Center",SRA1380028,03,2022,Mohan,Human embryonic kidney 293 cells,Total 293T4A DOX-3 [total_DOX_3],Human embryonic kidney 293 cells,293T4A,Human embryonic kidney cell line,Dox Treated
SRR18189928,4000000,2e+08,50,114,SRX14336726,GSM5929273,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP362139,PRJNA811788,35626002,"",SRS12151311,SAMN26356053,simple,9606,Homo sapiens,GSM5929273,"Wendel Lab, Cancer Biology and Genetics, Memorial Sloan Kettering Cancer Center",SRA1380028,03,2022,Mohan,Human embryonic kidney 293 cells,Total 293T4A DOX-3 [total_DOX_3],Human embryonic kidney 293 cells,293T4A,Human embryonic kidney cell line,Untreated
SRR18189929,4000000,2e+08,50,115,SRX14336726,GSM5929273,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP362139,PRJNA811788,35626002,"",SRS12151311,SAMN26356053,simple,9606,Homo sapiens,GSM5929273,"Wendel Lab, Cancer Biology and Genetics, Memorial Sloan Kettering Cancer Center",SRA1380028,03,2022,Mohan,Human embryonic kidney 293 cells,Total 293T4A DOX-3 [total_DOX_3],Human embryonic kidney 293 cells,293T4A,Human embryonic kidney cell line,Untreated
SRR18189884,4000000,4e+08,50,179,SRX14336727,GSM5929274,OTHER,other,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP362139,PRJNA811788,35626002,"",SRS12151313,SAMN26356052,simple,9606,Homo sapiens,GSM5929274,"Wendel Lab, Cancer Biology and Genetics, Memorial Sloan Kettering Cancer Center",SRA1380028,03,2022,Mohan,Human embryonic kidney 293 cells,RF 293T4A DMSO-1  [ribo_noDOX_1],Human embryonic kidney 293 cells,293T4A,Human embryonic kidney cell line,Dox Treated
SRR18189885,4000000,4e+08,50,184,SRX14336727,GSM5929274,OTHER,other,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP362139,PRJNA811788,35626002,"",SRS12151313,SAMN26356052,simple,9606,Homo sapiens,GSM5929274,"Wendel Lab, Cancer Biology and Genetics, Memorial Sloan Kettering Cancer Center",SRA1380028,03,2022,Mohan,Human embryonic kidney 293 cells,RF 293T4A DMSO-1  [ribo_noDOX_1],Human embryonic kidney 293 cells,293T4A,Human embryonic kidney cell line,Untreated
