Run,spots,bases,avgLength,size_MB,Experiment,LibraryName,LibraryStrategy,LibrarySelection,LibrarySource,LibraryLayout,InsertSize,InsertDev,Platform,Model,SRAStudy,BioProject,Study_Pubmed_id,ProjectID,Sample,BioSample,SampleType,TaxID,ScientificName,SampleName,Submission,MONTH,YEAR,AUTHOR,sample_source,sample_title,ENA first public,ENA last update,External Id,INSDC center alias,INSDC center name,INSDC first public,INSDC last update,INSDC status,Submitter Id,common name,sample name,sex,strain,tissue type
ERR4881997,61124636,12194423274,99,7647,ERX4751506,BXH_08_TV__3_pol,RNA-Seq,Oligo-dT,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,ERP121479,PRJEB38096,1,"",ERS4651759,SAMEA6941870,simple,10116,Rattus norvegicus,SAMEA6941870,ERA3168394,11,2020,Makar,"",BXH_08_TV__3_pol,2020-11-28,2020-06-10,SAMEA6941870,MDC,"Max Delbrück Center for Molecular Medicine, Berlin-Buch, Germany",2020-11-28T04:06:22Z,2020-06-10T17:46:03Z,public,BXH_08_TV__3_pol,Norway rat,BXH_08_TV__3_pol,male,BXH08,left ventricle
ERR4881998,58693829,11724245950,99,7427,ERX4751507,BXH_09_TV__3_pol,RNA-Seq,Oligo-dT,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,ERP121479,PRJEB38096,1,"",ERS4651760,SAMEA6941871,simple,10116,Rattus norvegicus,SAMEA6941871,ERA3168394,11,2020,Makar,"",BXH_09_TV__3_pol,2020-11-28,2020-06-10,SAMEA6941871,MDC,"Max Delbrück Center for Molecular Medicine, Berlin-Buch, Germany",2020-11-28T04:06:22Z,2020-06-10T17:46:03Z,public,BXH_09_TV__3_pol,Norway rat,BXH_09_TV__3_pol,male,BXH09,left ventricle
ERR4881999,63848278,12711993381,99,8059,ERX4751508,BXH_10_TV__3_pol,RNA-Seq,Oligo-dT,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,ERP121479,PRJEB38096,1,"",ERS4651761,SAMEA6941872,simple,10116,Rattus norvegicus,SAMEA6941872,ERA3168394,11,2020,Makar,"",BXH_10_TV__3_pol,2020-11-28,2020-06-10,SAMEA6941872,MDC,"Max Delbrück Center for Molecular Medicine, Berlin-Buch, Germany",2020-11-28T04:06:22Z,2020-06-10T17:46:04Z,public,BXH_10_TV__3_pol,Norway rat,BXH_10_TV__3_pol,male,BXH10,left ventricle
ERR4882000,67110038,13137930886,97,8506,ERX4751509,BXH_11_TV__4_pol,RNA-Seq,Oligo-dT,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,ERP121479,PRJEB38096,1,"",ERS4651762,SAMEA6941873,simple,10116,Rattus norvegicus,SAMEA6941873,ERA3168394,11,2020,Makar,"",BXH_11_TV__4_pol,2020-11-28,2020-06-10,SAMEA6941873,MDC,"Max Delbrück Center for Molecular Medicine, Berlin-Buch, Germany",2020-11-28T04:06:22Z,2020-06-10T17:46:04Z,public,BXH_11_TV__4_pol,Norway rat,BXH_11_TV__4_pol,male,BXH11,left ventricle
ERR4882001,51626930,10305057462,99,6489,ERX4751510,BXH_12_TV__4_pol,RNA-Seq,Oligo-dT,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,ERP121479,PRJEB38096,1,"",ERS4651763,SAMEA6941874,simple,10116,Rattus norvegicus,SAMEA6941874,ERA3168394,11,2020,Makar,"",BXH_12_TV__4_pol,2020-11-28,2020-06-10,SAMEA6941874,MDC,"Max Delbrück Center for Molecular Medicine, Berlin-Buch, Germany",2020-11-28T04:06:22Z,2020-06-10T17:46:04Z,public,BXH_12_TV__4_pol,Norway rat,BXH_12_TV__4_pol,male,BXH12,left ventricle
ERR4882002,53228283,10575453490,99,6666,ERX4751511,BXH_13_TV__4_pol,RNA-Seq,Oligo-dT,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,ERP121479,PRJEB38096,1,"",ERS4651764,SAMEA6941875,simple,10116,Rattus norvegicus,SAMEA6941875,ERA3168394,11,2020,Makar,"",BXH_13_TV__4_pol,2020-11-28,2020-06-10,SAMEA6941875,MDC,"Max Delbrück Center for Molecular Medicine, Berlin-Buch, Germany",2020-11-28T04:06:22Z,2020-06-10T17:46:04Z,public,BXH_13_TV__4_pol,Norway rat,BXH_13_TV__4_pol,male,BXH13,left ventricle
ERR4882003,60498628,12095041004,99,7589,ERX4751512,HXB_01_TV__4_pol,RNA-Seq,Oligo-dT,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,ERP121479,PRJEB38096,1,"",ERS4651765,SAMEA6941876,simple,10116,Rattus norvegicus,SAMEA6941876,ERA3168394,11,2020,Makar,"",HXB_01_TV__4_pol,2020-11-28,2020-06-10,SAMEA6941876,MDC,"Max Delbrück Center for Molecular Medicine, Berlin-Buch, Germany",2020-11-28T04:06:22Z,2020-06-10T17:46:04Z,public,HXB_01_TV__4_pol,Norway rat,HXB_01_TV__4_pol,male,HXB01,left ventricle
ERR4882004,88600808,17694520777,99,11193,ERX4751513,HXB_02_TV__3_pol,RNA-Seq,Oligo-dT,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,ERP121479,PRJEB38096,1,"",ERS4651766,SAMEA6941877,simple,10116,Rattus norvegicus,SAMEA6941877,ERA3168394,11,2020,Makar,"",HXB_02_TV__3_pol,2020-11-28,2020-06-10,SAMEA6941877,MDC,"Max Delbrück Center for Molecular Medicine, Berlin-Buch, Germany",2020-11-28T04:06:22Z,2020-06-10T17:46:04Z,public,HXB_02_TV__3_pol,Norway rat,HXB_02_TV__3_pol,male,HXB02,left ventricle
ERR4882005,82219717,16403643752,99,10351,ERX4751514,HXB_03_TV__3_pol,RNA-Seq,Oligo-dT,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,ERP121479,PRJEB38096,1,"",ERS4651767,SAMEA6941878,simple,10116,Rattus norvegicus,SAMEA6941878,ERA3168394,11,2020,Makar,"",HXB_03_TV__3_pol,2020-11-28,2020-06-10,SAMEA6941878,MDC,"Max Delbrück Center for Molecular Medicine, Berlin-Buch, Germany",2020-11-28T04:06:22Z,2020-06-10T17:46:04Z,public,HXB_03_TV__3_pol,Norway rat,HXB_03_TV__3_pol,male,HXB03,left ventricle
ERR4882006,84671244,16905930138,99,10635,ERX4751515,HXB_04_TV__3_pol,RNA-Seq,Oligo-dT,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,ERP121479,PRJEB38096,1,"",ERS4651768,SAMEA6941879,simple,10116,Rattus norvegicus,SAMEA6941879,ERA3168394,11,2020,Makar,"",HXB_04_TV__3_pol,2020-11-28,2020-06-10,SAMEA6941879,MDC,"Max Delbrück Center for Molecular Medicine, Berlin-Buch, Germany",2020-11-28T04:06:22Z,2020-06-10T17:46:04Z,public,HXB_04_TV__3_pol,Norway rat,HXB_04_TV__3_pol,male,HXB04,left ventricle
ERR4882007,66902537,13199790720,98,8610,ERX4751516,HXB_05_TV__3_pol,RNA-Seq,Oligo-dT,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,ERP121479,PRJEB38096,1,"",ERS4651769,SAMEA6941880,simple,10116,Rattus norvegicus,SAMEA6941880,ERA3168394,11,2020,Makar,"",HXB_05_TV__3_pol,2020-11-28,2020-06-10,SAMEA6941880,MDC,"Max Delbrück Center for Molecular Medicine, Berlin-Buch, Germany",2020-11-28T04:06:22Z,2020-06-10T17:46:04Z,public,HXB_05_TV__3_pol,Norway rat,HXB_05_TV__3_pol,male,HXB05,left ventricle
ERR4882008,82337951,16474463790,100,10367,ERX4751517,HXB_07_TV__4_pol,RNA-Seq,Oligo-dT,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,ERP121479,PRJEB38096,1,"",ERS4651770,SAMEA6941881,simple,10116,Rattus norvegicus,SAMEA6941881,ERA3168394,11,2020,Makar,"",HXB_07_TV__4_pol,2020-11-28,2020-06-10,SAMEA6941881,MDC,"Max Delbrück Center for Molecular Medicine, Berlin-Buch, Germany",2020-11-28T04:06:22Z,2020-06-10T17:46:04Z,public,HXB_07_TV__4_pol,Norway rat,HXB_07_TV__4_pol,male,HXB07,left ventricle
ERR4882009,58023656,11414341924,98,7355,ERX4751518,HXB_10_TV__4_pol,RNA-Seq,Oligo-dT,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,ERP121479,PRJEB38096,1,"",ERS4651771,SAMEA6941882,simple,10116,Rattus norvegicus,SAMEA6941882,ERA3168394,11,2020,Makar,"",HXB_10_TV__4_pol,2020-11-28,2020-06-10,SAMEA6941882,MDC,"Max Delbrück Center for Molecular Medicine, Berlin-Buch, Germany",2020-11-28T04:06:22Z,2020-06-10T17:46:04Z,public,HXB_10_TV__4_pol,Norway rat,HXB_10_TV__4_pol,male,HXB10,left ventricle
ERR4882010,70686592,14129798755,99,8912,ERX4751519,HXB_13_TV__3_pol,RNA-Seq,Oligo-dT,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,ERP121479,PRJEB38096,1,"",ERS4651772,SAMEA6941883,simple,10116,Rattus norvegicus,SAMEA6941883,ERA3168394,11,2020,Makar,"",HXB_13_TV__3_pol,2020-11-28,2020-06-10,SAMEA6941883,MDC,"Max Delbrück Center for Molecular Medicine, Berlin-Buch, Germany",2020-11-28T04:06:22Z,2020-06-10T17:46:04Z,public,HXB_13_TV__3_pol,Norway rat,HXB_13_TV__3_pol,male,HXB13,left ventricle
ERR4882011,59974741,11931757651,99,7507,ERX4751520,HXB_15_TV__3_pol,RNA-Seq,Oligo-dT,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,ERP121479,PRJEB38096,1,"",ERS4651773,SAMEA6941884,simple,10116,Rattus norvegicus,SAMEA6941884,ERA3168394,11,2020,Makar,"",HXB_15_TV__3_pol,2020-11-28,2020-06-10,SAMEA6941884,MDC,"Max Delbrück Center for Molecular Medicine, Berlin-Buch, Germany",2020-11-28T04:06:22Z,2020-06-10T17:46:04Z,public,HXB_15_TV__3_pol,Norway rat,HXB_15_TV__3_pol,male,HXB15,left ventricle
ERR4882012,62975838,12571409411,99,7871,ERX4751521,HXB_17_TV__3_pol,RNA-Seq,Oligo-dT,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,ERP121479,PRJEB38096,1,"",ERS4651774,SAMEA6941885,simple,10116,Rattus norvegicus,SAMEA6941885,ERA3168394,11,2020,Makar,"",HXB_17_TV__3_pol,2020-11-28,2020-06-10,SAMEA6941885,MDC,"Max Delbrück Center for Molecular Medicine, Berlin-Buch, Germany",2020-11-28T04:06:22Z,2020-06-10T17:46:04Z,public,HXB_17_TV__3_pol,Norway rat,HXB_17_TV__3_pol,male,HXB17,left ventricle
ERR4882013,62612200,12485346681,99,7817,ERX4751522,HXB_18_TV__3_pol,RNA-Seq,Oligo-dT,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,ERP121479,PRJEB38096,1,"",ERS4651775,SAMEA6941886,simple,10116,Rattus norvegicus,SAMEA6941886,ERA3168394,11,2020,Makar,"",HXB_18_TV__3_pol,2020-11-28,2020-06-10,SAMEA6941886,MDC,"Max Delbrück Center for Molecular Medicine, Berlin-Buch, Germany",2020-11-28T04:06:22Z,2020-06-10T17:46:04Z,public,HXB_18_TV__3_pol,Norway rat,HXB_18_TV__3_pol,male,HXB18,left ventricle
ERR4882014,63955153,12671816600,99,8021,ERX4751523,HXB_20_TV__3_pol,RNA-Seq,Oligo-dT,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,ERP121479,PRJEB38096,1,"",ERS4651776,SAMEA6941887,simple,10116,Rattus norvegicus,SAMEA6941887,ERA3168394,11,2020,Makar,"",HXB_20_TV__3_pol,2020-11-28,2020-06-10,SAMEA6941887,MDC,"Max Delbrück Center for Molecular Medicine, Berlin-Buch, Germany",2020-11-28T04:06:22Z,2020-06-10T17:46:04Z,public,HXB_20_TV__3_pol,Norway rat,HXB_20_TV__3_pol,male,HXB20,left ventricle
ERR4882015,70229624,13861371804,98,8888,ERX4751524,HXB_21_TV__4_pol,RNA-Seq,Oligo-dT,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,ERP121479,PRJEB38096,1,"",ERS4651777,SAMEA6941888,simple,10116,Rattus norvegicus,SAMEA6941888,ERA3168394,11,2020,Makar,"",HXB_21_TV__4_pol,2020-11-28,2020-06-10,SAMEA6941888,MDC,"Max Delbrück Center for Molecular Medicine, Berlin-Buch, Germany",2020-11-28T04:06:22Z,2020-06-10T17:46:04Z,public,HXB_21_TV__4_pol,Norway rat,HXB_21_TV__4_pol,male,HXB21,left ventricle
ERR4882016,47665422,9402971084,98,6101,ERX4751525,HXB_22_TV__3_pol,RNA-Seq,Oligo-dT,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,ERP121479,PRJEB38096,1,"",ERS4651778,SAMEA6941889,simple,10116,Rattus norvegicus,SAMEA6941889,ERA3168394,11,2020,Makar,"",HXB_22_TV__3_pol,2020-11-28,2020-06-10,SAMEA6941889,MDC,"Max Delbrück Center for Molecular Medicine, Berlin-Buch, Germany",2020-11-28T04:06:22Z,2020-06-10T17:46:04Z,public,HXB_22_TV__3_pol,Norway rat,HXB_22_TV__3_pol,male,HXB22,left ventricle
ERR4882017,65538128,13067466215,99,8241,ERX4751526,HXB_23_TV__3_pol,RNA-Seq,Oligo-dT,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,ERP121479,PRJEB38096,1,"",ERS4651779,SAMEA6941890,simple,10116,Rattus norvegicus,SAMEA6941890,ERA3168394,11,2020,Makar,"",HXB_23_TV__3_pol,2020-11-28,2020-06-10,SAMEA6941890,MDC,"Max Delbrück Center for Molecular Medicine, Berlin-Buch, Germany",2020-11-28T04:06:22Z,2020-06-10T17:46:04Z,public,HXB_23_TV__3_pol,Norway rat,HXB_23_TV__3_pol,male,HXB23,left ventricle
ERR4882018,54703020,10928131117,99,6855,ERX4751527,HXB_24_TV__3_pol,RNA-Seq,Oligo-dT,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,ERP121479,PRJEB38096,1,"",ERS4651780,SAMEA6941891,simple,10116,Rattus norvegicus,SAMEA6941891,ERA3168394,11,2020,Makar,"",HXB_24_TV__3_pol,2020-11-28,2020-06-10,SAMEA6941891,MDC,"Max Delbrück Center for Molecular Medicine, Berlin-Buch, Germany",2020-11-28T04:06:22Z,2020-06-10T17:46:04Z,public,HXB_24_TV__3_pol,Norway rat,HXB_24_TV__3_pol,male,HXB24,left ventricle
ERR4882019,53213503,10576914865,99,6740,ERX4751528,HXB_25_TV__3_pol,RNA-Seq,Oligo-dT,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,ERP121479,PRJEB38096,1,"",ERS4651781,SAMEA6941892,simple,10116,Rattus norvegicus,SAMEA6941892,ERA3168394,11,2020,Makar,"",HXB_25_TV__3_pol,2020-11-28,2020-06-10,SAMEA6941892,MDC,"Max Delbrück Center for Molecular Medicine, Berlin-Buch, Germany",2020-11-28T04:06:22Z,2020-06-10T17:46:04Z,public,HXB_25_TV__3_pol,Norway rat,HXB_25_TV__3_pol,male,HXB25,left ventricle
ERR4882020,55373054,11037498021,99,6948,ERX4751529,HXB_27_TV__3_pol,RNA-Seq,Oligo-dT,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,ERP121479,PRJEB38096,1,"",ERS4651782,SAMEA6941893,simple,10116,Rattus norvegicus,SAMEA6941893,ERA3168394,11,2020,Makar,"",HXB_27_TV__3_pol,2020-11-28,2020-06-10,SAMEA6941893,MDC,"Max Delbrück Center for Molecular Medicine, Berlin-Buch, Germany",2020-11-28T04:06:22Z,2020-06-10T17:46:04Z,public,HXB_27_TV__3_pol,Norway rat,HXB_27_TV__3_pol,male,HXB27,left ventricle
ERR4882021,57184034,11422333428,99,7122,ERX4751530,HXB_29_TV__3_pol,RNA-Seq,Oligo-dT,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,ERP121479,PRJEB38096,1,"",ERS4651783,SAMEA6941894,simple,10116,Rattus norvegicus,SAMEA6941894,ERA3168394,11,2020,Makar,"",HXB_29_TV__3_pol,2020-11-28,2020-06-10,SAMEA6941894,MDC,"Max Delbrück Center for Molecular Medicine, Berlin-Buch, Germany",2020-11-28T04:06:22Z,2020-06-10T17:46:04Z,public,HXB_29_TV__3_pol,Norway rat,HXB_29_TV__3_pol,male,HXB29,left ventricle
ERR4882022,60298340,12049608114,99,7555,ERX4751531,HXB_31_TV__3_pol,RNA-Seq,Oligo-dT,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,ERP121479,PRJEB38096,1,"",ERS4651784,SAMEA6941895,simple,10116,Rattus norvegicus,SAMEA6941895,ERA3168394,11,2020,Makar,"",HXB_31_TV__3_pol,2020-11-28,2020-06-10,SAMEA6941895,MDC,"Max Delbrück Center for Molecular Medicine, Berlin-Buch, Germany",2020-11-28T04:06:22Z,2020-06-10T17:46:04Z,public,HXB_31_TV__3_pol,Norway rat,HXB_31_TV__3_pol,male,HXB31,left ventricle
ERR4882023,46535834,9301096842,99,3506,ERX4751532,rn_lv_006_ctrl_mR,RNA-Seq,Oligo-dT,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,ERP121479,PRJEB38096,1,"",ERS4651785,SAMEA6941896,simple,10116,Rattus norvegicus,SAMEA6941896,ERA3168394,11,2020,Makar,"",rn_lv_006_ctrl_mR,2020-11-28,2020-06-10,SAMEA6941896,MDC,"Max Delbrück Center for Molecular Medicine, Berlin-Buch, Germany",2020-11-28T04:06:22Z,2020-06-10T17:46:04Z,public,rn_lv_006_ctrl_mR,Norway rat,rn_lv_006_ctrl_mR,male,SHR.BN-D3Rat108/D3Rat124,left ventricle
ERR4882024,42666205,8522235675,99,3070,ERX4751533,rn_lv_007_ctrl_mR,RNA-Seq,Oligo-dT,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,ERP121479,PRJEB38096,1,"",ERS4651786,SAMEA6941897,simple,10116,Rattus norvegicus,SAMEA6941897,ERA3168394,11,2020,Makar,"",rn_lv_007_ctrl_mR,2020-11-28,2020-06-10,SAMEA6941897,MDC,"Max Delbrück Center for Molecular Medicine, Berlin-Buch, Germany",2020-11-28T04:06:22Z,2020-06-10T17:46:04Z,public,rn_lv_007_ctrl_mR,Norway rat,rn_lv_007_ctrl_mR,male,SHR.BN-D3Rat108/D3Rat124,left ventricle
ERR4882025,41383033,8271280884,99,3119,ERX4751534,rn_lv_008_ctrl_mR,RNA-Seq,Oligo-dT,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,ERP121479,PRJEB38096,1,"",ERS4651787,SAMEA6941898,simple,10116,Rattus norvegicus,SAMEA6941898,ERA3168394,11,2020,Makar,"",rn_lv_008_ctrl_mR,2020-11-28,2020-06-10,SAMEA6941898,MDC,"Max Delbrück Center for Molecular Medicine, Berlin-Buch, Germany",2020-11-28T04:06:22Z,2020-06-10T17:46:04Z,public,rn_lv_008_ctrl_mR,Norway rat,rn_lv_008_ctrl_mR,male,SHR.BN-D3Rat108/D3Rat124,left ventricle
ERR4882026,40335173,8067051413,100,2867,ERX4751535,rn_lv_009_ctrl_mR,RNA-Seq,Oligo-dT,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,ERP121479,PRJEB38096,1,"",ERS4651788,SAMEA6941899,simple,10116,Rattus norvegicus,SAMEA6941899,ERA3168394,11,2020,Makar,"",rn_lv_009_ctrl_mR,2020-11-28,2020-06-10,SAMEA6941899,MDC,"Max Delbrück Center for Molecular Medicine, Berlin-Buch, Germany",2020-11-28T04:06:22Z,2020-06-10T17:46:04Z,public,rn_lv_009_ctrl_mR,Norway rat,rn_lv_009_ctrl_mR,male,SHR.BN-D3Rat108/D3Rat124,left ventricle
ERR4882027,44283723,8862521241,100,3186,ERX4751536,rn_lv_010_ctrl_mR,RNA-Seq,Oligo-dT,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,ERP121479,PRJEB38096,1,"",ERS4651789,SAMEA6941900,simple,10116,Rattus norvegicus,SAMEA6941900,ERA3168394,11,2020,Makar,"",rn_lv_010_ctrl_mR,2020-11-28,2020-06-10,SAMEA6941900,MDC,"Max Delbrück Center for Molecular Medicine, Berlin-Buch, Germany",2020-11-28T04:06:22Z,2020-06-10T17:46:04Z,public,rn_lv_010_ctrl_mR,Norway rat,rn_lv_010_ctrl_mR,male,SHR.BN-D3Rat108/D3Rat124,left ventricle
ERR4882028,30601048,6112612724,99,2194,ERX4751537,rn_lv_001_endo_mR,RNA-Seq,Oligo-dT,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,ERP121479,PRJEB38096,1,"",ERS4651790,SAMEA6941901,simple,10116,Rattus norvegicus,SAMEA6941901,ERA3168394,11,2020,Makar,"",rn_lv_001_endo_mR,2020-11-28,2020-06-10,SAMEA6941901,MDC,"Max Delbrück Center for Molecular Medicine, Berlin-Buch, Germany",2020-11-28T04:06:22Z,2020-06-10T17:46:04Z,public,rn_lv_001_endo_mR,Norway rat,rn_lv_001_endo_mR,male,SHR.BN-D3Rat108/D3Rat56,left ventricle
ERR4882029,32043138,6398348958,99,2245,ERX4751538,rn_lv_002_endo_mR,RNA-Seq,Oligo-dT,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,ERP121479,PRJEB38096,1,"",ERS4651791,SAMEA6941902,simple,10116,Rattus norvegicus,SAMEA6941902,ERA3168394,11,2020,Makar,"",rn_lv_002_endo_mR,2020-11-28,2020-06-10,SAMEA6941902,MDC,"Max Delbrück Center for Molecular Medicine, Berlin-Buch, Germany",2020-11-28T04:06:22Z,2020-06-10T17:46:04Z,public,rn_lv_002_endo_mR,Norway rat,rn_lv_002_endo_mR,male,SHR.BN-D3Rat108/D3Rat56,left ventricle
ERR4882030,35265016,7034574246,99,2480,ERX4751539,rn_lv_003_endo_mR,RNA-Seq,Oligo-dT,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,ERP121479,PRJEB38096,1,"",ERS4651792,SAMEA6941903,simple,10116,Rattus norvegicus,SAMEA6941903,ERA3168394,11,2020,Makar,"",rn_lv_003_endo_mR,2020-11-28,2020-06-10,SAMEA6941903,MDC,"Max Delbrück Center for Molecular Medicine, Berlin-Buch, Germany",2020-11-28T04:06:22Z,2020-06-10T17:46:04Z,public,rn_lv_003_endo_mR,Norway rat,rn_lv_003_endo_mR,male,SHR.BN-D3Rat108/D3Rat56,left ventricle
ERR4882031,46308992,9251034464,99,3268,ERX4751540,rn_lv_004_endo_mR,RNA-Seq,Oligo-dT,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,ERP121479,PRJEB38096,1,"",ERS4651793,SAMEA6941904,simple,10116,Rattus norvegicus,SAMEA6941904,ERA3168394,11,2020,Makar,"",rn_lv_004_endo_mR,2020-11-28,2020-06-10,SAMEA6941904,MDC,"Max Delbrück Center for Molecular Medicine, Berlin-Buch, Germany",2020-11-28T04:06:22Z,2020-06-10T17:46:04Z,public,rn_lv_004_endo_mR,Norway rat,rn_lv_004_endo_mR,male,SHR.BN-D3Rat108/D3Rat56,left ventricle
ERR4882032,44227570,8840874694,99,3147,ERX4751541,rn_lv_005_endo_mR,RNA-Seq,Oligo-dT,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,ERP121479,PRJEB38096,1,"",ERS4651794,SAMEA6941905,simple,10116,Rattus norvegicus,SAMEA6941905,ERA3168394,11,2020,Makar,"",rn_lv_005_endo_mR,2020-11-28,2020-06-10,SAMEA6941905,MDC,"Max Delbrück Center for Molecular Medicine, Berlin-Buch, Germany",2020-11-28T04:06:22Z,2020-06-10T17:46:04Z,public,rn_lv_005_endo_mR,Norway rat,rn_lv_005_endo_mR,male,SHR.BN-D3Rat108/D3Rat56,left ventricle
ERR4882033,31207451,4708240904,75,1895,ERX4751542,rn_lv_EndoG_WT_1_mR,RNA-Seq,Oligo-dT,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,ERP121479,PRJEB38096,1,"",ERS4651795,SAMEA6941906,simple,10116,Rattus norvegicus,SAMEA6941906,ERA3168394,11,2020,Makar,"",rn_lv_EndoG_WT_1_mR,2020-11-28,2020-06-10,SAMEA6941906,MDC,"Max Delbrück Center for Molecular Medicine, Berlin-Buch, Germany",2020-11-28T04:06:22Z,2020-06-10T17:46:04Z,public,rn_lv_EndoG_WT_1_mR,Norway rat,rn_lv_EndoG_WT_1_mR,male,SHR,left ventricle
ERR4882034,33230195,5016295155,75,1891,ERX4751543,rn_lv_EndoG_WT_2_mR,RNA-Seq,Oligo-dT,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,ERP121479,PRJEB38096,1,"",ERS4651796,SAMEA6941907,simple,10116,Rattus norvegicus,SAMEA6941907,ERA3168394,11,2020,Makar,"",rn_lv_EndoG_WT_2_mR,2020-11-28,2020-06-10,SAMEA6941907,MDC,"Max Delbrück Center for Molecular Medicine, Berlin-Buch, Germany",2020-11-28T04:06:22Z,2020-06-10T17:46:04Z,public,rn_lv_EndoG_WT_2_mR,Norway rat,rn_lv_EndoG_WT_2_mR,male,SHR,left ventricle
ERR4882035,30926329,4670035943,75,1778,ERX4751544,rn_lv_EndoG_WT_3_mR,RNA-Seq,Oligo-dT,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,ERP121479,PRJEB38096,1,"",ERS4651797,SAMEA6941908,simple,10116,Rattus norvegicus,SAMEA6941908,ERA3168394,11,2020,Makar,"",rn_lv_EndoG_WT_3_mR,2020-11-28,2020-06-10,SAMEA6941908,MDC,"Max Delbrück Center for Molecular Medicine, Berlin-Buch, Germany",2020-11-28T04:06:22Z,2020-06-10T17:46:04Z,public,rn_lv_EndoG_WT_3_mR,Norway rat,rn_lv_EndoG_WT_3_mR,male,SHR,left ventricle
ERR4882036,70723776,10671361715,75,4050,ERX4751545,rn_lv_EndoG_WT_4_mR,RNA-Seq,Oligo-dT,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,ERP121479,PRJEB38096,1,"",ERS4651798,SAMEA6941909,simple,10116,Rattus norvegicus,SAMEA6941909,ERA3168394,11,2020,Makar,"",rn_lv_EndoG_WT_4_mR,2020-11-28,2020-06-10,SAMEA6941909,MDC,"Max Delbrück Center for Molecular Medicine, Berlin-Buch, Germany",2020-11-28T04:06:22Z,2020-06-10T17:46:04Z,public,rn_lv_EndoG_WT_4_mR,Norway rat,rn_lv_EndoG_WT_4_mR,male,SHR,left ventricle
