Run,spots,bases,avgLength,size_MB,Experiment,LibraryName,LibraryStrategy,LibrarySelection,LibrarySource,LibraryLayout,InsertSize,InsertDev,Platform,Model,SRAStudy,BioProject,Study_Pubmed_id,ProjectID,Sample,BioSample,SampleType,TaxID,ScientificName,SampleName,CenterName,Submission,MONTH,YEAR,AUTHOR,sample_source,sample_title,ENA first public,ENA last update,External Id,INSDC center alias,INSDC center name,INSDC first public,INSDC last update,INSDC status,Submitter Id,broker name,common name,genotype,growth condition,sample name,strain,Experimental Factor: genotype,Experimental Factor: compound,Experimental Factor: dose,Experimental Factor: environmental stress
ERR2382575,222358,29817253,134,18,ERX2430844,"81-tRNA-seq, 4EGI-1 rep1_s",ncRNA-Seq,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina MiSeq,ERP107411,PRJEB25491,1,"",ERS2276011,SAMEA104674628,simple,4932,Saccharomyces cerevisiae,SAMEA104674628,RIKEN Brain Science Institute,ERA1241277,03,2018,Makar,"","81-tRNA-seq, 4EGI-1 rep1",2018-03-19,2018-03-09,SAMEA104674669,RIKEN Brain Science Institute,RIKEN Brain Science Institute,2018-03-19T17:02:00Z,2018-03-09T09:52:48Z,public,"E-MTAB-6576:131-mRNA-seq, post-lysis CHX",ArrayExpress,baker's yeast,wild type genotype,YPD medium,"E-MTAB-6576:131-mRNA-seq, post-lysis CHX",BY4741,wild type genotype,none,,none
ERR2382576,1386288,185878235,134,115,ERX2430845,"82-Ribo-tRNA-seq, 4EGI-1 rep1_s",ncRNA-Seq,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina MiSeq,ERP107411,PRJEB25491,1,"",ERS2276012,SAMEA104674629,simple,4932,Saccharomyces cerevisiae,SAMEA104674629,RIKEN Brain Science Institute,ERA1241277,03,2018,Makar,"","82-Ribo-tRNA-seq, 4EGI-1 rep1",2018-03-19,2018-03-09,SAMEA104674670,RIKEN Brain Science Institute,RIKEN Brain Science Institute,2018-03-19T17:02:00Z,2018-03-09T09:52:48Z,public,"E-MTAB-6576:132-Ribo-mRNA-seq, post-lysis CHX",ArrayExpress,baker's yeast,wild type genotype,YPD medium,"E-MTAB-6576:132-Ribo-mRNA-seq, post-lysis CHX",BY4741,wild type genotype,none,,none
ERR2382577,2526368,124785310,49,65,ERX2430846,"83-mRNA-seq, 4EGI-1 rep1_s",RNA-Seq,Oligo-dT,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina MiSeq,ERP107411,PRJEB25491,1,"",ERS2276013,SAMEA104674630,simple,4932,Saccharomyces cerevisiae,SAMEA104674630,RIKEN Brain Science Institute,ERA1241277,03,2018,Makar,"","83-mRNA-seq, 4EGI-1 rep1",2018-03-19,2018-03-09,SAMEA104674671,RIKEN Brain Science Institute,RIKEN Brain Science Institute,2018-03-19T17:02:00Z,2018-03-09T09:52:48Z,public,"E-MTAB-6576:133-tRNA-seq, control for 135, 137",ArrayExpress,baker's yeast,wild type genotype,YPD medium,"E-MTAB-6576:133-tRNA-seq, control for 135, 137",BY4741,wild type genotype,none,,none
ERR2382578,2085768,279678697,134,174,ERX2430847,"84-Ribo-mRNA-seq, 4EGI-1 rep1_s",RNA-Seq,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina MiSeq,ERP107411,PRJEB25491,1,"",ERS2276014,SAMEA104674631,simple,4932,Saccharomyces cerevisiae,SAMEA104674631,RIKEN Brain Science Institute,ERA1241277,03,2018,Makar,"","84-Ribo-mRNA-seq, 4EGI-1 rep1",2018-03-19,2018-03-09,SAMEA104674672,RIKEN Brain Science Institute,RIKEN Brain Science Institute,2018-03-19T17:02:00Z,2018-03-09T09:52:48Z,public,"E-MTAB-6576:134-Ribo-tRNA-seq, control for 136, 138",ArrayExpress,baker's yeast,wild type genotype,YPD medium,"E-MTAB-6576:134-Ribo-tRNA-seq, control for 136, 138",BY4741,wild type genotype,none,,none
ERR2382579,503907,67585533,134,43,ERX2430848,"91-tRNA-seq, 4EGI-1 rep2_s",ncRNA-Seq,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina MiSeq,ERP107411,PRJEB25491,1,"",ERS2276015,SAMEA104674632,simple,4932,Saccharomyces cerevisiae,SAMEA104674632,RIKEN Brain Science Institute,ERA1241277,03,2018,Makar,"","91-tRNA-seq, 4EGI-1 rep2",2018-03-19,2018-03-09,SAMEA104674673,RIKEN Brain Science Institute,RIKEN Brain Science Institute,2018-03-19T17:02:00Z,2018-03-09T09:52:48Z,public,"E-MTAB-6576:139-tRNA-seq, control for 141, 143, 145",ArrayExpress,baker's yeast,wild type genotype,YPD medium,"E-MTAB-6576:139-tRNA-seq, control for 141, 143, 145",BY4741,wild type genotype,none,,none
ERR2382580,4130227,553939386,134,357,ERX2430849,"92-Ribo-tRNA-seq, 4EGI-1 rep2_s",ncRNA-Seq,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina MiSeq,ERP107411,PRJEB25491,1,"",ERS2276016,SAMEA104674633,simple,4932,Saccharomyces cerevisiae,SAMEA104674633,RIKEN Brain Science Institute,ERA1241277,03,2018,Makar,"","92-Ribo-tRNA-seq, 4EGI-1 rep2",2018-03-19,2018-03-09,SAMEA104674674,RIKEN Brain Science Institute,RIKEN Brain Science Institute,2018-03-19T17:02:00Z,2018-03-09T09:52:48Z,public,"E-MTAB-6576:14-Ribo-mRNA-seq, control for 18, 9 files",ArrayExpress,baker's yeast,wild type genotype,YPD medium,"E-MTAB-6576:14-Ribo-mRNA-seq, control for 18, 9 files",BY4741,wild type genotype,none,,none
ERR2382581,567580,76125936,134,48,ERX2430850,"95-tRNA-seq, 4EGI-1 rep3_s",ncRNA-Seq,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina MiSeq,ERP107411,PRJEB25491,1,"",ERS2276017,SAMEA104674634,simple,4932,Saccharomyces cerevisiae,SAMEA104674634,RIKEN Brain Science Institute,ERA1241277,03,2018,Makar,"","95-tRNA-seq, 4EGI-1 rep3",2018-03-19,2018-03-09,SAMEA104674675,RIKEN Brain Science Institute,RIKEN Brain Science Institute,2018-03-19T17:02:00Z,2018-03-09T09:52:48Z,public,"E-MTAB-6576:140-Ribo-tRNA-seq, control for 142, 144, 146",ArrayExpress,baker's yeast,wild type genotype,YPD medium,"E-MTAB-6576:140-Ribo-tRNA-seq, control for 142, 144, 146",BY4741,wild type genotype,none,,none
ERR2382582,2782868,373227869,134,241,ERX2430851,"96-Ribo-tRNA-seq, 4EGI-1 rep3_s",ncRNA-Seq,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina MiSeq,ERP107411,PRJEB25491,1,"",ERS2276018,SAMEA104674635,simple,4932,Saccharomyces cerevisiae,SAMEA104674635,RIKEN Brain Science Institute,ERA1241277,03,2018,Makar,"","96-Ribo-tRNA-seq, 4EGI-1 rep3",2018-03-19,2018-03-09,SAMEA104674676,RIKEN Brain Science Institute,RIKEN Brain Science Institute,2018-03-19T17:02:00Z,2018-03-09T09:52:48Z,public,"E-MTAB-6576:147-tRNA-seq, control for 149",ArrayExpress,baker's yeast,wild type genotype,YPD medium,"E-MTAB-6576:147-tRNA-seq, control for 149",BY4741,wild type genotype,none,,none
ERR2382583,416091,55793660,134,34,ERX2430852,"107-tRNA-seq, 5mM copper rep3_s",ncRNA-Seq,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina MiSeq,ERP107411,PRJEB25491,1,"",ERS2276019,SAMEA104674636,simple,4932,Saccharomyces cerevisiae,SAMEA104674636,RIKEN Brain Science Institute,ERA1241277,03,2018,Makar,"","107-tRNA-seq, 5mM copper rep3",2018-03-19,2018-03-09,SAMEA104674677,RIKEN Brain Science Institute,RIKEN Brain Science Institute,2018-03-19T17:02:00Z,2018-03-09T09:52:48Z,public,"E-MTAB-6576:148-Ribo-tRNA-seq, control for 150",ArrayExpress,baker's yeast,wild type genotype,YPD medium,"E-MTAB-6576:148-Ribo-tRNA-seq, control for 150",BY4741,wild type genotype,none,,none
ERR2382584,3886772,521163220,134,320,ERX2430853,"108-Ribo-tRNA-seq, 5mM copper rep3_s",ncRNA-Seq,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina MiSeq,ERP107411,PRJEB25491,1,"",ERS2276020,SAMEA104674637,simple,4932,Saccharomyces cerevisiae,SAMEA104674637,RIKEN Brain Science Institute,ERA1241277,03,2018,Makar,"","108-Ribo-tRNA-seq, 5mM copper rep3",2018-03-19,2018-03-09,SAMEA104674678,RIKEN Brain Science Institute,RIKEN Brain Science Institute,2018-03-19T17:02:00Z,2018-03-09T09:52:48Z,public,"E-MTAB-6576:151-tRNA-seq, control for 155",ArrayExpress,baker's yeast,wild type genotype,YPD medium,"E-MTAB-6576:151-tRNA-seq, control for 155",BY4741,wild type genotype,none,,none
ERR2382585,2316017,310530267,134,174,ERX2430854,"47-tRNA-seq, 5mM copper rep1_s",ncRNA-Seq,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina MiSeq,ERP107411,PRJEB25491,1,"",ERS2276021,SAMEA104674638,simple,4932,Saccharomyces cerevisiae,SAMEA104674638,RIKEN Brain Science Institute,ERA1241277,03,2018,Makar,"","47-tRNA-seq, 5mM copper rep1",2018-03-19,2018-03-09,SAMEA104674679,RIKEN Brain Science Institute,RIKEN Brain Science Institute,2018-03-19T17:02:00Z,2018-03-09T09:52:48Z,public,"E-MTAB-6576:152-Ribo-tRNA-seq, control for 156",ArrayExpress,baker's yeast,wild type genotype,YPD medium,"E-MTAB-6576:152-Ribo-tRNA-seq, control for 156",BY4741,wild type genotype,none,,none
ERR2382586,5728602,768097277,134,414,ERX2430855,"48-Ribo-tRNA-seq, 5mM copper rep1_s",ncRNA-Seq,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina MiSeq,ERP107411,PRJEB25491,1,"",ERS2276022,SAMEA104674639,simple,4932,Saccharomyces cerevisiae,SAMEA104674639,RIKEN Brain Science Institute,ERA1241277,03,2018,Makar,"","48-Ribo-tRNA-seq, 5mM copper rep1",2018-03-19,2018-03-09,SAMEA104674680,RIKEN Brain Science Institute,RIKEN Brain Science Institute,2018-03-19T17:02:00Z,2018-03-09T09:52:48Z,public,"E-MTAB-6576:153-mRNA-seq, control for 157",ArrayExpress,baker's yeast,wild type genotype,YPD medium,"E-MTAB-6576:153-mRNA-seq, control for 157",BY4741,wild type genotype,none,,none
ERR2382587,891892,119529537,134,75,ERX2430856,"71-tRNA-seq, 5mM copper rep2_s",ncRNA-Seq,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina MiSeq,ERP107411,PRJEB25491,1,"",ERS2276023,SAMEA104674640,simple,4932,Saccharomyces cerevisiae,SAMEA104674640,RIKEN Brain Science Institute,ERA1241277,03,2018,Makar,"","71-tRNA-seq, 5mM copper rep2",2018-03-19,2018-03-09,SAMEA104674681,RIKEN Brain Science Institute,RIKEN Brain Science Institute,2018-03-19T17:02:00Z,2018-03-09T09:52:48Z,public,"E-MTAB-6576:154-Ribo-mRNA-seq, control for 158",ArrayExpress,baker's yeast,wild type genotype,YPD medium,"E-MTAB-6576:154-Ribo-mRNA-seq, control for 158",BY4741,wild type genotype,none,,none
ERR2382588,2052948,275157439,134,174,ERX2430857,"72-Ribo-tRNA-seq, 5mM copper rep2_s",ncRNA-Seq,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina MiSeq,ERP107411,PRJEB25491,1,"",ERS2276024,SAMEA104674641,simple,4932,Saccharomyces cerevisiae,SAMEA104674641,RIKEN Brain Science Institute,ERA1241277,03,2018,Makar,"","72-Ribo-tRNA-seq, 5mM copper rep2",2018-03-19,2018-03-09,SAMEA104674682,RIKEN Brain Science Institute,RIKEN Brain Science Institute,2018-03-19T17:02:00Z,2018-03-09T09:52:48Z,public,"E-MTAB-6576:19-tRNA-seq, control for 23",ArrayExpress,baker's yeast,wild type genotype,YPD medium,"E-MTAB-6576:19-tRNA-seq, control for 23",BY4741,wild type genotype,none,,none
ERR2382589,405166,54338099,134,34,ERX2430858,"115-tRNA-seq, SD-mini rep3_s",ncRNA-Seq,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina MiSeq,ERP107411,PRJEB25491,1,"",ERS2276025,SAMEA104674642,simple,4932,Saccharomyces cerevisiae,SAMEA104674642,RIKEN Brain Science Institute,ERA1241277,03,2018,Makar,"","115-tRNA-seq, SD-mini rep3",2018-03-19,2018-03-09,SAMEA104674683,RIKEN Brain Science Institute,RIKEN Brain Science Institute,2018-03-19T17:02:00Z,2018-03-09T09:52:48Z,public,"E-MTAB-6576:2-Ribo-tRNA-seq, control for 4,6",ArrayExpress,baker's yeast,wild type genotype,YPD medium,"E-MTAB-6576:2-Ribo-tRNA-seq, control for 4,6",BY4741,wild type genotype,none,,none
ERR2382590,2288711,306980270,134,195,ERX2430859,"116-Ribo-tRNA-seq, SD-mini rep3_s",ncRNA-Seq,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina MiSeq,ERP107411,PRJEB25491,1,"",ERS2276026,SAMEA104674643,simple,4932,Saccharomyces cerevisiae,SAMEA104674643,RIKEN Brain Science Institute,ERA1241277,03,2018,Makar,"","116-Ribo-tRNA-seq, SD-mini rep3",2018-03-19,2018-03-09,SAMEA104674684,RIKEN Brain Science Institute,RIKEN Brain Science Institute,2018-03-19T17:02:00Z,2018-03-09T09:52:48Z,public,"E-MTAB-6576:20-Ribo-tRNA-seq, control for 24, 3 files",ArrayExpress,baker's yeast,wild type genotype,YPD medium,"E-MTAB-6576:20-Ribo-tRNA-seq, control for 24, 3 files",BY4741,wild type genotype,none,,none
ERR2382591,2237370,302044950,135,154,ERX2430860,"23-tRNA-seq, SD-mini rep1_s",ncRNA-Seq,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina MiSeq,ERP107411,PRJEB25491,1,"",ERS2276027,SAMEA104674644,simple,4932,Saccharomyces cerevisiae,SAMEA104674644,RIKEN Brain Science Institute,ERA1241277,03,2018,Makar,"","23-tRNA-seq, SD-mini rep1",2018-03-19,2018-03-09,SAMEA104674685,RIKEN Brain Science Institute,RIKEN Brain Science Institute,2018-03-19T17:02:00Z,2018-03-09T09:52:48Z,public,"E-MTAB-6576:21-mRNA-seq, control for 25, 3 files",ArrayExpress,baker's yeast,wild type genotype,YPD medium,"E-MTAB-6576:21-mRNA-seq, control for 25, 3 files",BY4741,wild type genotype,none,,none
ERR2382592,4000000,5.4e+08,135,218,ERX2430861,"24-Ribo-tRNA-seq, SD-mini rep1_s",ncRNA-Seq,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina MiSeq,ERP107411,PRJEB25491,1,"",ERS2276028,SAMEA104674645,simple,4932,Saccharomyces cerevisiae,SAMEA104674645,RIKEN Brain Science Institute,ERA1241277,03,2018,Makar,"","24-Ribo-tRNA-seq, SD-mini rep1",2018-03-19,2018-03-09,SAMEA104674686,RIKEN Brain Science Institute,RIKEN Brain Science Institute,2018-03-19T17:02:00Z,2018-03-09T09:52:48Z,public,"E-MTAB-6576:22-Ribo-mRNA-seq, control for 26, 8 files",ArrayExpress,baker's yeast,wild type genotype,YPD medium,"E-MTAB-6576:22-Ribo-mRNA-seq, control for 26, 8 files",BY4741,wild type genotype,none,,none
ERR2382593,218646,29517210,135,12,ERX2430861,"24-Ribo-tRNA-seq, SD-mini rep1_s",ncRNA-Seq,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina MiSeq,ERP107411,PRJEB25491,1,"",ERS2276028,SAMEA104674645,simple,4932,Saccharomyces cerevisiae,SAMEA104674645,RIKEN Brain Science Institute,ERA1241277,03,2018,Makar,"","24-Ribo-tRNA-seq, SD-mini rep1",2018-03-19,2018-03-09,SAMEA104674687,RIKEN Brain Science Institute,RIKEN Brain Science Institute,2018-03-19T17:02:00Z,2018-03-09T09:52:48Z,public,"E-MTAB-6576:27-tRNA-seq, 0mM H2O2",ArrayExpress,baker's yeast,wild type genotype,YPD medium,"E-MTAB-6576:27-tRNA-seq, 0mM H2O2",BY4741,wild type genotype,none,,none
ERR2382594,4000000,5.4e+08,135,298,ERX2430862,"25-mRNA-seq, SD-mini rep1, 3 files_s",RNA-Seq,Oligo-dT,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina MiSeq,ERP107411,PRJEB25491,1,"",ERS2276029,SAMEA104674646,simple,4932,Saccharomyces cerevisiae,SAMEA104674646,RIKEN Brain Science Institute,ERA1241277,03,2018,Makar,"","25-mRNA-seq, SD-mini rep1, 3 files",2018-03-19,2018-03-09,SAMEA104674688,RIKEN Brain Science Institute,RIKEN Brain Science Institute,2018-03-19T17:02:00Z,2018-03-09T09:52:48Z,public,"E-MTAB-6576:28-Ribo-tRNA-seq, 0mM H2O2",ArrayExpress,baker's yeast,wild type genotype,YPD medium,"E-MTAB-6576:28-Ribo-tRNA-seq, 0mM H2O2",BY4741,wild type genotype,none,,none
ERR2382595,4000000,5.4e+08,135,299,ERX2430862,"25-mRNA-seq, SD-mini rep1, 3 files_s",RNA-Seq,Oligo-dT,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina MiSeq,ERP107411,PRJEB25491,1,"",ERS2276029,SAMEA104674646,simple,4932,Saccharomyces cerevisiae,SAMEA104674646,RIKEN Brain Science Institute,ERA1241277,03,2018,Makar,"","25-mRNA-seq, SD-mini rep1, 3 files",2018-03-19,2018-03-09,SAMEA104674689,RIKEN Brain Science Institute,RIKEN Brain Science Institute,2018-03-19T17:02:00Z,2018-03-09T09:52:48Z,public,"E-MTAB-6576:29-mRNA-seq, 0mM H2O2",ArrayExpress,baker's yeast,wild type genotype,YPD medium,"E-MTAB-6576:29-mRNA-seq, 0mM H2O2",BY4741,wild type genotype,none,,none
ERR2382596,1613614,217837890,135,119,ERX2430862,"25-mRNA-seq, SD-mini rep1, 3 files_s",RNA-Seq,Oligo-dT,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina MiSeq,ERP107411,PRJEB25491,1,"",ERS2276029,SAMEA104674646,simple,4932,Saccharomyces cerevisiae,SAMEA104674646,RIKEN Brain Science Institute,ERA1241277,03,2018,Makar,"","25-mRNA-seq, SD-mini rep1, 3 files",2018-03-19,2018-03-09,SAMEA104674690,RIKEN Brain Science Institute,RIKEN Brain Science Institute,2018-03-19T17:02:00Z,2018-03-09T09:52:48Z,public,"E-MTAB-6576:30-Ribo-mRNA-seq, 0mM H2O2",ArrayExpress,baker's yeast,wild type genotype,YPD medium,"E-MTAB-6576:30-Ribo-mRNA-seq, 0mM H2O2",BY4741,wild type genotype,none,,none
ERR2382597,4000000,5.4e+08,135,288,ERX2430863,"26-Ribo-mRNA-seq, SD-mini rep1_s",RNA-Seq,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina MiSeq,ERP107411,PRJEB25491,1,"",ERS2276030,SAMEA104674647,simple,4932,Saccharomyces cerevisiae,SAMEA104674647,RIKEN Brain Science Institute,ERA1241277,03,2018,Makar,"","26-Ribo-mRNA-seq, SD-mini rep1",2018-03-19,2018-03-09,SAMEA104674691,RIKEN Brain Science Institute,RIKEN Brain Science Institute,2018-03-19T17:02:00Z,2018-03-09T09:52:48Z,public,"E-MTAB-6576:43-tRNA-seq, control for 47, 49",ArrayExpress,baker's yeast,wild type genotype,YPD medium,"E-MTAB-6576:43-tRNA-seq, control for 47, 49",BY4741,wild type genotype,none,,none
ERR2382598,4000000,5.4e+08,135,266,ERX2430863,"26-Ribo-mRNA-seq, SD-mini rep1_s",RNA-Seq,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina MiSeq,ERP107411,PRJEB25491,1,"",ERS2276030,SAMEA104674647,simple,4932,Saccharomyces cerevisiae,SAMEA104674647,RIKEN Brain Science Institute,ERA1241277,03,2018,Makar,"","26-Ribo-mRNA-seq, SD-mini rep1",2018-03-19,2018-03-09,SAMEA104674692,RIKEN Brain Science Institute,RIKEN Brain Science Institute,2018-03-19T17:02:00Z,2018-03-09T09:52:48Z,public,"E-MTAB-6576:44-Ribo-tRNA-seq, control for 48, 50",ArrayExpress,baker's yeast,wild type genotype,YPD medium,"E-MTAB-6576:44-Ribo-tRNA-seq, control for 48, 50",BY4741,wild type genotype,none,,none
ERR2382599,4000000,5.4e+08,135,284,ERX2430863,"26-Ribo-mRNA-seq, SD-mini rep1_s",RNA-Seq,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina MiSeq,ERP107411,PRJEB25491,1,"",ERS2276030,SAMEA104674647,simple,4932,Saccharomyces cerevisiae,SAMEA104674647,RIKEN Brain Science Institute,ERA1241277,03,2018,Makar,"","26-Ribo-mRNA-seq, SD-mini rep1",2018-03-19,2018-03-09,SAMEA104674693,RIKEN Brain Science Institute,RIKEN Brain Science Institute,2018-03-19T17:02:00Z,2018-03-09T09:52:48Z,public,"E-MTAB-6576:45-mRNA-seq, control for 51",ArrayExpress,baker's yeast,wild type genotype,YPD medium,"E-MTAB-6576:45-mRNA-seq, control for 51",BY4741,wild type genotype,none,,none
ERR2382600,4000000,5.4e+08,135,265,ERX2430863,"26-Ribo-mRNA-seq, SD-mini rep1_s",RNA-Seq,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina MiSeq,ERP107411,PRJEB25491,1,"",ERS2276030,SAMEA104674647,simple,4932,Saccharomyces cerevisiae,SAMEA104674647,RIKEN Brain Science Institute,ERA1241277,03,2018,Makar,"","26-Ribo-mRNA-seq, SD-mini rep1",2018-03-19,2018-03-09,SAMEA104674694,RIKEN Brain Science Institute,RIKEN Brain Science Institute,2018-03-19T17:02:00Z,2018-03-09T09:52:48Z,public,"E-MTAB-6576:46-Ribo-mRNA-seq, control for 52",ArrayExpress,baker's yeast,wild type genotype,YPD medium,"E-MTAB-6576:46-Ribo-mRNA-seq, control for 52",BY4741,wild type genotype,none,,none
ERR2382601,4000000,5.4e+08,135,284,ERX2430863,"26-Ribo-mRNA-seq, SD-mini rep1_s",RNA-Seq,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina MiSeq,ERP107411,PRJEB25491,1,"",ERS2276030,SAMEA104674647,simple,4932,Saccharomyces cerevisiae,SAMEA104674647,RIKEN Brain Science Institute,ERA1241277,03,2018,Makar,"","26-Ribo-mRNA-seq, SD-mini rep1",2018-03-19,2018-03-09,SAMEA104674695,RIKEN Brain Science Institute,RIKEN Brain Science Institute,2018-03-19T17:02:00Z,2018-03-09T09:52:48Z,public,"E-MTAB-6576:53-mRNA-seq, control for 55",ArrayExpress,baker's yeast,wild type genotype,YPD medium,"E-MTAB-6576:53-mRNA-seq, control for 55",BY4741,wild type genotype,none,,none
ERR2382602,4000000,5.4e+08,135,274,ERX2430863,"26-Ribo-mRNA-seq, SD-mini rep1_s",RNA-Seq,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina MiSeq,ERP107411,PRJEB25491,1,"",ERS2276030,SAMEA104674647,simple,4932,Saccharomyces cerevisiae,SAMEA104674647,RIKEN Brain Science Institute,ERA1241277,03,2018,Makar,"","26-Ribo-mRNA-seq, SD-mini rep1",2018-03-19,2018-03-09,SAMEA104674696,RIKEN Brain Science Institute,RIKEN Brain Science Institute,2018-03-19T17:02:00Z,2018-03-09T09:52:48Z,public,"E-MTAB-6576:54-Ribo-mRNA-seq, control for 56",ArrayExpress,baker's yeast,wild type genotype,YPD medium,"E-MTAB-6576:54-Ribo-mRNA-seq, control for 56",BY4741,wild type genotype,none,,none
ERR2382603,4000000,5.4e+08,135,286,ERX2430863,"26-Ribo-mRNA-seq, SD-mini rep1_s",RNA-Seq,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina MiSeq,ERP107411,PRJEB25491,1,"",ERS2276030,SAMEA104674647,simple,4932,Saccharomyces cerevisiae,SAMEA104674647,RIKEN Brain Science Institute,ERA1241277,03,2018,Makar,"","26-Ribo-mRNA-seq, SD-mini rep1",2018-03-19,2018-03-09,SAMEA104674697,RIKEN Brain Science Institute,RIKEN Brain Science Institute,2018-03-19T17:02:00Z,2018-03-09T09:52:49Z,public,"E-MTAB-6576:57-mRNA-seq, control for 59",ArrayExpress,baker's yeast,wild type genotype,YPD medium,"E-MTAB-6576:57-mRNA-seq, control for 59",BY4741,wild type genotype,none,,none
ERR2382604,4000000,5.4e+08,135,279,ERX2430863,"26-Ribo-mRNA-seq, SD-mini rep1_s",RNA-Seq,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina MiSeq,ERP107411,PRJEB25491,1,"",ERS2276030,SAMEA104674647,simple,4932,Saccharomyces cerevisiae,SAMEA104674647,RIKEN Brain Science Institute,ERA1241277,03,2018,Makar,"","26-Ribo-mRNA-seq, SD-mini rep1",2018-03-19,2018-03-09,SAMEA104674698,RIKEN Brain Science Institute,RIKEN Brain Science Institute,2018-03-19T17:02:00Z,2018-03-09T09:52:49Z,public,"E-MTAB-6576:58-Ribo-mRNA-seq, control for 60",ArrayExpress,baker's yeast,wild type genotype,YPD medium,"E-MTAB-6576:58-Ribo-mRNA-seq, control for 60",BY4741,wild type genotype,none,,none
ERR2382605,1485511,200543985,135,100,ERX2430863,"26-Ribo-mRNA-seq, SD-mini rep1_s",RNA-Seq,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina MiSeq,ERP107411,PRJEB25491,1,"",ERS2276030,SAMEA104674647,simple,4932,Saccharomyces cerevisiae,SAMEA104674647,RIKEN Brain Science Institute,ERA1241277,03,2018,Makar,"","26-Ribo-mRNA-seq, SD-mini rep1",2018-03-19,2018-03-09,SAMEA104674699,RIKEN Brain Science Institute,RIKEN Brain Science Institute,2018-03-19T17:02:00Z,2018-03-09T09:52:49Z,public,"E-MTAB-6576:61-tRNA-seq, control for 63",ArrayExpress,baker's yeast,wild type genotype,YPD medium,"E-MTAB-6576:61-tRNA-seq, control for 63",BY4741,wild type genotype,none,,none
ERR2382606,373459,50070308,134,31,ERX2430864,"85-tRNA-seq, SD-mini rep2_s",ncRNA-Seq,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina MiSeq,ERP107411,PRJEB25491,1,"",ERS2276031,SAMEA104674648,simple,4932,Saccharomyces cerevisiae,SAMEA104674648,RIKEN Brain Science Institute,ERA1241277,03,2018,Makar,"","85-tRNA-seq, SD-mini rep2",2018-03-19,2018-03-09,SAMEA104674700,RIKEN Brain Science Institute,RIKEN Brain Science Institute,2018-03-19T17:02:00Z,2018-03-09T09:52:49Z,public,"E-MTAB-6576:62-Ribo-tRNA-seq, control for 64",ArrayExpress,baker's yeast,wild type genotype,YPD medium,"E-MTAB-6576:62-Ribo-tRNA-seq, control for 64",BY4741,wild type genotype,none,,none
ERR2382607,1268359,170061299,134,105,ERX2430865,"86-Ribo-tRNA-seq, SD-mini rep2_s",ncRNA-Seq,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina MiSeq,ERP107411,PRJEB25491,1,"",ERS2276032,SAMEA104674649,simple,4932,Saccharomyces cerevisiae,SAMEA104674649,RIKEN Brain Science Institute,ERA1241277,03,2018,Makar,"","86-Ribo-tRNA-seq, SD-mini rep2",2018-03-19,2018-03-09,SAMEA104674701,RIKEN Brain Science Institute,RIKEN Brain Science Institute,2018-03-19T17:02:00Z,2018-03-09T09:52:49Z,public,"E-MTAB-6576:65-tRNA-seq, control for 67",ArrayExpress,baker's yeast,wild type genotype,YPD medium,"E-MTAB-6576:65-tRNA-seq, control for 67",BY4741,wild type genotype,none,,none
