Run,spots,bases,avgLength,size_MB,Experiment,LibraryName,LibraryStrategy,LibrarySelection,LibrarySource,LibraryLayout,InsertSize,InsertDev,Platform,Model,SRAStudy,BioProject,Study_Pubmed_id,ProjectID,Sample,BioSample,SampleType,TaxID,ScientificName,SampleName,CenterName,Submission,MONTH,YEAR,AUTHOR,sample_source,sample_title,ENA first public,ENA last update,External Id,INSDC center alias,INSDC center name,INSDC first public,INSDC last update,INSDC status,Submitter Id,broker name,common name,fraction,organism part,performer,replicate,replicate type,sample name,sex,used library?,developmental stage,Experimental Factor: organism,Experimental Factor: organism part,Experimental Factor: protocol
ERR2812416,170436914,15826642664,92,9547,ERX2819247,opossum_testis_rna_2_s,RNA-Seq,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,ERP111066,PRJEB28810,1,"",ERS2758438,SAMEA4939655,simple,13616,Monodelphis domestica,SAMEA4939655,"Center for Molecular Biology (ZMBH), Heidelberg University",ERA1612101,10,2019,Makar,"",opossum_testis_rna_2,2019-03-31,2018-09-26,SAMEA4939655,"Center for Molecular Biology (ZMBH), Heidelberg University","Center for Molecular Biology (ZMBH), Heidelberg University",2019-03-31T17:01:56Z,2018-09-26T15:26:00Z,public,E-MTAB-7247:opossum_testis_rna_2,ArrayExpress,gray short-tailed opossum,rRNA-depleted total RNA,testis,"Lausanne Genomic Technologies Facility, Lausanne, Switzerland",2,biological replicate,E-MTAB-7247:opossum_testis_rna_2,male,yes,,Monodelphis domestica,testis,RNA-seq
ERR2812417,81304639,4146536589,51,3353,ERX2819248,opossum_testis_rna_3_s,RNA-Seq,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,ERP111066,PRJEB28810,1,"",ERS2758439,SAMEA4939656,simple,13616,Monodelphis domestica,SAMEA4939656,"Center for Molecular Biology (ZMBH), Heidelberg University",ERA1612101,10,2019,Makar,"",opossum_testis_rna_3,2019-03-31,2018-09-26,SAMEA4939656,"Center for Molecular Biology (ZMBH), Heidelberg University","Center for Molecular Biology (ZMBH), Heidelberg University",2019-03-31T17:01:56Z,2018-09-26T15:26:00Z,public,E-MTAB-7247:opossum_testis_rna_3,ArrayExpress,gray short-tailed opossum,rRNA-depleted total RNA,testis,"Lausanne Genomic Technologies Facility, Lausanne, Switzerland",3,biological replicate,E-MTAB-7247:opossum_testis_rna_3,male,yes,,Monodelphis domestica,testis,RNA-seq
ERR2812418,524355445,33524134145,63,12338,ERX2819249,platypus_brain_ribo_1_s,RNA-Seq,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,ERP111066,PRJEB28810,1,"",ERS2758440,SAMEA4939657,simple,9258,Ornithorhynchus anatinus,SAMEA4939657,"Center for Molecular Biology (ZMBH), Heidelberg University",ERA1612101,10,2019,Makar,"",platypus_brain_ribo_1,2019-03-31,2018-09-26,SAMEA4939657,"Center for Molecular Biology (ZMBH), Heidelberg University","Center for Molecular Biology (ZMBH), Heidelberg University",2019-03-31T17:01:56Z,2018-09-26T15:26:00Z,public,E-MTAB-7247:platypus_brain_ribo_1,ArrayExpress,platypus,ribosome-protected fragments 26-34nt,brain,"Lausanne Genomic Technologies Facility, Lausanne, Switzerland",1,biological replicate,E-MTAB-7247:platypus_brain_ribo_1,male,yes,,Ornithorhynchus anatinus,brain,Ribo-seq
ERR2812419,226598576,17543332126,77,12922,ERX2819250,platypus_brain_ribo_2_s,RNA-Seq,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,ERP111066,PRJEB28810,1,"",ERS2758441,SAMEA4939658,simple,9258,Ornithorhynchus anatinus,SAMEA4939658,"Center for Molecular Biology (ZMBH), Heidelberg University",ERA1612101,10,2019,Makar,"",platypus_brain_ribo_2,2019-03-31,2018-09-26,SAMEA4939658,"Center for Molecular Biology (ZMBH), Heidelberg University","Center for Molecular Biology (ZMBH), Heidelberg University",2019-03-31T17:01:56Z,2018-09-26T15:26:00Z,public,E-MTAB-7247:platypus_brain_ribo_2,ArrayExpress,platypus,ribosome-protected fragments 26-34nt,brain,"Lausanne Genomic Technologies Facility, Lausanne, Switzerland",2,biological replicate,E-MTAB-7247:platypus_brain_ribo_2,male,yes,,Ornithorhynchus anatinus,brain,Ribo-seq
ERR2812420,140295978,14169893778,101,8307,ERX2819251,platypus_brain_ribo_3_s,RNA-Seq,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,ERP111066,PRJEB28810,1,"",ERS2758442,SAMEA4939659,simple,9258,Ornithorhynchus anatinus,SAMEA4939659,"Center for Molecular Biology (ZMBH), Heidelberg University",ERA1612101,10,2019,Makar,"",platypus_brain_ribo_3,2019-03-31,2018-09-26,SAMEA4939659,"Center for Molecular Biology (ZMBH), Heidelberg University","Center for Molecular Biology (ZMBH), Heidelberg University",2019-03-31T17:01:56Z,2018-09-26T15:26:00Z,public,E-MTAB-7247:platypus_brain_ribo_3,ArrayExpress,platypus,ribosome-protected fragments 26-34nt,brain,"Lausanne Genomic Technologies Facility, Lausanne, Switzerland",3,biological replicate,E-MTAB-7247:platypus_brain_ribo_3,male,yes,,Ornithorhynchus anatinus,brain,Ribo-seq
ERR2812421,88501433,4513573083,51,1685,ERX2819252,platypus_brain_rna_1_s,RNA-Seq,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,ERP111066,PRJEB28810,1,"",ERS2758443,SAMEA4939660,simple,9258,Ornithorhynchus anatinus,SAMEA4939660,"Center for Molecular Biology (ZMBH), Heidelberg University",ERA1612101,10,2019,Makar,"",platypus_brain_rna_1,2019-03-31,2018-09-26,SAMEA4939660,"Center for Molecular Biology (ZMBH), Heidelberg University","Center for Molecular Biology (ZMBH), Heidelberg University",2019-03-31T17:01:56Z,2018-09-26T15:26:01Z,public,E-MTAB-7247:platypus_brain_rna_1,ArrayExpress,platypus,rRNA-depleted total RNA,brain,"Lausanne Genomic Technologies Facility, Lausanne, Switzerland",1,biological replicate,E-MTAB-7247:platypus_brain_rna_1,male,yes,,Ornithorhynchus anatinus,brain,RNA-seq
ERR2812422,171327962,13377672862,78,8516,ERX2819253,platypus_brain_rna_2_s,RNA-Seq,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,ERP111066,PRJEB28810,1,"",ERS2758444,SAMEA4939661,simple,9258,Ornithorhynchus anatinus,SAMEA4939661,"Center for Molecular Biology (ZMBH), Heidelberg University",ERA1612101,10,2019,Makar,"",platypus_brain_rna_2,2019-03-31,2018-09-26,SAMEA4939661,"Center for Molecular Biology (ZMBH), Heidelberg University","Center for Molecular Biology (ZMBH), Heidelberg University",2019-03-31T17:01:56Z,2018-09-26T15:26:01Z,public,E-MTAB-7247:platypus_brain_rna_2,ArrayExpress,platypus,rRNA-depleted total RNA,brain,"Lausanne Genomic Technologies Facility, Lausanne, Switzerland",2,biological replicate,E-MTAB-7247:platypus_brain_rna_2,male,yes,,Ornithorhynchus anatinus,brain,RNA-seq
ERR2812423,253646689,25618315589,101,14421,ERX2819254,platypus_brain_rna_3_s,RNA-Seq,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,ERP111066,PRJEB28810,1,"",ERS2758445,SAMEA4939662,simple,9258,Ornithorhynchus anatinus,SAMEA4939662,"Center for Molecular Biology (ZMBH), Heidelberg University",ERA1612101,10,2019,Makar,"",platypus_brain_rna_3,2019-03-31,2018-09-26,SAMEA4939662,"Center for Molecular Biology (ZMBH), Heidelberg University","Center for Molecular Biology (ZMBH), Heidelberg University",2019-03-31T17:01:56Z,2018-09-26T15:26:01Z,public,E-MTAB-7247:platypus_brain_rna_3,ArrayExpress,platypus,rRNA-depleted total RNA,brain,"Lausanne Genomic Technologies Facility, Lausanne, Switzerland",3,biological replicate,E-MTAB-7247:platypus_brain_rna_3,male,no,,Ornithorhynchus anatinus,brain,RNA-seq
ERR2812424,205764142,10493971242,51,3981,ERX2819255,platypus_liver_ribo_1_s,RNA-Seq,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,ERP111066,PRJEB28810,1,"",ERS2758446,SAMEA4939663,simple,9258,Ornithorhynchus anatinus,SAMEA4939663,"Center for Molecular Biology (ZMBH), Heidelberg University",ERA1612101,10,2019,Makar,"",platypus_liver_ribo_1,2019-03-31,2018-09-26,SAMEA4939663,"Center for Molecular Biology (ZMBH), Heidelberg University","Center for Molecular Biology (ZMBH), Heidelberg University",2019-03-31T17:01:56Z,2018-09-26T15:26:01Z,public,E-MTAB-7247:platypus_liver_ribo_1,ArrayExpress,platypus,ribosome-protected fragments 26-34nt,liver,"Lausanne Genomic Technologies Facility, Lausanne, Switzerland",1,biological replicate,E-MTAB-7247:platypus_liver_ribo_1,male,yes,,Ornithorhynchus anatinus,liver,Ribo-seq
ERR2812425,95708059,5333546809,55,3343,ERX2819256,platypus_liver_ribo_2_s,RNA-Seq,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,ERP111066,PRJEB28810,1,"",ERS2758447,SAMEA4939664,simple,9258,Ornithorhynchus anatinus,SAMEA4939664,"Center for Molecular Biology (ZMBH), Heidelberg University",ERA1612101,10,2019,Makar,"",platypus_liver_ribo_2,2019-03-31,2018-09-26,SAMEA4939664,"Center for Molecular Biology (ZMBH), Heidelberg University","Center for Molecular Biology (ZMBH), Heidelberg University",2019-03-31T17:01:56Z,2018-09-26T15:26:01Z,public,E-MTAB-7247:platypus_liver_ribo_2,ArrayExpress,platypus,ribosome-protected fragments 26-34nt,liver,"Lausanne Genomic Technologies Facility, Lausanne, Switzerland",2,biological replicate,E-MTAB-7247:platypus_liver_ribo_2,male,yes,,Ornithorhynchus anatinus,liver,Ribo-seq
ERR2812426,109091022,11018193222,101,6342,ERX2819257,platypus_liver_ribo_3_s,RNA-Seq,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,ERP111066,PRJEB28810,1,"",ERS2758448,SAMEA4939665,simple,9258,Ornithorhynchus anatinus,SAMEA4939665,"Center for Molecular Biology (ZMBH), Heidelberg University",ERA1612101,10,2019,Makar,"",platypus_liver_ribo_3,2019-03-31,2018-09-26,SAMEA4939665,"Center for Molecular Biology (ZMBH), Heidelberg University","Center for Molecular Biology (ZMBH), Heidelberg University",2019-03-31T17:01:56Z,2018-09-26T15:26:01Z,public,E-MTAB-7247:platypus_liver_ribo_3,ArrayExpress,platypus,ribosome-protected fragments 26-34nt,liver,"Lausanne Genomic Technologies Facility, Lausanne, Switzerland",3,biological replicate,E-MTAB-7247:platypus_liver_ribo_3,male,yes,,Ornithorhynchus anatinus,liver,Ribo-seq
ERR2812427,107403200,5477563200,51,2076,ERX2819258,platypus_liver_rna_1_s,RNA-Seq,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,ERP111066,PRJEB28810,1,"",ERS2758449,SAMEA4939666,simple,9258,Ornithorhynchus anatinus,SAMEA4939666,"Center for Molecular Biology (ZMBH), Heidelberg University",ERA1612101,10,2019,Makar,"",platypus_liver_rna_1,2019-03-31,2018-09-26,SAMEA4939666,"Center for Molecular Biology (ZMBH), Heidelberg University","Center for Molecular Biology (ZMBH), Heidelberg University",2019-03-31T17:01:56Z,2018-09-26T15:26:01Z,public,E-MTAB-7247:platypus_liver_rna_1,ArrayExpress,platypus,rRNA-depleted total RNA,liver,"Lausanne Genomic Technologies Facility, Lausanne, Switzerland",1,biological replicate,E-MTAB-7247:platypus_liver_rna_1,male,yes,,Ornithorhynchus anatinus,liver,RNA-seq
ERR2812428,231566293,11809880943,51,9837,ERX2819259,platypus_liver_rna_2_s,RNA-Seq,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,ERP111066,PRJEB28810,1,"",ERS2758450,SAMEA4939667,simple,9258,Ornithorhynchus anatinus,SAMEA4939667,"Center for Molecular Biology (ZMBH), Heidelberg University",ERA1612101,10,2019,Makar,"",platypus_liver_rna_2,2019-03-31,2018-09-26,SAMEA4939667,"Center for Molecular Biology (ZMBH), Heidelberg University","Center for Molecular Biology (ZMBH), Heidelberg University",2019-03-31T17:01:56Z,2018-09-26T15:26:01Z,public,E-MTAB-7247:platypus_liver_rna_2,ArrayExpress,platypus,rRNA-depleted total RNA,liver,"Lausanne Genomic Technologies Facility, Lausanne, Switzerland",2,biological replicate,E-MTAB-7247:platypus_liver_rna_2,male,yes,,Ornithorhynchus anatinus,liver,RNA-seq
ERR2812429,315432693,18838254843,59,14106,ERX2819260,platypus_liver_rna_3_s,RNA-Seq,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,ERP111066,PRJEB28810,1,"",ERS2758451,SAMEA4939668,simple,9258,Ornithorhynchus anatinus,SAMEA4939668,"Center for Molecular Biology (ZMBH), Heidelberg University",ERA1612101,10,2019,Makar,"",platypus_liver_rna_3,2019-03-31,2018-09-26,SAMEA4939668,"Center for Molecular Biology (ZMBH), Heidelberg University","Center for Molecular Biology (ZMBH), Heidelberg University",2019-03-31T17:01:56Z,2018-09-26T15:26:01Z,public,E-MTAB-7247:platypus_liver_rna_3,ArrayExpress,platypus,rRNA-depleted total RNA,liver,"Lausanne Genomic Technologies Facility, Lausanne, Switzerland",3,biological replicate,E-MTAB-7247:platypus_liver_rna_3,male,yes,,Ornithorhynchus anatinus,liver,RNA-seq
ERR2812430,182171001,18399271101,101,10368,ERX2819261,platypus_testis_ribo_1_s,RNA-Seq,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,ERP111066,PRJEB28810,1,"",ERS2758452,SAMEA4939669,simple,9258,Ornithorhynchus anatinus,SAMEA4939669,"Center for Molecular Biology (ZMBH), Heidelberg University",ERA1612101,10,2019,Makar,"",platypus_testis_ribo_1,2019-03-31,2018-09-26,SAMEA4939669,"Center for Molecular Biology (ZMBH), Heidelberg University","Center for Molecular Biology (ZMBH), Heidelberg University",2019-03-31T17:01:56Z,2018-09-26T15:26:01Z,public,E-MTAB-7247:platypus_testis_ribo_1,ArrayExpress,platypus,ribosome-protected fragments 26-34nt,testis,"Lausanne Genomic Technologies Facility, Lausanne, Switzerland",1,biological replicate,E-MTAB-7247:platypus_testis_ribo_1,male,yes,,Ornithorhynchus anatinus,testis,Ribo-seq
ERR2812431,98001941,4998098991,51,4009,ERX2819262,platypus_testis_ribo_2_s,RNA-Seq,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,ERP111066,PRJEB28810,1,"",ERS2758453,SAMEA4939670,simple,9258,Ornithorhynchus anatinus,SAMEA4939670,"Center for Molecular Biology (ZMBH), Heidelberg University",ERA1612101,10,2019,Makar,"",platypus_testis_ribo_2,2019-03-31,2018-09-26,SAMEA4939670,"Center for Molecular Biology (ZMBH), Heidelberg University","Center for Molecular Biology (ZMBH), Heidelberg University",2019-03-31T17:01:56Z,2018-09-26T15:26:01Z,public,E-MTAB-7247:platypus_testis_ribo_2,ArrayExpress,platypus,ribosome-protected fragments 26-34nt,testis,"Lausanne Genomic Technologies Facility, Lausanne, Switzerland",2,biological replicate,E-MTAB-7247:platypus_testis_ribo_2,male,yes,,Ornithorhynchus anatinus,testis,Ribo-seq
ERR2812432,143544551,8390985851,58,6447,ERX2819263,platypus_testis_ribo_3_s,RNA-Seq,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,ERP111066,PRJEB28810,1,"",ERS2758454,SAMEA4939671,simple,9258,Ornithorhynchus anatinus,SAMEA4939671,"Center for Molecular Biology (ZMBH), Heidelberg University",ERA1612101,10,2019,Makar,"",platypus_testis_ribo_3,2019-03-31,2018-09-26,SAMEA4939671,"Center for Molecular Biology (ZMBH), Heidelberg University","Center for Molecular Biology (ZMBH), Heidelberg University",2019-03-31T17:01:56Z,2018-09-26T15:26:01Z,public,E-MTAB-7247:platypus_testis_ribo_3,ArrayExpress,platypus,ribosome-protected fragments 26-34nt,testis,"Lausanne Genomic Technologies Facility, Lausanne, Switzerland",3,biological replicate,E-MTAB-7247:platypus_testis_ribo_3,male,yes,,Ornithorhynchus anatinus,testis,Ribo-seq
ERR2812433,252039947,25456034647,101,15757,ERX2819264,platypus_testis_rna_1_s,RNA-Seq,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,ERP111066,PRJEB28810,1,"",ERS2758455,SAMEA4939672,simple,9258,Ornithorhynchus anatinus,SAMEA4939672,"Center for Molecular Biology (ZMBH), Heidelberg University",ERA1612101,10,2019,Makar,"",platypus_testis_rna_1,2019-03-31,2018-09-26,SAMEA4939672,"Center for Molecular Biology (ZMBH), Heidelberg University","Center for Molecular Biology (ZMBH), Heidelberg University",2019-03-31T17:01:56Z,2018-09-26T15:26:01Z,public,E-MTAB-7247:platypus_testis_rna_1,ArrayExpress,platypus,rRNA-depleted total RNA,testis,"Lausanne Genomic Technologies Facility, Lausanne, Switzerland",1,biological replicate,E-MTAB-7247:platypus_testis_rna_1,male,yes,,Ornithorhynchus anatinus,testis,RNA-seq
ERR2812434,77822580,4708402780,60,3536,ERX2819265,platypus_testis_rna_2_s,RNA-Seq,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,ERP111066,PRJEB28810,1,"",ERS2758456,SAMEA4939673,simple,9258,Ornithorhynchus anatinus,SAMEA4939673,"Center for Molecular Biology (ZMBH), Heidelberg University",ERA1612101,10,2019,Makar,"",platypus_testis_rna_2,2019-03-31,2018-09-26,SAMEA4939673,"Center for Molecular Biology (ZMBH), Heidelberg University","Center for Molecular Biology (ZMBH), Heidelberg University",2019-03-31T17:01:56Z,2018-09-26T15:26:01Z,public,E-MTAB-7247:platypus_testis_rna_2,ArrayExpress,platypus,rRNA-depleted total RNA,testis,"Lausanne Genomic Technologies Facility, Lausanne, Switzerland",2,biological replicate,E-MTAB-7247:platypus_testis_rna_2,male,yes,,Ornithorhynchus anatinus,testis,RNA-seq
ERR2812435,110278715,5624214465,51,4687,ERX2819266,platypus_testis_rna_3_s,RNA-Seq,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,ERP111066,PRJEB28810,1,"",ERS2758457,SAMEA4939674,simple,9258,Ornithorhynchus anatinus,SAMEA4939674,"Center for Molecular Biology (ZMBH), Heidelberg University",ERA1612101,10,2019,Makar,"",platypus_testis_rna_3,2019-03-31,2018-09-26,SAMEA4939674,"Center for Molecular Biology (ZMBH), Heidelberg University","Center for Molecular Biology (ZMBH), Heidelberg University",2019-03-31T17:01:56Z,2018-09-26T15:26:01Z,public,E-MTAB-7247:platypus_testis_rna_3,ArrayExpress,platypus,rRNA-depleted total RNA,testis,"Lausanne Genomic Technologies Facility, Lausanne, Switzerland",3,biological replicate,E-MTAB-7247:platypus_testis_rna_3,male,yes,,Ornithorhynchus anatinus,testis,RNA-seq
ERR2812436,204787235,20683510735,101,11870,ERX2819267,chicken_liver_ribo_4_s,RNA-Seq,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,ERP111066,PRJEB28810,1,"",ERS2758458,SAMEA4939675,simple,9031,Gallus gallus,SAMEA4939675,"Center for Molecular Biology (ZMBH), Heidelberg University",ERA1612101,10,2019,Makar,"",chicken_liver_ribo_4,2019-03-31,2018-09-26,SAMEA4939675,"Center for Molecular Biology (ZMBH), Heidelberg University","Center for Molecular Biology (ZMBH), Heidelberg University",2019-03-31T17:01:56Z,2018-09-26T15:26:01Z,public,E-MTAB-7247:chicken_liver_ribo_4,ArrayExpress,chicken,ribosome-protected fragments 26-34nt,liver,"Lausanne Genomic Technologies Facility, Lausanne, Switzerland",1,technical replicate,E-MTAB-7247:chicken_liver_ribo_4,male,yes,,Gallus gallus,liver,Ribo-seq
ERR2812437,109804856,11090290456,101,6488,ERX2819268,chicken_liver_ribo_5_s,RNA-Seq,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,ERP111066,PRJEB28810,1,"",ERS2758459,SAMEA4939676,simple,9031,Gallus gallus,SAMEA4939676,"Center for Molecular Biology (ZMBH), Heidelberg University",ERA1612101,10,2019,Makar,"",chicken_liver_ribo_5,2019-03-31,2018-09-26,SAMEA4939676,"Center for Molecular Biology (ZMBH), Heidelberg University","Center for Molecular Biology (ZMBH), Heidelberg University",2019-03-31T17:01:56Z,2018-09-26T15:26:01Z,public,E-MTAB-7247:chicken_liver_ribo_5,ArrayExpress,chicken,ribosome-protected fragments 26-34nt,liver,"Lausanne Genomic Technologies Facility, Lausanne, Switzerland",2,technical replicate,E-MTAB-7247:chicken_liver_ribo_5,male,yes,,Gallus gallus,liver,Ribo-seq
ERR2812438,126791035,12805894535,101,7439,ERX2819269,chicken_liver_rna_4_s,RNA-Seq,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,ERP111066,PRJEB28810,1,"",ERS2758460,SAMEA4939677,simple,9031,Gallus gallus,SAMEA4939677,"Center for Molecular Biology (ZMBH), Heidelberg University",ERA1612101,10,2019,Makar,"",chicken_liver_rna_4,2019-03-31,2018-09-26,SAMEA4939677,"Center for Molecular Biology (ZMBH), Heidelberg University","Center for Molecular Biology (ZMBH), Heidelberg University",2019-03-31T17:01:56Z,2018-09-26T15:26:01Z,public,E-MTAB-7247:chicken_liver_rna_4,ArrayExpress,chicken,rRNA-depleted total RNA,liver,"Lausanne Genomic Technologies Facility, Lausanne, Switzerland",1,technical replicate,E-MTAB-7247:chicken_liver_rna_4,male,yes,,Gallus gallus,liver,RNA-seq
ERR2812439,131924327,13324357027,101,7733,ERX2819270,chicken_liver_rna_5_s,RNA-Seq,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,ERP111066,PRJEB28810,1,"",ERS2758461,SAMEA4939678,simple,9031,Gallus gallus,SAMEA4939678,"Center for Molecular Biology (ZMBH), Heidelberg University",ERA1612101,10,2019,Makar,"",chicken_liver_rna_5,2019-03-31,2018-09-26,SAMEA4939678,"Center for Molecular Biology (ZMBH), Heidelberg University","Center for Molecular Biology (ZMBH), Heidelberg University",2019-03-31T17:01:56Z,2018-09-26T15:26:01Z,public,E-MTAB-7247:chicken_liver_rna_5,ArrayExpress,chicken,rRNA-depleted total RNA,liver,"Lausanne Genomic Technologies Facility, Lausanne, Switzerland",2,technical replicate,E-MTAB-7247:chicken_liver_rna_5,male,yes,,Gallus gallus,liver,RNA-seq
ERR2812440,83767243,8460491543,101,4873,ERX2819271,mouse_liver_ribo_4_s,RNA-Seq,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,ERP111066,PRJEB28810,1,"",ERS2758462,SAMEA4939679,simple,10090,Mus musculus,SAMEA4939679,"Center for Molecular Biology (ZMBH), Heidelberg University",ERA1612101,10,2019,Makar,"",mouse_liver_ribo_4,2019-03-31,2018-09-26,SAMEA4939679,"Center for Molecular Biology (ZMBH), Heidelberg University","Center for Molecular Biology (ZMBH), Heidelberg University",2019-03-31T17:01:56Z,2018-09-26T15:26:01Z,public,E-MTAB-7247:mouse_liver_ribo_4,ArrayExpress,house mouse,ribosome-protected fragments 26-34nt,liver,"Lausanne Genomic Technologies Facility, Lausanne, Switzerland",1,technical replicate,E-MTAB-7247:mouse_liver_ribo_4,male,yes,,Mus musculus,liver,Ribo-seq
ERR2812441,86979772,8784956972,101,5016,ERX2819272,mouse_liver_ribo_5_s,RNA-Seq,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,ERP111066,PRJEB28810,1,"",ERS2758463,SAMEA4939680,simple,10090,Mus musculus,SAMEA4939680,"Center for Molecular Biology (ZMBH), Heidelberg University",ERA1612101,10,2019,Makar,"",mouse_liver_ribo_5,2019-03-31,2018-09-26,SAMEA4939680,"Center for Molecular Biology (ZMBH), Heidelberg University","Center for Molecular Biology (ZMBH), Heidelberg University",2019-03-31T17:01:56Z,2018-09-26T15:26:01Z,public,E-MTAB-7247:mouse_liver_ribo_5,ArrayExpress,house mouse,ribosome-protected fragments 26-34nt,liver,"Lausanne Genomic Technologies Facility, Lausanne, Switzerland",2,technical replicate,E-MTAB-7247:mouse_liver_ribo_5,male,yes,,Mus musculus,liver,Ribo-seq
ERR2812442,95449926,9640442526,101,5775,ERX2819273,mouse_liver_rna_4_s,RNA-Seq,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,ERP111066,PRJEB28810,1,"",ERS2758464,SAMEA4939681,simple,10090,Mus musculus,SAMEA4939681,"Center for Molecular Biology (ZMBH), Heidelberg University",ERA1612101,10,2019,Makar,"",mouse_liver_rna_4,2019-03-31,2018-09-26,SAMEA4939681,"Center for Molecular Biology (ZMBH), Heidelberg University","Center for Molecular Biology (ZMBH), Heidelberg University",2019-03-31T17:01:56Z,2018-09-26T15:26:01Z,public,E-MTAB-7247:mouse_liver_rna_4,ArrayExpress,house mouse,rRNA-depleted total RNA,liver,"Lausanne Genomic Technologies Facility, Lausanne, Switzerland",1,technical replicate,E-MTAB-7247:mouse_liver_rna_4,male,yes,,Mus musculus,liver,RNA-seq
ERR2812443,86202491,8706451591,101,5210,ERX2819274,mouse_liver_rna_5_s,RNA-Seq,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,ERP111066,PRJEB28810,1,"",ERS2758465,SAMEA4939682,simple,10090,Mus musculus,SAMEA4939682,"Center for Molecular Biology (ZMBH), Heidelberg University",ERA1612101,10,2019,Makar,"",mouse_liver_rna_5,2019-03-31,2018-09-26,SAMEA4939682,"Center for Molecular Biology (ZMBH), Heidelberg University","Center for Molecular Biology (ZMBH), Heidelberg University",2019-03-31T17:01:56Z,2018-09-26T15:26:01Z,public,E-MTAB-7247:mouse_liver_rna_5,ArrayExpress,house mouse,rRNA-depleted total RNA,liver,"Lausanne Genomic Technologies Facility, Lausanne, Switzerland",2,technical replicate,E-MTAB-7247:mouse_liver_rna_5,male,yes,,Mus musculus,liver,RNA-seq
ERR3771179,176243483,17800591783,101,10450,ERX3772928,mouse_elongatingSpermatids_ribo_1_s,RNA-Seq,Inverse rRNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,ERP111066,PRJEB28810,1,"",ERS4192382,SAMEA6426174,simple,10090,Mus musculus,SAMEA6426174,"Center for Molecular Biology (ZMBH), Heidelberg University",ERA2322814,12,2019,Makar,"",mouse_elongatingSpermatids_ribo_1,2019-12-18,2019-12-17,SAMEA6426174,"Center for Molecular Biology (ZMBH), Heidelberg University","Center for Molecular Biology (ZMBH), Heidelberg University",2019-12-18T04:07:20Z,2019-12-17T15:42:14Z,public,E-MTAB-72471576596742:mouse_elongatingSpermatids_ribo_1,ArrayExpress,house mouse,ribosome-protected fragments 26-34nt,testis,"Lausanne Genomic Technologies Facility, Lausanne, Switzerland",1,biological replicate,E-MTAB-72471576596742:mouse_elongatingSpermatids_ribo_1,male,yes,adult,Mus musculus,testis,Ribo-seq
