Run,spots,bases,avgLength,size_MB,Experiment,LibraryName,LibraryStrategy,LibrarySelection,LibrarySource,LibraryLayout,InsertSize,InsertDev,Platform,Model,SRAStudy,BioProject,Study_Pubmed_id,ProjectID,Sample,BioSample,SampleType,TaxID,ScientificName,SampleName,CenterName,Submission,MONTH,YEAR,AUTHOR,sample_source,sample_title,ecotype,age,dev_stage,geo_loc_name,tissue,biomaterial_provider,growth_protocol,treatment,stress_protocol,Replicate,BioSampleModel
SRR5724540,11905560,2404923120,101,1465,SRX2940604,BJP_317_6.3_EL60r15_mRNAseq,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP109986,PRJNA391262,28705956,"",SRS2301684,SAMN07260164,simple,3701,Arabidopsis,BJP_317_6.3_EL60r15,Australian National University,SRA578416,08,2017,Crisp,"",RRGD Timepoint VI - recovery 15 min,Col-0,23 days,1.09,Australia,rosette,"Pogson Lab, ARC Centre of Excellence in Plant Energy Biology, Australian National University, Canberra, Australia.","Col-0 plants were cultivated in soil under a 12-hour photoperiod, 100 (±25) _ mol photons m_2 s_1 photosynthetically active radiation [PAR] and 23/22¡C (±2¡C) day/night temperatures",Timepoint VI - recovery 15 min,"10 x growth irradiance PAR was applied for the specified time period, approximately 1000 _ mol photons m_2 s_1 using a temperature controlled Conviron chamber (21¡C, 55% humidity) fitted with 4 x 250W metal halide lamps and 4 x 250W high pressure sodium lamps.",3,Plant
SRR5724539,12575105,2540171210,101,1552,SRX2940605,BJP_317_6.2_EL60r15_mRNAseq,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP109986,PRJNA391262,28705956,"",SRS2301692,SAMN07260163,simple,3701,Arabidopsis,BJP_317_6.2_EL60r15,Australian National University,SRA578416,08,2017,Crisp,"",RRGD Timepoint VI - recovery 15 min,Col-0,23 days,1.09,Australia,rosette,"Pogson Lab, ARC Centre of Excellence in Plant Energy Biology, Australian National University, Canberra, Australia.","Col-0 plants were cultivated in soil under a 12-hour photoperiod, 100 (±25) _ mol photons m_2 s_1 photosynthetically active radiation [PAR] and 23/22¡C (±2¡C) day/night temperatures",Timepoint VI - recovery 15 min,"10 x growth irradiance PAR was applied for the specified time period, approximately 1000 _ mol photons m_2 s_1 using a temperature controlled Conviron chamber (21¡C, 55% humidity) fitted with 4 x 250W metal halide lamps and 4 x 250W high pressure sodium lamps.",2,Plant
SRR5724538,11506880,2324389760,101,1412,SRX2940606,BJP_317_4.3_EL120_mRNAseq,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP109986,PRJNA391262,28705956,"",SRS2301689,SAMN07260158,simple,3701,Arabidopsis,BJP_317_4.3_EL120,Australian National University,SRA578416,08,2017,Crisp,"",RRGD Timepoint IV - excess-light 120 min,Col-0,23 days,1.09,Australia,rosette,"Pogson Lab, ARC Centre of Excellence in Plant Energy Biology, Australian National University, Canberra, Australia.","Col-0 plants were cultivated in soil under a 12-hour photoperiod, 100 (±25) _ mol photons m_2 s_1 photosynthetically active radiation [PAR] and 23/22¡C (±2¡C) day/night temperatures",Timepoint IV - excess-light 120 min,"10 x growth irradiance PAR was applied for the specified time period, approximately 1000 _ mol photons m_2 s_1 using a temperature controlled Conviron chamber (21¡C, 55% humidity) fitted with 4 x 250W metal halide lamps and 4 x 250W high pressure sodium lamps.",3,Plant
SRR5724537,14863125,3002351250,101,1919,SRX2940607,BJP_317_4.2_EL120_mRNAseq,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP109986,PRJNA391262,28705956,"",SRS2301686,SAMN07260157,simple,3701,Arabidopsis,BJP_317_4.2_EL120,Australian National University,SRA578416,08,2017,Crisp,"",RRGD Timepoint IV - excess-light 120 min,Col-0,23 days,1.09,Australia,rosette,"Pogson Lab, ARC Centre of Excellence in Plant Energy Biology, Australian National University, Canberra, Australia.","Col-0 plants were cultivated in soil under a 12-hour photoperiod, 100 (±25) _ mol photons m_2 s_1 photosynthetically active radiation [PAR] and 23/22¡C (±2¡C) day/night temperatures",Timepoint IV - excess-light 120 min,"10 x growth irradiance PAR was applied for the specified time period, approximately 1000 _ mol photons m_2 s_1 using a temperature controlled Conviron chamber (21¡C, 55% humidity) fitted with 4 x 250W metal halide lamps and 4 x 250W high pressure sodium lamps.",2,Plant
SRR5724536,13841532,2795989464,101,1771,SRX2940608,BJP_317_5.2_EL60r7.5_mRNAseq,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP109986,PRJNA391262,28705956,"",SRS2301687,SAMN07260160,simple,3701,Arabidopsis,BJP_317_5.2_EL60r7.5,Australian National University,SRA578416,08,2017,Crisp,"",RRGD Timepoint V - recovery 7.5 min,Col-0,23 days,1.09,Australia,rosette,"Pogson Lab, ARC Centre of Excellence in Plant Energy Biology, Australian National University, Canberra, Australia.","Col-0 plants were cultivated in soil under a 12-hour photoperiod, 100 (±25) _ mol photons m_2 s_1 photosynthetically active radiation [PAR] and 23/22¡C (±2¡C) day/night temperatures",Timepoint V - recovery 7.5 min,"10 x growth irradiance PAR was applied for the specified time period, approximately 1000 _ mol photons m_2 s_1 using a temperature controlled Conviron chamber (21¡C, 55% humidity) fitted with 4 x 250W metal halide lamps and 4 x 250W high pressure sodium lamps.",2,Plant
SRR5724535,12807047,2587023494,101,1644,SRX2940609,BJP_317_5.1_EL60r7.5_mRNAseq,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP109986,PRJNA391262,28705956,"",SRS2301690,SAMN07260159,simple,3701,Arabidopsis,BJP_317_5.1_EL60r7.5,Australian National University,SRA578416,08,2017,Crisp,"",RRGD Timepoint V - recovery 7.5 min,Col-0,23 days,1.09,Australia,rosette,"Pogson Lab, ARC Centre of Excellence in Plant Energy Biology, Australian National University, Canberra, Australia.","Col-0 plants were cultivated in soil under a 12-hour photoperiod, 100 (±25) _ mol photons m_2 s_1 photosynthetically active radiation [PAR] and 23/22¡C (±2¡C) day/night temperatures",Timepoint V - recovery 7.5 min,"10 x growth irradiance PAR was applied for the specified time period, approximately 1000 _ mol photons m_2 s_1 using a temperature controlled Conviron chamber (21¡C, 55% humidity) fitted with 4 x 250W metal halide lamps and 4 x 250W high pressure sodium lamps.",1,Plant
SRR5724534,37867013,3824568313,101,2773,SRX2940610,BJP_317_10.5_EL60r24hr_methylCseq,Bisulfite-Seq,RANDOM,GENOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP109986,PRJNA391262,28705956,"",SRS2301704,SAMN07260189,simple,3701,Arabidopsis,BJP_317_10.5_EL60r24hr,Australian National University,SRA578416,08,2017,Crisp,"",RRGD Timepoint X - recovery 24 hr,Col-0,24 days,1.09,Australia,rosette,"Pogson Lab, ARC Centre of Excellence in Plant Energy Biology, Australian National University, Canberra, Australia.","Col-0 plants were cultivated in soil under a 12-hour photoperiod, 100 (±25) _ mol photons m_2 s_1 photosynthetically active radiation [PAR] and 23/22¡C (±2¡C) day/night temperatures",Timepoint X - recovery 24 hr,"10 x growth irradiance PAR was applied for the specified time period, approximately 1000 _ mol photons m_2 s_1 using a temperature controlled Conviron chamber (21¡C, 55% humidity) fitted with 4 x 250W metal halide lamps and 4 x 250W high pressure sodium lamps.",5,Plant
SRR5724552,25979989,2623978889,101,1899,SRX2940611,BJP_317_10.6_EL60r24hr_methylCseq,Bisulfite-Seq,RANDOM,GENOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP109986,PRJNA391262,28705956,"",SRS2301705,SAMN07260190,simple,3701,Arabidopsis,BJP_317_10.6_EL60r24hr,Australian National University,SRA578416,08,2017,Crisp,"",RRGD Timepoint X - recovery 24 hr,Col-0,24 days,1.09,Australia,rosette,"Pogson Lab, ARC Centre of Excellence in Plant Energy Biology, Australian National University, Canberra, Australia.","Col-0 plants were cultivated in soil under a 12-hour photoperiod, 100 (±25) _ mol photons m_2 s_1 photosynthetically active radiation [PAR] and 23/22¡C (±2¡C) day/night temperatures",Timepoint X - recovery 24 hr,"10 x growth irradiance PAR was applied for the specified time period, approximately 1000 _ mol photons m_2 s_1 using a temperature controlled Conviron chamber (21¡C, 55% humidity) fitted with 4 x 250W metal halide lamps and 4 x 250W high pressure sodium lamps.",6,Plant
SRR5724533,35377383,3573115683,101,1681,SRX2940612,BJP_317_3.7_EL60_methylCseq,Bisulfite-Seq,RANDOM,GENOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 1500,SRP109986,PRJNA391262,28705956,"",SRS2301706,SAMN07260187,simple,3701,Arabidopsis,BJP_317_3.7_EL60,Australian National University,SRA578416,08,2017,Crisp,"",RRGD Timepoint III - excess-light 60 min,Col-0,23 days,1.09,Australia,rosette,"Pogson Lab, ARC Centre of Excellence in Plant Energy Biology, Australian National University, Canberra, Australia.","Col-0 plants were cultivated in soil under a 12-hour photoperiod, 100 (±25) _ mol photons m_2 s_1 photosynthetically active radiation [PAR] and 23/22¡C (±2¡C) day/night temperatures",Timepoint III - excess-light 60 min,"10 x growth irradiance PAR was applied for the specified time period, approximately 1000 _ mol photons m_2 s_1 using a temperature controlled Conviron chamber (21¡C, 55% humidity) fitted with 4 x 250W metal halide lamps and 4 x 250W high pressure sodium lamps.",7,Plant
SRR5724532,29264652,2955729852,101,1393,SRX2940613,BJP_317_10.4_EL60r24hr_methylCseq,Bisulfite-Seq,RANDOM,GENOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 1500,SRP109986,PRJNA391262,28705956,"",SRS2301707,SAMN07260188,simple,3701,Arabidopsis,BJP_317_10.4_EL60r24hr,Australian National University,SRA578416,08,2017,Crisp,"",RRGD Timepoint X - recovery 24 hr,Col-0,23 days,1.09,Australia,rosette,"Pogson Lab, ARC Centre of Excellence in Plant Energy Biology, Australian National University, Canberra, Australia.","Col-0 plants were cultivated in soil under a 12-hour photoperiod, 100 (±25) _ mol photons m_2 s_1 photosynthetically active radiation [PAR] and 23/22¡C (±2¡C) day/night temperatures",Timepoint X - recovery 24 hr,"10 x growth irradiance PAR was applied for the specified time period, approximately 1000 _ mol photons m_2 s_1 using a temperature controlled Conviron chamber (21¡C, 55% humidity) fitted with 4 x 250W metal halide lamps and 4 x 250W high pressure sodium lamps.",4,Plant
SRR5724531,31441796,3175621396,101,2306,SRX2940614,BJP_317_3.5_EL60_methylCseq,Bisulfite-Seq,RANDOM,GENOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP109986,PRJNA391262,28705956,"",SRS2301708,SAMN07260185,simple,3701,Arabidopsis,BJP_317_3.5_EL60,Australian National University,SRA578416,08,2017,Crisp,"",RRGD Timepoint III - excess-light 60 min,Col-0,23 days,1.09,Australia,rosette,"Pogson Lab, ARC Centre of Excellence in Plant Energy Biology, Australian National University, Canberra, Australia.","Col-0 plants were cultivated in soil under a 12-hour photoperiod, 100 (±25) _ mol photons m_2 s_1 photosynthetically active radiation [PAR] and 23/22¡C (±2¡C) day/night temperatures",Timepoint III - excess-light 60 min,"10 x growth irradiance PAR was applied for the specified time period, approximately 1000 _ mol photons m_2 s_1 using a temperature controlled Conviron chamber (21¡C, 55% humidity) fitted with 4 x 250W metal halide lamps and 4 x 250W high pressure sodium lamps.",5,Plant
SRR5724530,23601229,2383724129,101,1728,SRX2940615,BJP_317_3.6_EL60_methylCseq,Bisulfite-Seq,RANDOM,GENOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP109986,PRJNA391262,28705956,"",SRS2301709,SAMN07260186,simple,3701,Arabidopsis,BJP_317_3.6_EL60,Australian National University,SRA578416,08,2017,Crisp,"",RRGD Timepoint III - excess-light 60 min,Col-0,23 days,1.09,Australia,rosette,"Pogson Lab, ARC Centre of Excellence in Plant Energy Biology, Australian National University, Canberra, Australia.","Col-0 plants were cultivated in soil under a 12-hour photoperiod, 100 (±25) _ mol photons m_2 s_1 photosynthetically active radiation [PAR] and 23/22¡C (±2¡C) day/night temperatures",Timepoint III - excess-light 60 min,"10 x growth irradiance PAR was applied for the specified time period, approximately 1000 _ mol photons m_2 s_1 using a temperature controlled Conviron chamber (21¡C, 55% humidity) fitted with 4 x 250W metal halide lamps and 4 x 250W high pressure sodium lamps.",6,Plant
SRR5724529,49208621,4970070721,101,3609,SRX2940616,BJP_317_1.7_C_methylCseq,Bisulfite-Seq,RANDOM,GENOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP109986,PRJNA391262,28705956,"",SRS2301710,SAMN07260183,simple,3701,Arabidopsis,BJP_317_1.7_C,Australian National University,SRA578416,08,2017,Crisp,"",RRGD Timepoint I - control light,Col-0,23 days,1.09,Australia,rosette,"Pogson Lab, ARC Centre of Excellence in Plant Energy Biology, Australian National University, Canberra, Australia.","Col-0 plants were cultivated in soil under a 12-hour photoperiod, 100 (±25) _ mol photons m_2 s_1 photosynthetically active radiation [PAR] and 23/22¡C (±2¡C) day/night temperatures",Timepoint I - control light,"10 x growth irradiance PAR was applied for the specified time period, approximately 1000 _ mol photons m_2 s_1 using a temperature controlled Conviron chamber (21¡C, 55% humidity) fitted with 4 x 250W metal halide lamps and 4 x 250W high pressure sodium lamps.",7,Plant
SRR5724528,40400817,4080482517,101,2957,SRX2940617,BJP_317_3.4_EL60_methylCseq,Bisulfite-Seq,RANDOM,GENOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP109986,PRJNA391262,28705956,"",SRS2301712,SAMN07260184,simple,3701,Arabidopsis,BJP_317_3.4_EL60,Australian National University,SRA578416,08,2017,Crisp,"",RRGD Timepoint III - excess-light 60 min,Col-0,23 days,1.09,Australia,rosette,"Pogson Lab, ARC Centre of Excellence in Plant Energy Biology, Australian National University, Canberra, Australia.","Col-0 plants were cultivated in soil under a 12-hour photoperiod, 100 (±25) _ mol photons m_2 s_1 photosynthetically active radiation [PAR] and 23/22¡C (±2¡C) day/night temperatures",Timepoint III - excess-light 60 min,"10 x growth irradiance PAR was applied for the specified time period, approximately 1000 _ mol photons m_2 s_1 using a temperature controlled Conviron chamber (21¡C, 55% humidity) fitted with 4 x 250W metal halide lamps and 4 x 250W high pressure sodium lamps.",4,Plant
SRR5724527,24461030,2470564030,101,1771,SRX2940618,BJP_317_10.7_EL60r24hr_methylCseq,Bisulfite-Seq,RANDOM,GENOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP109986,PRJNA391262,28705956,"",SRS2301711,SAMN07260191,simple,3701,Arabidopsis,BJP_317_10.7_EL60r24hr,Australian National University,SRA578416,08,2017,Crisp,"",RRGD Timepoint X - recovery 24 hr,Col-0,24 days,1.09,Australia,rosette,"Pogson Lab, ARC Centre of Excellence in Plant Energy Biology, Australian National University, Canberra, Australia.","Col-0 plants were cultivated in soil under a 12-hour photoperiod, 100 (±25) _ mol photons m_2 s_1 photosynthetically active radiation [PAR] and 23/22¡C (±2¡C) day/night temperatures",Timepoint X - recovery 24 hr,"10 x growth irradiance PAR was applied for the specified time period, approximately 1000 _ mol photons m_2 s_1 using a temperature controlled Conviron chamber (21¡C, 55% humidity) fitted with 4 x 250W metal halide lamps and 4 x 250W high pressure sodium lamps.",7,Plant
SRR5724526,17777361,3591026922,101,2289,SRX2940619,BJP_277_1_Control_mRNAseq,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP109986,PRJNA391262,28705956,"",SRS2301713,SAMN07260192,simple,3701,Arabidopsis,BJP_277_1_Control,Australian National University,SRA578416,08,2017,Crisp,"",Control,Col-0,22 days,1.09,Australia,rosette,"Pogson Lab, ARC Centre of Excellence in Plant Energy Biology, Australian National University, Canberra, Australia.",,Control,Control,1,Plant
