Run,spots,bases,avgLength,size_MB,Experiment,LibraryName,LibraryStrategy,LibrarySelection,LibrarySource,LibraryLayout,InsertSize,InsertDev,Platform,Model,SRAStudy,BioProject,Study_Pubmed_id,ProjectID,Sample,BioSample,SampleType,TaxID,ScientificName,SampleName,CenterName,Submission,MONTH,YEAR,AUTHOR,sample_source,sample_title,source_name,strain,Stage,separation,GEO Accession
SRR1062663,4000000,3.04e+08,76,208,SRX399824,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP034750,PRJNA232649,24705786,"",SRS520115,SAMN02486876,simple,7955,Danio rerio,GSM1299105,GEO,SRA122405,04,2014,Bazzini,Whole embryos,2h RPFs run 2,Whole embryos,TUAB,5hpf,column,GSM1299096
SRR1062664,4000000,3.04e+08,76,196,SRX399824,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP034750,PRJNA232649,24705786,"",SRS520115,SAMN02486876,simple,7955,Danio rerio,GSM1299105,GEO,SRA122405,04,2014,Bazzini,Whole embryos,2h RPFs run 2,Whole embryos,TUAB,5hpf,column,GSM1299097
SRR1062665,4000000,3.04e+08,76,209,SRX399824,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP034750,PRJNA232649,24705786,"",SRS520115,SAMN02486876,simple,7955,Danio rerio,GSM1299105,GEO,SRA122405,04,2014,Bazzini,Whole embryos,2h RPFs run 2,Whole embryos,TUAB,2hpf,column,GSM1299098
SRR1062666,4000000,3.04e+08,76,197,SRX399824,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP034750,PRJNA232649,24705786,"",SRS520115,SAMN02486876,simple,7955,Danio rerio,GSM1299105,GEO,SRA122405,04,2014,Bazzini,Whole embryos,2h RPFs run 2,Whole embryos,TUAB,12hpf,column,GSM1299099
SRR1062667,4000000,3.04e+08,76,203,SRX399824,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP034750,PRJNA232649,24705786,"",SRS520115,SAMN02486876,simple,7955,Danio rerio,GSM1299105,GEO,SRA122405,04,2014,Bazzini,Whole embryos,2h RPFs run 2,Whole embryos,TUAB,24hpf,column,GSM1299100
SRR1062668,4000000,3.04e+08,76,204,SRX399824,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP034750,PRJNA232649,24705786,"",SRS520115,SAMN02486876,simple,7955,Danio rerio,GSM1299105,GEO,SRA122405,04,2014,Bazzini,Whole embryos,2h RPFs run 2,Whole embryos,TUAB,48hpf,column,GSM1299101
SRR1062669,4000000,3.04e+08,76,196,SRX399824,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP034750,PRJNA232649,24705786,"",SRS520115,SAMN02486876,simple,7955,Danio rerio,GSM1299105,GEO,SRA122405,04,2014,Bazzini,Whole embryos,2h RPFs run 2,Whole embryos,TUAB,12hpf,column,GSM1299102
SRR1062670,4000000,3.04e+08,76,207,SRX399824,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP034750,PRJNA232649,24705786,"",SRS520115,SAMN02486876,simple,7955,Danio rerio,GSM1299105,GEO,SRA122405,04,2014,Bazzini,Whole embryos,2h RPFs run 2,Whole embryos,TUAB,24hpf,column,GSM1299103
SRR1062671,4000000,3.04e+08,76,193,SRX399824,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP034750,PRJNA232649,24705786,"",SRS520115,SAMN02486876,simple,7955,Danio rerio,GSM1299105,GEO,SRA122405,04,2014,Bazzini,Whole embryos,2h RPFs run 2,Whole embryos,TUAB,48hpf,column,GSM1299104
SRR1062672,4000000,3.04e+08,76,205,SRX399824,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP034750,PRJNA232649,24705786,"",SRS520115,SAMN02486876,simple,7955,Danio rerio,GSM1299105,GEO,SRA122405,04,2014,Bazzini,Whole embryos,2h RPFs run 2,Whole embryos,TUAB,2hpf,column,GSM1299105
SRR1062673,4000000,3.04e+08,76,205,SRX399824,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP034750,PRJNA232649,24705786,"",SRS520115,SAMN02486876,simple,7955,Danio rerio,GSM1299105,GEO,SRA122405,04,2014,Bazzini,Whole embryos,2h RPFs run 2,Whole embryos,TUAB,5hpf,column,GSM1299106
SRR1062674,1289388,97993488,76,68,SRX399824,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP034750,PRJNA232649,24705786,"",SRS520115,SAMN02486876,simple,7955,Danio rerio,GSM1299105,GEO,SRA122405,04,2014,Bazzini,Whole embryos,2h RPFs run 2,Whole embryos,TUAB,2hpf,column,GSM1299107
SRR1062675,4000000,3.04e+08,76,194,SRX399824,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP034750,PRJNA232649,24705786,"",SRS520115,SAMN02486876,simple,7955,Danio rerio,GSM1299105,GEO,SRA122405,04,2014,Bazzini,Whole embryos,2h RPFs run 2,Whole embryos,TUAB,48hpf,column,GSM1299108
SRR1062676,4000000,3.04e+08,76,205,SRX399824,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP034750,PRJNA232649,24705786,"",SRS520115,SAMN02486876,simple,7955,Danio rerio,GSM1299105,GEO,SRA122405,04,2014,Bazzini,Whole embryos,2h RPFs run 2,Whole embryos,TUAB,2hpf,column,GSM1299109
SRR1062677,4000000,3.04e+08,76,201,SRX399824,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP034750,PRJNA232649,24705786,"",SRS520115,SAMN02486876,simple,7955,Danio rerio,GSM1299105,GEO,SRA122405,04,2014,Bazzini,Whole embryos,2h RPFs run 2,Whole embryos,TUAB,5hpf,column,GSM1299080
SRR1062678,4000000,3.04e+08,76,199,SRX399824,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP034750,PRJNA232649,24705786,"",SRS520115,SAMN02486876,simple,7955,Danio rerio,GSM1299105,GEO,SRA122405,04,2014,Bazzini,Whole embryos,2h RPFs run 2,Whole embryos,TUAB,5hpf,column,GSM1299081
SRR1062679,4000000,3.04e+08,76,207,SRX399824,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP034750,PRJNA232649,24705786,"",SRS520115,SAMN02486876,simple,7955,Danio rerio,GSM1299105,GEO,SRA122405,04,2014,Bazzini,Whole embryos,2h RPFs run 2,Whole embryos,TUAB,5hpf,sucrose cushion,GSM1299082
SRR1062680,4000000,3.04e+08,76,197,SRX399824,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP034750,PRJNA232649,24705786,"",SRS520115,SAMN02486876,simple,7955,Danio rerio,GSM1299105,GEO,SRA122405,04,2014,Bazzini,Whole embryos,2h RPFs run 2,Whole embryos,TUAB,5hpf,sucrose cushion,GSM1299083
SRR1062681,4000000,3.04e+08,76,209,SRX399824,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP034750,PRJNA232649,24705786,"",SRS520115,SAMN02486876,simple,7955,Danio rerio,GSM1299105,GEO,SRA122405,04,2014,Bazzini,Whole embryos,2h RPFs run 2,Whole embryos,TUAB,5hpf,column,GSM1299084
SRR1062682,4000000,3.04e+08,76,196,SRX399824,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP034750,PRJNA232649,24705786,"",SRS520115,SAMN02486876,simple,7955,Danio rerio,GSM1299105,GEO,SRA122405,04,2014,Bazzini,Whole embryos,2h RPFs run 2,Whole embryos,TUAB,5hpf,column,GSM1299085
SRR1062683,4000000,3.04e+08,76,202,SRX399824,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP034750,PRJNA232649,24705786,"",SRS520115,SAMN02486876,simple,7955,Danio rerio,GSM1299105,GEO,SRA122405,04,2014,Bazzini,Whole embryos,2h RPFs run 2,Whole embryos,TUAB,5hpf,column,GSM1299086
SRR1062684,4000000,3.04e+08,76,211,SRX399824,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP034750,PRJNA232649,24705786,"",SRS520115,SAMN02486876,simple,7955,Danio rerio,GSM1299105,GEO,SRA122405,04,2014,Bazzini,Whole embryos,2h RPFs run 2,Whole embryos,TUAB,2hpf,column,GSM1299087
SRR1062685,4000000,3.04e+08,76,204,SRX399824,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP034750,PRJNA232649,24705786,"",SRS520115,SAMN02486876,simple,7955,Danio rerio,GSM1299105,GEO,SRA122405,04,2014,Bazzini,Whole embryos,2h RPFs run 2,Whole embryos,TUAB,12hpf,column,GSM1299088
SRR1062686,4000000,3.04e+08,76,195,SRX399824,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP034750,PRJNA232649,24705786,"",SRS520115,SAMN02486876,simple,7955,Danio rerio,GSM1299105,GEO,SRA122405,04,2014,Bazzini,Whole embryos,2h RPFs run 2,Whole embryos,TUAB,24hpf,column,GSM1299089
SRR1062687,4000000,3.04e+08,76,207,SRX399824,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP034750,PRJNA232649,24705786,"",SRS520115,SAMN02486876,simple,7955,Danio rerio,GSM1299105,GEO,SRA122405,04,2014,Bazzini,Whole embryos,2h RPFs run 2,Whole embryos,TUAB,48hpf,column,GSM1299090
SRR1062688,4000000,3.04e+08,76,192,SRX399824,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP034750,PRJNA232649,24705786,"",SRS520115,SAMN02486876,simple,7955,Danio rerio,GSM1299105,GEO,SRA122405,04,2014,Bazzini,Whole embryos,2h RPFs run 2,Whole embryos,TUAB,12hpf,column,GSM1299091
SRR1062689,4000000,3.04e+08,76,205,SRX399824,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP034750,PRJNA232649,24705786,"",SRS520115,SAMN02486876,simple,7955,Danio rerio,GSM1299105,GEO,SRA122405,04,2014,Bazzini,Whole embryos,2h RPFs run 2,Whole embryos,TUAB,12hpf,column,GSM1299092
SRR1062690,1543230,117285480,76,82,SRX399824,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP034750,PRJNA232649,24705786,"",SRS520115,SAMN02486876,simple,7955,Danio rerio,GSM1299105,GEO,SRA122405,04,2014,Bazzini,Whole embryos,2h RPFs run 2,Whole embryos,TUAB,24hpf,column,GSM1299093
SRR1062691,4000000,3.04e+08,76,193,SRX399824,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP034750,PRJNA232649,24705786,"",SRS520115,SAMN02486876,simple,7955,Danio rerio,GSM1299105,GEO,SRA122405,04,2014,Bazzini,Whole embryos,2h RPFs run 2,Whole embryos,TUAB,48hpf,column,GSM1299094
SRR1062692,4000000,3.04e+08,76,204,SRX399824,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP034750,PRJNA232649,24705786,"",SRS520115,SAMN02486876,simple,7955,Danio rerio,GSM1299105,GEO,SRA122405,04,2014,Bazzini,Whole embryos,2h RPFs run 2,Whole embryos,TUAB,5hpf,column,GSM1299095
SRR1062693,4000000,3.04e+08,76,201,SRX399824,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP034750,PRJNA232649,24705786,"",SRS520115,SAMN02486876,simple,7955,Danio rerio,GSM1299105,GEO,SRA122405,04,2014,Bazzini,Whole embryos,2h RPFs run 2,Whole embryos,TUAB,5hpf,column,GSM1299096
SRR1062694,4000000,3.04e+08,76,199,SRX399824,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP034750,PRJNA232649,24705786,"",SRS520115,SAMN02486876,simple,7955,Danio rerio,GSM1299105,GEO,SRA122405,04,2014,Bazzini,Whole embryos,2h RPFs run 2,Whole embryos,TUAB,5hpf,column,GSM1299097
SRR1062695,4000000,3.04e+08,76,206,SRX399824,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP034750,PRJNA232649,24705786,"",SRS520115,SAMN02486876,simple,7955,Danio rerio,GSM1299105,GEO,SRA122405,04,2014,Bazzini,Whole embryos,2h RPFs run 2,Whole embryos,TUAB,2hpf,column,GSM1299098
SRR1062696,4000000,3.04e+08,76,209,SRX399824,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP034750,PRJNA232649,24705786,"",SRS520115,SAMN02486876,simple,7955,Danio rerio,GSM1299105,GEO,SRA122405,04,2014,Bazzini,Whole embryos,2h RPFs run 2,Whole embryos,TUAB,12hpf,column,GSM1299099
SRR1062697,4000000,3.04e+08,76,197,SRX399824,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP034750,PRJNA232649,24705786,"",SRS520115,SAMN02486876,simple,7955,Danio rerio,GSM1299105,GEO,SRA122405,04,2014,Bazzini,Whole embryos,2h RPFs run 2,Whole embryos,TUAB,24hpf,column,GSM1299100
SRR1062698,4000000,3.04e+08,76,208,SRX399824,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP034750,PRJNA232649,24705786,"",SRS520115,SAMN02486876,simple,7955,Danio rerio,GSM1299105,GEO,SRA122405,04,2014,Bazzini,Whole embryos,2h RPFs run 2,Whole embryos,TUAB,48hpf,column,GSM1299101
SRR1062699,4000000,3.04e+08,76,198,SRX399824,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP034750,PRJNA232649,24705786,"",SRS520115,SAMN02486876,simple,7955,Danio rerio,GSM1299105,GEO,SRA122405,04,2014,Bazzini,Whole embryos,2h RPFs run 2,Whole embryos,TUAB,12hpf,column,GSM1299102
SRR1062700,4000000,3.04e+08,76,200,SRX399824,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP034750,PRJNA232649,24705786,"",SRS520115,SAMN02486876,simple,7955,Danio rerio,GSM1299105,GEO,SRA122405,04,2014,Bazzini,Whole embryos,2h RPFs run 2,Whole embryos,TUAB,24hpf,column,GSM1299103
SRR1062701,4000000,3.04e+08,76,205,SRX399824,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP034750,PRJNA232649,24705786,"",SRS520115,SAMN02486876,simple,7955,Danio rerio,GSM1299105,GEO,SRA122405,04,2014,Bazzini,Whole embryos,2h RPFs run 2,Whole embryos,TUAB,48hpf,column,GSM1299104
SRR1062702,4000000,3.04e+08,76,195,SRX399824,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP034750,PRJNA232649,24705786,"",SRS520115,SAMN02486876,simple,7955,Danio rerio,GSM1299105,GEO,SRA122405,04,2014,Bazzini,Whole embryos,2h RPFs run 2,Whole embryos,TUAB,2hpf,column,GSM1299105
SRR1062703,4000000,3.04e+08,76,207,SRX399824,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP034750,PRJNA232649,24705786,"",SRS520115,SAMN02486876,simple,7955,Danio rerio,GSM1299105,GEO,SRA122405,04,2014,Bazzini,Whole embryos,2h RPFs run 2,Whole embryos,TUAB,5hpf,column,GSM1299106
SRR1062704,4000000,3.04e+08,76,195,SRX399824,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP034750,PRJNA232649,24705786,"",SRS520115,SAMN02486876,simple,7955,Danio rerio,GSM1299105,GEO,SRA122405,04,2014,Bazzini,Whole embryos,2h RPFs run 2,Whole embryos,TUAB,2hpf,column,GSM1299107
SRR1062705,4000000,3.04e+08,76,202,SRX399824,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP034750,PRJNA232649,24705786,"",SRS520115,SAMN02486876,simple,7955,Danio rerio,GSM1299105,GEO,SRA122405,04,2014,Bazzini,Whole embryos,2h RPFs run 2,Whole embryos,TUAB,48hpf,column,GSM1299108
SRR1062706,4000000,3.04e+08,76,206,SRX399824,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP034750,PRJNA232649,24705786,"",SRS520115,SAMN02486876,simple,7955,Danio rerio,GSM1299105,GEO,SRA122405,04,2014,Bazzini,Whole embryos,2h RPFs run 2,Whole embryos,TUAB,2hpf,column,GSM1299109
SRR1062707,2258483,171644708,76,120,SRX399824,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP034750,PRJNA232649,24705786,"",SRS520115,SAMN02486876,simple,7955,Danio rerio,GSM1299105,GEO,SRA122405,04,2014,Bazzini,Whole embryos,2h RPFs run 2,Whole embryos,TUAB,5hpf,column,GSM1299080
SRR1062708,4000000,3.04e+08,76,192,SRX399824,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP034750,PRJNA232649,24705786,"",SRS520115,SAMN02486876,simple,7955,Danio rerio,GSM1299105,GEO,SRA122405,04,2014,Bazzini,Whole embryos,2h RPFs run 2,Whole embryos,TUAB,5hpf,column,GSM1299081
SRR1062709,4000000,3.04e+08,76,203,SRX399824,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP034750,PRJNA232649,24705786,"",SRS520115,SAMN02486876,simple,7955,Danio rerio,GSM1299105,GEO,SRA122405,04,2014,Bazzini,Whole embryos,2h RPFs run 2,Whole embryos,TUAB,5hpf,sucrose cushion,GSM1299082
SRR1062710,4000000,3.04e+08,76,200,SRX399824,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP034750,PRJNA232649,24705786,"",SRS520115,SAMN02486876,simple,7955,Danio rerio,GSM1299105,GEO,SRA122405,04,2014,Bazzini,Whole embryos,2h RPFs run 2,Whole embryos,TUAB,5hpf,sucrose cushion,GSM1299083
SRR1062711,4000000,3.04e+08,76,199,SRX399824,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP034750,PRJNA232649,24705786,"",SRS520115,SAMN02486876,simple,7955,Danio rerio,GSM1299105,GEO,SRA122405,04,2014,Bazzini,Whole embryos,2h RPFs run 2,Whole embryos,TUAB,5hpf,column,GSM1299084
SRR1062712,4000000,3.04e+08,76,206,SRX399824,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP034750,PRJNA232649,24705786,"",SRS520115,SAMN02486876,simple,7955,Danio rerio,GSM1299105,GEO,SRA122405,04,2014,Bazzini,Whole embryos,2h RPFs run 2,Whole embryos,TUAB,5hpf,column,GSM1299085
SRR1062713,4000000,3.04e+08,76,198,SRX399824,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP034750,PRJNA232649,24705786,"",SRS520115,SAMN02486876,simple,7955,Danio rerio,GSM1299105,GEO,SRA122405,04,2014,Bazzini,Whole embryos,2h RPFs run 2,Whole embryos,TUAB,5hpf,column,GSM1299086
SRR1062714,4000000,3.04e+08,76,208,SRX399824,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP034750,PRJNA232649,24705786,"",SRS520115,SAMN02486876,simple,7955,Danio rerio,GSM1299105,GEO,SRA122405,04,2014,Bazzini,Whole embryos,2h RPFs run 2,Whole embryos,TUAB,2hpf,column,GSM1299087
SRR1062715,4000000,3.04e+08,76,196,SRX399824,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP034750,PRJNA232649,24705786,"",SRS520115,SAMN02486876,simple,7955,Danio rerio,GSM1299105,GEO,SRA122405,04,2014,Bazzini,Whole embryos,2h RPFs run 2,Whole embryos,TUAB,12hpf,column,GSM1299088
SRR1062716,4000000,3.04e+08,76,201,SRX399824,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP034750,PRJNA232649,24705786,"",SRS520115,SAMN02486876,simple,7955,Danio rerio,GSM1299105,GEO,SRA122405,04,2014,Bazzini,Whole embryos,2h RPFs run 2,Whole embryos,TUAB,24hpf,column,GSM1299089
SRR1062717,4000000,3.04e+08,76,210,SRX399824,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP034750,PRJNA232649,24705786,"",SRS520115,SAMN02486876,simple,7955,Danio rerio,GSM1299105,GEO,SRA122405,04,2014,Bazzini,Whole embryos,2h RPFs run 2,Whole embryos,TUAB,48hpf,column,GSM1299090
SRR1062718,4000000,3.04e+08,76,203,SRX399824,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP034750,PRJNA232649,24705786,"",SRS520115,SAMN02486876,simple,7955,Danio rerio,GSM1299105,GEO,SRA122405,04,2014,Bazzini,Whole embryos,2h RPFs run 2,Whole embryos,TUAB,12hpf,column,GSM1299091
SRR1062719,4000000,3.04e+08,76,195,SRX399824,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP034750,PRJNA232649,24705786,"",SRS520115,SAMN02486876,simple,7955,Danio rerio,GSM1299105,GEO,SRA122405,04,2014,Bazzini,Whole embryos,2h RPFs run 2,Whole embryos,TUAB,12hpf,column,GSM1299092
SRR1062720,4000000,3.04e+08,76,206,SRX399824,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP034750,PRJNA232649,24705786,"",SRS520115,SAMN02486876,simple,7955,Danio rerio,GSM1299105,GEO,SRA122405,04,2014,Bazzini,Whole embryos,2h RPFs run 2,Whole embryos,TUAB,24hpf,column,GSM1299093
SRR1062721,4000000,3.04e+08,76,193,SRX399824,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP034750,PRJNA232649,24705786,"",SRS520115,SAMN02486876,simple,7955,Danio rerio,GSM1299105,GEO,SRA122405,04,2014,Bazzini,Whole embryos,2h RPFs run 2,Whole embryos,TUAB,48hpf,column,GSM1299094
SRR1062722,4000000,3.04e+08,76,205,SRX399824,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP034750,PRJNA232649,24705786,"",SRS520115,SAMN02486876,simple,7955,Danio rerio,GSM1299105,GEO,SRA122405,04,2014,Bazzini,Whole embryos,2h RPFs run 2,Whole embryos,TUAB,5hpf,column,GSM1299095
SRR1062723,1636346,124362296,76,87,SRX399824,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP034750,PRJNA232649,24705786,"",SRS520115,SAMN02486876,simple,7955,Danio rerio,GSM1299105,GEO,SRA122405,04,2014,Bazzini,Whole embryos,2h RPFs run 2,Whole embryos,TUAB,5hpf,column,GSM1299096
SRR1062724,4000000,3.04e+08,76,191,SRX399824,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP034750,PRJNA232649,24705786,"",SRS520115,SAMN02486876,simple,7955,Danio rerio,GSM1299105,GEO,SRA122405,04,2014,Bazzini,Whole embryos,2h RPFs run 2,Whole embryos,TUAB,5hpf,column,GSM1299097
SRR1062725,4000000,3.04e+08,76,202,SRX399824,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP034750,PRJNA232649,24705786,"",SRS520115,SAMN02486876,simple,7955,Danio rerio,GSM1299105,GEO,SRA122405,04,2014,Bazzini,Whole embryos,2h RPFs run 2,Whole embryos,TUAB,2hpf,column,GSM1299098
SRR1062726,4000000,3.04e+08,76,203,SRX399824,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP034750,PRJNA232649,24705786,"",SRS520115,SAMN02486876,simple,7955,Danio rerio,GSM1299105,GEO,SRA122405,04,2014,Bazzini,Whole embryos,2h RPFs run 2,Whole embryos,TUAB,12hpf,column,GSM1299099
SRR1062727,4000000,3.04e+08,76,202,SRX399824,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP034750,PRJNA232649,24705786,"",SRS520115,SAMN02486876,simple,7955,Danio rerio,GSM1299105,GEO,SRA122405,04,2014,Bazzini,Whole embryos,2h RPFs run 2,Whole embryos,TUAB,24hpf,column,GSM1299100
SRR1062728,4000000,3.04e+08,76,201,SRX399824,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP034750,PRJNA232649,24705786,"",SRS520115,SAMN02486876,simple,7955,Danio rerio,GSM1299105,GEO,SRA122405,04,2014,Bazzini,Whole embryos,2h RPFs run 2,Whole embryos,TUAB,48hpf,column,GSM1299101
SRR1062729,4000000,3.04e+08,76,210,SRX399824,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP034750,PRJNA232649,24705786,"",SRS520115,SAMN02486876,simple,7955,Danio rerio,GSM1299105,GEO,SRA122405,04,2014,Bazzini,Whole embryos,2h RPFs run 2,Whole embryos,TUAB,12hpf,column,GSM1299102
