Run,spots,bases,avgLength,size_MB,Experiment,LibraryName,LibraryStrategy,LibrarySelection,LibrarySource,LibraryLayout,InsertSize,InsertDev,Platform,Model,SRAStudy,BioProject,Study_Pubmed_id,ProjectID,Sample,BioSample,SampleType,TaxID,ScientificName,SampleName,CenterName,Submission,MONTH,YEAR,AUTHOR,sample_source,sample_title,source_name,media,strain,treatment,GEO Accession
SRR5766575,7417066,495271648,66,170,SRX2965970,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP110707,PRJNA392312,29198561,"",SRS2322999,SAMN07290977,simple,4932,Saccharomyces cerevisiae,GSM2689670,GEO,SRA582294,06,2017,Chou,Yeast,RNA_kti13D,Yeast,YPD,BY4741 with kti13D::kanMX,Cycloheximide,GSM2689670
SRR5766576,27812481,1635369928,58,783,SRX2965971,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP110707,PRJNA392312,29198561,"",SRS2323000,SAMN07290979,simple,4932,Saccharomyces cerevisiae,GSM2689671,GEO,SRA582294,06,2017,Chou,Yeast,RiboMeth_BY_f10_T4PNK,Yeast,YPD,BY4741,Cycloheximide,GSM2689671
SRR5766577,35888607,1993238541,55,963,SRX2965972,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP110707,PRJNA392312,29198561,"",SRS2323001,SAMN07290980,simple,4932,Saccharomyces cerevisiae,GSM2689672,GEO,SRA582294,06,2017,Chou,Yeast,RiboMeth_BY_f20_T4PNK,Yeast,YPD,BY4741,Cycloheximide,GSM2689672
SRR5766578,21447997,1269080660,59,614,SRX2965973,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP110707,PRJNA392312,29198561,"",SRS2323002,SAMN07290981,simple,4932,Saccharomyces cerevisiae,GSM2689673,GEO,SRA582294,06,2017,Chou,Yeast,RiboMeth_BY_f10_AnP,Yeast,YPD,BY4741,Cycloheximide,GSM2689673
SRR5766579,33315340,1854306983,55,899,SRX2965974,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP110707,PRJNA392312,29198561,"",SRS2323003,SAMN07291044,simple,4932,Saccharomyces cerevisiae,GSM2689674,GEO,SRA582294,06,2017,Chou,Yeast,RiboMeth_BY_f20_AnP,Yeast,YPD,BY4741,Cycloheximide,GSM2689674
SRR5766580,27394273,1592973550,58,759,SRX2965975,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP110707,PRJNA392312,29198561,"",SRS2323004,SAMN07291045,simple,4932,Saccharomyces cerevisiae,GSM2689675,GEO,SRA582294,06,2017,Chou,Yeast,RiboMeth_BY_f10_rSAP,Yeast,YPD,BY4741,Cycloheximide,GSM2689675
SRR5766581,29504455,1646265079,55,798,SRX2965976,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP110707,PRJNA392312,29198561,"",SRS2323005,SAMN07291046,simple,4932,Saccharomyces cerevisiae,GSM2689676,GEO,SRA582294,06,2017,Chou,Yeast,RiboMeth_BY_f20_rSAP,Yeast,YPD,BY4741,Cycloheximide,GSM2689676
SRR5766582,29335237,1704426496,58,813,SRX2965977,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP110707,PRJNA392312,29198561,"",SRS2323006,SAMN07291048,simple,4932,Saccharomyces cerevisiae,GSM2689677,GEO,SRA582294,06,2017,Chou,Yeast,RiboMeth_trm7D_f10_T4PNK,Yeast,YPD,BY4741 with trm7D::kanMX,Cycloheximide,GSM2689677
SRR5766583,30282582,1673863392,55,808,SRX2965978,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP110707,PRJNA392312,29198561,"",SRS2323007,SAMN07290960,simple,4932,Saccharomyces cerevisiae,GSM2689678,GEO,SRA582294,06,2017,Chou,Yeast,RiboMeth_trm7D_f20_T4PNK,Yeast,YPD,BY4741 with trm7D::kanMX,Cycloheximide,GSM2689678
SRR5766584,25062856,1484907445,59,709,SRX2965979,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP110707,PRJNA392312,29198561,"",SRS2323008,SAMN07290961,simple,4932,Saccharomyces cerevisiae,GSM2689679,GEO,SRA582294,06,2017,Chou,Yeast,RiboMeth_trm7D_f10_AnP,Yeast,YPD,BY4741 with trm7D::kanMX,Cycloheximide,GSM2689679
SRR5766585,30043107,1658170782,55,804,SRX2965980,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP110707,PRJNA392312,29198561,"",SRS2323009,SAMN07290972,simple,4932,Saccharomyces cerevisiae,GSM2689680,GEO,SRA582294,06,2017,Chou,Yeast,RiboMeth_trm7D_f20_AnP,Yeast,YPD,BY4741 with trm7D::kanMX,Cycloheximide,GSM2689680
SRR5766586,21427659,1252531042,58,603,SRX2965981,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP110707,PRJNA392312,29198561,"",SRS2323010,SAMN07290973,simple,4932,Saccharomyces cerevisiae,GSM2689681,GEO,SRA582294,06,2017,Chou,Yeast,RiboMeth_trm7D_f10_rSAP,Yeast,YPD,BY4741 with trm7D::kanMX,Cycloheximide,GSM2689681
SRR5766587,29924995,1674135034,55,808,SRX2965982,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP110707,PRJNA392312,29198561,"",SRS2323011,SAMN07291047,simple,4932,Saccharomyces cerevisiae,GSM2689682,GEO,SRA582294,06,2017,Chou,Yeast,RiboMeth_trm7D_f20_rSAP,Yeast,YPD,BY4741 with trm7D::kanMX,Cycloheximide,GSM2689682
SRR5766588,28466386,1665557256,58,796,SRX2965983,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP110707,PRJNA392312,29198561,"",SRS2323012,SAMN07291042,simple,4932,Saccharomyces cerevisiae,GSM2689683,GEO,SRA582294,06,2017,Chou,Yeast,RiboMeth_trm3D_f10_T4PNK,Yeast,YPD,BY4741 with trm3D::kanMX,Cycloheximide,GSM2689683
SRR5766589,29201943,1612054598,55,778,SRX2965984,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP110707,PRJNA392312,29198561,"",SRS2323013,SAMN07291043,simple,4932,Saccharomyces cerevisiae,GSM2689684,GEO,SRA582294,06,2017,Chou,Yeast,RiboMeth_trm3D_f20_T4PNK,Yeast,YPD,BY4741 with trm3D::kanMX,Cycloheximide,GSM2689684
SRR5766590,25775594,1514604080,58,723,SRX2965985,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP110707,PRJNA392312,29198561,"",SRS2323014,SAMN07291041,simple,4932,Saccharomyces cerevisiae,GSM2689685,GEO,SRA582294,06,2017,Chou,Yeast,RiboMeth_trm3D_f10_AnP,Yeast,YPD,BY4741 with trm3D::kanMX,Cycloheximide,GSM2689685
SRR5766591,27330148,1530668504,56,745,SRX2965986,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP110707,PRJNA392312,29198561,"",SRS2323015,SAMN07291040,simple,4932,Saccharomyces cerevisiae,GSM2689686,GEO,SRA582294,06,2017,Chou,Yeast,RiboMeth_trm3D_f20_AnP,Yeast,YPD,BY4741 with trm3D::kanMX,Cycloheximide,GSM2689686
SRR5766592,22039247,1287460558,58,617,SRX2965987,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP110707,PRJNA392312,29198561,"",SRS2323016,SAMN07291036,simple,4932,Saccharomyces cerevisiae,GSM2689687,GEO,SRA582294,06,2017,Chou,Yeast,RiboMeth_trm3D_f10_rSAP,Yeast,YPD,BY4741 with trm3D::kanMX,Cycloheximide,GSM2689687
SRR5766593,29336697,1621225345,55,784,SRX2965988,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP110707,PRJNA392312,29198561,"",SRS2323017,SAMN07291038,simple,4932,Saccharomyces cerevisiae,GSM2689688,GEO,SRA582294,06,2017,Chou,Yeast,RiboMeth_trm3D_f20_rSAP,Yeast,YPD,BY4741 with trm3D::kanMX,Cycloheximide,GSM2689688
SRR5766594,27180430,1549678084,57,767,SRX2965989,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP110707,PRJNA392312,29198561,"",SRS2323018,SAMN07291037,simple,4932,Saccharomyces cerevisiae,GSM2689689,GEO,SRA582294,06,2017,Chou,Yeast,RiboMeth_BY4741_1,Yeast,YPD,BY4741,Cycloheximide,GSM2689689
SRR5766595,28834456,1630753465,56,804,SRX2965990,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP110707,PRJNA392312,29198561,"",SRS2323019,SAMN07291039,simple,4932,Saccharomyces cerevisiae,GSM2689690,GEO,SRA582294,06,2017,Chou,Yeast,RiboMeth_BY4741_2,Yeast,YPD,BY4741,Cycloheximide,GSM2689690
SRR5766596,22051382,1237797687,56,615,SRX2965991,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP110707,PRJNA392312,29198561,"",SRS2323020,SAMN07291029,simple,4932,Saccharomyces cerevisiae,GSM2689691,GEO,SRA582294,06,2017,Chou,Yeast,RiboMeth_trm3D_1,Yeast,YPD,BY4741 with trm3D::kanMX,Cycloheximide,GSM2689691
SRR5766597,28584878,1619704184,56,800,SRX2965992,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP110707,PRJNA392312,29198561,"",SRS2323021,SAMN07291028,simple,4932,Saccharomyces cerevisiae,GSM2689692,GEO,SRA582294,06,2017,Chou,Yeast,RiboMeth_trm3D_2,Yeast,YPD,BY4741 with trm3D::kanMX,Cycloheximide,GSM2689692
SRR5766598,28932763,1637381265,56,806,SRX2965993,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP110707,PRJNA392312,29198561,"",SRS2323022,SAMN07291030,simple,4932,Saccharomyces cerevisiae,GSM2689693,GEO,SRA582294,06,2017,Chou,Yeast,RiboMeth_trm7D_1,Yeast,YPD,BY4741 with trm7D::kanMX,Cycloheximide,GSM2689693
SRR5766599,26423150,1496107980,56,738,SRX2965994,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP110707,PRJNA392312,29198561,"",SRS2323023,SAMN07291031,simple,4932,Saccharomyces cerevisiae,GSM2689694,GEO,SRA582294,06,2017,Chou,Yeast,RiboMeth_trm7D_2,Yeast,YPD,BY4741 with trm7D::kanMX,Cycloheximide,GSM2689694
SRR5766600,28326000,1620323102,57,800,SRX2965995,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP110707,PRJNA392312,29198561,"",SRS2323024,SAMN07291032,simple,4932,Saccharomyces cerevisiae,GSM2689695,GEO,SRA582294,06,2017,Chou,Yeast,RiboMeth_trm13D_1,Yeast,YPD,BY4741 with trm13D::kanMX,Cycloheximide,GSM2689695
SRR5766601,26242265,1524422236,58,754,SRX2965996,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP110707,PRJNA392312,29198561,"",SRS2323025,SAMN07291035,simple,4932,Saccharomyces cerevisiae,GSM2689696,GEO,SRA582294,06,2017,Chou,Yeast,RiboMeth_trm13D_2,Yeast,YPD,BY4741 with trm13D::kanMX,Cycloheximide,GSM2689696
SRR5766602,27246250,1581522282,58,782,SRX2965997,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP110707,PRJNA392312,29198561,"",SRS2323026,SAMN07291034,simple,4932,Saccharomyces cerevisiae,GSM2689697,GEO,SRA582294,06,2017,Chou,Yeast,RiboMeth_trm44D_1,Yeast,YPD,BY4741 with trm44D::kanMX,Cycloheximide,GSM2689697
SRR5766603,27872078,1620875228,58,801,SRX2965998,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP110707,PRJNA392312,29198561,"",SRS2323027,SAMN07291033,simple,4932,Saccharomyces cerevisiae,GSM2689698,GEO,SRA582294,06,2017,Chou,Yeast,RiboMeth_trm44D_2,Yeast,YPD,BY4741 with trm44D::kanMX,Cycloheximide,GSM2689698
SRR5766604,23999632,1376180654,57,684,SRX2965999,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP110707,PRJNA392312,29198561,"",SRS2323029,SAMN07291024,simple,4932,Saccharomyces cerevisiae,GSM2689699,GEO,SRA582294,06,2017,Chou,Yeast,RiboMeth_trm732D_1,Yeast,YPD,BY4741 with trm732D::kanMX,Cycloheximide,GSM2689699
SRR5766605,27425698,1582134169,57,781,SRX2966000,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP110707,PRJNA392312,29198561,"",SRS2323028,SAMN07291025,simple,4932,Saccharomyces cerevisiae,GSM2689700,GEO,SRA582294,06,2017,Chou,Yeast,RiboMeth_trm732D_2,Yeast,YPD,BY4741 with trm732D::kanMX,Cycloheximide,GSM2689700
SRR5766606,26687861,1539735894,57,763,SRX2966001,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP110707,PRJNA392312,29198561,"",SRS2323030,SAMN07291026,simple,4932,Saccharomyces cerevisiae,GSM2689701,GEO,SRA582294,06,2017,Chou,Yeast,RiboMeth_trm734/rtt10D_1,Yeast,YPD,BY4741 with rtt10D::kanMX,Cycloheximide,GSM2689701
SRR5766607,25608848,1501882193,58,743,SRX2966002,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP110707,PRJNA392312,29198561,"",SRS2323031,SAMN07291027,simple,4932,Saccharomyces cerevisiae,GSM2689702,GEO,SRA582294,06,2017,Chou,Yeast,RiboMeth_trm734/rtt10D_2,Yeast,YPD,BY4741 with rtt10D::kanMX,Cycloheximide,GSM2689702
SRR6075747,41356422,2816756549,68,1074,SRX3216133,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP110707,PRJNA392312,29198561,"",SRS2541208,SAMN07701810,simple,4932,Saccharomyces cerevisiae,GSM2793656,GEO,SRA582294,10,2019,Chou,Yeast,Ribo_noCHX_1_BY4741,Yeast,YPD,BY4741,No,GSM2793656
SRR6075748,39290001,2664134652,67,1011,SRX3216134,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP110707,PRJNA392312,29198561,"",SRS2541209,SAMN07701815,simple,4932,Saccharomyces cerevisiae,GSM2793657,GEO,SRA582294,10,2019,Chou,Yeast,Ribo_noCHX_2_elp3D,Yeast,YPD,BY4741,No,GSM2793657
SRR6075749,40868299,2800847390,68,1077,SRX3216135,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP110707,PRJNA392312,29198561,"",SRS2541210,SAMN07701814,simple,4932,Saccharomyces cerevisiae,GSM2793658,GEO,SRA582294,10,2019,Chou,Yeast,Ribo_noCHX_3_mod5D,Yeast,YPD,BY4741,No,GSM2793658
SRR6075750,38776786,2654395908,68,1006,SRX3216136,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP110707,PRJNA392312,29198561,"",SRS2541211,SAMN07701813,simple,4932,Saccharomyces cerevisiae,GSM2793659,GEO,SRA582294,10,2019,Chou,Yeast,Ribo_noCHX_4_tan1D,Yeast,YPD,BY4741,No,GSM2793659
SRR6075751,38458826,2569676410,66,982,SRX3216137,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP110707,PRJNA392312,29198561,"",SRS2541212,SAMN07701812,simple,4932,Saccharomyces cerevisiae,GSM2793660,GEO,SRA582294,10,2019,Chou,Yeast,Ribo_noCHX_5_trm7D,Yeast,YPD,BY4741,No,GSM2793660
SRR6075752,38123734,2599697573,68,989,SRX3216138,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP110707,PRJNA392312,29198561,"",SRS2541214,SAMN07701811,simple,4932,Saccharomyces cerevisiae,GSM2793661,GEO,SRA582294,10,2019,Chou,Yeast,Ribo_noCHX_6_tyw4D,Yeast,YPD,BY4741,No,GSM2793661
