Run,spots,bases,avgLength,size_MB,Experiment,LibraryName,LibraryStrategy,LibrarySelection,LibrarySource,LibraryLayout,InsertSize,InsertDev,Platform,Model,SRAStudy,BioProject,Study_Pubmed_id,ProjectID,Sample,BioSample,SampleType,TaxID,ScientificName,SampleName,CenterName,Submission,MONTH,YEAR,AUTHOR,sample_source,sample_title,source_name,genotype/variation,ploidy,culture condition,timepoint,experiment type,molecule subtype,GEO Accession
SRR9897173,50108221,2505411050,50,851,SRX6649130,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,SRP217268,PRJNA558435,32432546,"",SRS5210967,SAMN12478417,simple,4932,Saccharomyces cerevisiae,GSM4006639,GEO,SRA931998,04,2020,Maitra,Transcriptional_Profile_70 fL,07B_TP_RPL34B,Transcriptional_Profile_70 fL,"rpl34b{delta}::KanMX/rpl34b{delta}::KanMX, BY4743 otherwise",diploid,"Growth at 30°C in YPD (1% w/v yeast extract, 2% w/v peptone, 2% w/v dextrose)",70 fL,Transcriptional Profiling,PolyA RNA,GSM4006639
SRR9897174,52684488,2634224400,50,888,SRX6649131,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,SRP217268,PRJNA558435,32432546,"",SRS5210968,SAMN12478416,simple,4932,Saccharomyces cerevisiae,GSM4006640,GEO,SRA931998,04,2020,Maitra,Transcriptional_Profile_70 fL,07C_TP_RPL34B,Transcriptional_Profile_70 fL,"rpl34b{delta}::KanMX/rpl34b{delta}::KanMX, BY4743 otherwise",diploid,"Growth at 30°C in YPD (1% w/v yeast extract, 2% w/v peptone, 2% w/v dextrose)",70 fL,Transcriptional Profiling,PolyA RNA,GSM4006640
SRR9897175,49930810,2496540500,50,833,SRX6649132,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,SRP217268,PRJNA558435,32432546,"",SRS5210969,SAMN12478415,simple,4932,Saccharomyces cerevisiae,GSM4006641,GEO,SRA931998,04,2020,Maitra,Transcriptional_Profile_75 fL,08A_TP_RPL34B,Transcriptional_Profile_75 fL,"rpl34b{delta}::KanMX/rpl34b{delta}::KanMX, BY4743 otherwise",diploid,"Growth at 30°C in YPD (1% w/v yeast extract, 2% w/v peptone, 2% w/v dextrose)",75 fL,Transcriptional Profiling,PolyA RNA,GSM4006641
SRR9897176,14338451,716922550,50,235,SRX6649133,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,SRP217268,PRJNA558435,32432546,"",SRS5210970,SAMN12478414,simple,4932,Saccharomyces cerevisiae,GSM4006642,GEO,SRA931998,04,2020,Maitra,Transcriptional_Profile_75 fL,08B_TP_RPL34B,Transcriptional_Profile_75 fL,"rpl34b{delta}::KanMX/rpl34b{delta}::KanMX, BY4743 otherwise",diploid,"Growth at 30°C in YPD (1% w/v yeast extract, 2% w/v peptone, 2% w/v dextrose)",75 fL,Transcriptional Profiling,PolyA RNA,GSM4006642
SRR9897177,34337950,1716897500,50,578,SRX6649134,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,SRP217268,PRJNA558435,32432546,"",SRS5210971,SAMN12478413,simple,4932,Saccharomyces cerevisiae,GSM4006643,GEO,SRA931998,04,2020,Maitra,Transcriptional_Profile_75 fL,08C_TP_RPL34B,Transcriptional_Profile_75 fL,"rpl34b{delta}::KanMX/rpl34b{delta}::KanMX, BY4743 otherwise",diploid,"Growth at 30°C in YPD (1% w/v yeast extract, 2% w/v peptone, 2% w/v dextrose)",75 fL,Transcriptional Profiling,PolyA RNA,GSM4006643
SRR9897339,31727877,1586393850,50,444,SRX6649135,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,SRP217268,PRJNA558435,32432546,"",SRS5210972,SAMN12478336,simple,4932,Saccharomyces cerevisiae,GSM4006453,GEO,SRA931998,04,2020,Maitra,Ribosome_Profile_40 fL,01B_RP_RPL22A,Ribosome_Profile_40 fL,"rpl22a{delta}::KanMX/rpl22a{delta}::KanMX, BY4743 otherwise",diploid,"Growth at 30°C in YPD (1% w/v yeast extract, 2% w/v peptone, 2% w/v dextrose)",40 fL,Ribosome Profiling,Protected RNA,GSM4006453
SRR9897340,33046886,1652344300,50,535,SRX6649136,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,SRP217268,PRJNA558435,32432546,"",SRS5210973,SAMN12478335,simple,4932,Saccharomyces cerevisiae,GSM4006454,GEO,SRA931998,04,2020,Maitra,Ribosome_Profile_40 fL,01C_RP_RPL22A,Ribosome_Profile_40 fL,"rpl22a{delta}::KanMX/rpl22a{delta}::KanMX, BY4743 otherwise",diploid,"Growth at 30°C in YPD (1% w/v yeast extract, 2% w/v peptone, 2% w/v dextrose)",40 fL,Ribosome Profiling,Protected RNA,GSM4006454
SRR9897341,34675765,1733788250,50,563,SRX6649137,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,SRP217268,PRJNA558435,32432546,"",SRS5210974,SAMN12478334,simple,4932,Saccharomyces cerevisiae,GSM4006455,GEO,SRA931998,04,2020,Maitra,Ribosome_Profile_45 fL,02A_RP_RPL22A,Ribosome_Profile_45 fL,"rpl22a{delta}::KanMX/rpl22a{delta}::KanMX, BY4743 otherwise",diploid,"Growth at 30°C in YPD (1% w/v yeast extract, 2% w/v peptone, 2% w/v dextrose)",45 fL,Ribosome Profiling,Protected RNA,GSM4006455
SRR9897342,42684628,2134231400,50,691,SRX6649138,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,SRP217268,PRJNA558435,32432546,"",SRS5210975,SAMN12478333,simple,4932,Saccharomyces cerevisiae,GSM4006456,GEO,SRA931998,04,2020,Maitra,Ribosome_Profile_45 fL,02B_RP_RPL22A,Ribosome_Profile_45 fL,"rpl22a{delta}::KanMX/rpl22a{delta}::KanMX, BY4743 otherwise",diploid,"Growth at 30°C in YPD (1% w/v yeast extract, 2% w/v peptone, 2% w/v dextrose)",45 fL,Ribosome Profiling,Protected RNA,GSM4006456
SRR9897343,36616315,1830815750,50,607,SRX6649139,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,SRP217268,PRJNA558435,32432546,"",SRS5210976,SAMN12478332,simple,4932,Saccharomyces cerevisiae,GSM4006457,GEO,SRA931998,04,2020,Maitra,Ribosome_Profile_45 fL,02C_RP_RPL22A,Ribosome_Profile_45 fL,"rpl22a{delta}::KanMX/rpl22a{delta}::KanMX, BY4743 otherwise",diploid,"Growth at 30°C in YPD (1% w/v yeast extract, 2% w/v peptone, 2% w/v dextrose)",45 fL,Ribosome Profiling,Protected RNA,GSM4006457
SRR9897344,43268798,2163439900,50,705,SRX6649140,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,SRP217268,PRJNA558435,32432546,"",SRS5210977,SAMN12478331,simple,4932,Saccharomyces cerevisiae,GSM4006458,GEO,SRA931998,04,2020,Maitra,Ribosome_Profile_50 fL,03A_RP_RPL22A,Ribosome_Profile_50 fL,"rpl22a{delta}::KanMX/rpl22a{delta}::KanMX, BY4743 otherwise",diploid,"Growth at 30°C in YPD (1% w/v yeast extract, 2% w/v peptone, 2% w/v dextrose)",50 fL,Ribosome Profiling,Protected RNA,GSM4006458
SRR9897345,38348600,1917430000,50,630,SRX6649141,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,SRP217268,PRJNA558435,32432546,"",SRS5210978,SAMN12478330,simple,4932,Saccharomyces cerevisiae,GSM4006459,GEO,SRA931998,04,2020,Maitra,Ribosome_Profile_50 fL,03B_RP_RPL22A,Ribosome_Profile_50 fL,"rpl22a{delta}::KanMX/rpl22a{delta}::KanMX, BY4743 otherwise",diploid,"Growth at 30°C in YPD (1% w/v yeast extract, 2% w/v peptone, 2% w/v dextrose)",50 fL,Ribosome Profiling,Protected RNA,GSM4006459
SRR9897346,39648980,1982449000,50,656,SRX6649142,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,SRP217268,PRJNA558435,32432546,"",SRS5210979,SAMN12478329,simple,4932,Saccharomyces cerevisiae,GSM4006460,GEO,SRA931998,04,2020,Maitra,Ribosome_Profile_50 fL,03C_RP_RPL22A,Ribosome_Profile_50 fL,"rpl22a{delta}::KanMX/rpl22a{delta}::KanMX, BY4743 otherwise",diploid,"Growth at 30°C in YPD (1% w/v yeast extract, 2% w/v peptone, 2% w/v dextrose)",50 fL,Ribosome Profiling,Protected RNA,GSM4006460
SRR9897347,40016621,2000831050,50,658,SRX6649143,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,SRP217268,PRJNA558435,32432546,"",SRS5210980,SAMN12478328,simple,4932,Saccharomyces cerevisiae,GSM4006461,GEO,SRA931998,04,2020,Maitra,Ribosome_Profile_55 fL,04A_RP_RPL22A,Ribosome_Profile_55 fL,"rpl22a{delta}::KanMX/rpl22a{delta}::KanMX, BY4743 otherwise",diploid,"Growth at 30°C in YPD (1% w/v yeast extract, 2% w/v peptone, 2% w/v dextrose)",55 fL,Ribosome Profiling,Protected RNA,GSM4006461
SRR9897178,48019207,2400960350,50,791,SRX6649144,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,SRP217268,PRJNA558435,32432546,"",SRS5210981,SAMN12478327,simple,4932,Saccharomyces cerevisiae,GSM4006462,GEO,SRA931998,04,2020,Maitra,Ribosome_Profile_55 fL,04B_RP_RPL22A,Ribosome_Profile_55 fL,"rpl22a{delta}::KanMX/rpl22a{delta}::KanMX, BY4743 otherwise",diploid,"Growth at 30°C in YPD (1% w/v yeast extract, 2% w/v peptone, 2% w/v dextrose)",55 fL,Ribosome Profiling,Protected RNA,GSM4006462
SRR9897179,42628276,2131413800,50,690,SRX6649145,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,SRP217268,PRJNA558435,32432546,"",SRS5210982,SAMN12478326,simple,4932,Saccharomyces cerevisiae,GSM4006463,GEO,SRA931998,04,2020,Maitra,Ribosome_Profile_55 fL,04C_RP_RPL22A,Ribosome_Profile_55 fL,"rpl22a{delta}::KanMX/rpl22a{delta}::KanMX, BY4743 otherwise",diploid,"Growth at 30°C in YPD (1% w/v yeast extract, 2% w/v peptone, 2% w/v dextrose)",55 fL,Ribosome Profiling,Protected RNA,GSM4006463
SRR9897180,38405666,1920283300,50,644,SRX6649146,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,SRP217268,PRJNA558435,32432546,"",SRS5210983,SAMN12478325,simple,4932,Saccharomyces cerevisiae,GSM4006464,GEO,SRA931998,04,2020,Maitra,Ribosome_Profile_60 fL,05A_RP_RPL22A,Ribosome_Profile_60 fL,"rpl22a{delta}::KanMX/rpl22a{delta}::KanMX, BY4743 otherwise",diploid,"Growth at 30°C in YPD (1% w/v yeast extract, 2% w/v peptone, 2% w/v dextrose)",60 fL,Ribosome Profiling,Protected RNA,GSM4006464
SRR9897181,48562220,2428111000,50,808,SRX6649147,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,SRP217268,PRJNA558435,32432546,"",SRS5210984,SAMN12478324,simple,4932,Saccharomyces cerevisiae,GSM4006465,GEO,SRA931998,04,2020,Maitra,Ribosome_Profile_60 fL,05B_RP_RPL22A,Ribosome_Profile_60 fL,"rpl22a{delta}::KanMX/rpl22a{delta}::KanMX, BY4743 otherwise",diploid,"Growth at 30°C in YPD (1% w/v yeast extract, 2% w/v peptone, 2% w/v dextrose)",60 fL,Ribosome Profiling,Protected RNA,GSM4006465
SRR9897182,36332773,1816638650,50,598,SRX6649148,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,SRP217268,PRJNA558435,32432546,"",SRS5210985,SAMN12478323,simple,4932,Saccharomyces cerevisiae,GSM4006466,GEO,SRA931998,04,2020,Maitra,Ribosome_Profile_60 fL,05C_RP_RPL22A,Ribosome_Profile_60 fL,"rpl22a{delta}::KanMX/rpl22a{delta}::KanMX, BY4743 otherwise",diploid,"Growth at 30°C in YPD (1% w/v yeast extract, 2% w/v peptone, 2% w/v dextrose)",60 fL,Ribosome Profiling,Protected RNA,GSM4006466
SRR9897183,42231218,2111560900,50,701,SRX6649149,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,SRP217268,PRJNA558435,32432546,"",SRS5210986,SAMN12478322,simple,4932,Saccharomyces cerevisiae,GSM4006467,GEO,SRA931998,04,2020,Maitra,Ribosome_Profile_65 fL,06A_RP_RPL22A,Ribosome_Profile_65 fL,"rpl22a{delta}::KanMX/rpl22a{delta}::KanMX, BY4743 otherwise",diploid,"Growth at 30°C in YPD (1% w/v yeast extract, 2% w/v peptone, 2% w/v dextrose)",65 fL,Ribosome Profiling,Protected RNA,GSM4006467
SRR9897184,26963945,1348197250,50,445,SRX6649150,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,SRP217268,PRJNA558435,32432546,"",SRS5210987,SAMN12478321,simple,4932,Saccharomyces cerevisiae,GSM4006468,GEO,SRA931998,04,2020,Maitra,Ribosome_Profile_65 fL,06B_RP_RPL22A,Ribosome_Profile_65 fL,"rpl22a{delta}::KanMX/rpl22a{delta}::KanMX, BY4743 otherwise",diploid,"Growth at 30°C in YPD (1% w/v yeast extract, 2% w/v peptone, 2% w/v dextrose)",65 fL,Ribosome Profiling,Protected RNA,GSM4006468
SRR9897185,37254874,1862743700,50,609,SRX6649151,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,SRP217268,PRJNA558435,32432546,"",SRS5210988,SAMN12478357,simple,4932,Saccharomyces cerevisiae,GSM4006469,GEO,SRA931998,04,2020,Maitra,Ribosome_Profile_65 fL,06C_RP_RPL22A,Ribosome_Profile_65 fL,"rpl22a{delta}::KanMX/rpl22a{delta}::KanMX, BY4743 otherwise",diploid,"Growth at 30°C in YPD (1% w/v yeast extract, 2% w/v peptone, 2% w/v dextrose)",65 fL,Ribosome Profiling,Protected RNA,GSM4006469
SRR9897186,46543810,2327190500,50,754,SRX6649152,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,SRP217268,PRJNA558435,32432546,"",SRS5210989,SAMN12478356,simple,4932,Saccharomyces cerevisiae,GSM4006470,GEO,SRA931998,04,2020,Maitra,Ribosome_Profile_70 fL,07A_RP_RPL22A,Ribosome_Profile_70 fL,"rpl22a{delta}::KanMX/rpl22a{delta}::KanMX, BY4743 otherwise",diploid,"Growth at 30°C in YPD (1% w/v yeast extract, 2% w/v peptone, 2% w/v dextrose)",70 fL,Ribosome Profiling,Protected RNA,GSM4006470
SRR9897187,50405113,2520255650,50,831,SRX6649153,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,SRP217268,PRJNA558435,32432546,"",SRS5210990,SAMN12478355,simple,4932,Saccharomyces cerevisiae,GSM4006471,GEO,SRA931998,04,2020,Maitra,Ribosome_Profile_70 fL,07B_RP_RPL22A,Ribosome_Profile_70 fL,"rpl22a{delta}::KanMX/rpl22a{delta}::KanMX, BY4743 otherwise",diploid,"Growth at 30°C in YPD (1% w/v yeast extract, 2% w/v peptone, 2% w/v dextrose)",70 fL,Ribosome Profiling,Protected RNA,GSM4006471
SRR9897188,40028574,2001428700,50,656,SRX6649154,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,SRP217268,PRJNA558435,32432546,"",SRS5210991,SAMN12478354,simple,4932,Saccharomyces cerevisiae,GSM4006472,GEO,SRA931998,04,2020,Maitra,Ribosome_Profile_70 fL,07C_RP_RPL22A,Ribosome_Profile_70 fL,"rpl22a{delta}::KanMX/rpl22a{delta}::KanMX, BY4743 otherwise",diploid,"Growth at 30°C in YPD (1% w/v yeast extract, 2% w/v peptone, 2% w/v dextrose)",70 fL,Ribosome Profiling,Protected RNA,GSM4006472
SRR9897189,39632640,1981632000,50,653,SRX6649155,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,SRP217268,PRJNA558435,32432546,"",SRS5210992,SAMN12478353,simple,4932,Saccharomyces cerevisiae,GSM4006473,GEO,SRA931998,04,2020,Maitra,Ribosome_Profile_75 fL,08A_RP_RPL22A,Ribosome_Profile_75 fL,"rpl22a{delta}::KanMX/rpl22a{delta}::KanMX, BY4743 otherwise",diploid,"Growth at 30°C in YPD (1% w/v yeast extract, 2% w/v peptone, 2% w/v dextrose)",75 fL,Ribosome Profiling,Protected RNA,GSM4006473
SRR9897190,38908228,1945411400,50,638,SRX6649156,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,SRP217268,PRJNA558435,32432546,"",SRS5210993,SAMN12478352,simple,4932,Saccharomyces cerevisiae,GSM4006474,GEO,SRA931998,04,2020,Maitra,Ribosome_Profile_75 fL,08B_RP_RPL22A,Ribosome_Profile_75 fL,"rpl22a{delta}::KanMX/rpl22a{delta}::KanMX, BY4743 otherwise",diploid,"Growth at 30°C in YPD (1% w/v yeast extract, 2% w/v peptone, 2% w/v dextrose)",75 fL,Ribosome Profiling,Protected RNA,GSM4006474
SRR9897191,34973999,1748699950,50,573,SRX6649157,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,SRP217268,PRJNA558435,32432546,"",SRS5210994,SAMN12478351,simple,4932,Saccharomyces cerevisiae,GSM4006475,GEO,SRA931998,04,2020,Maitra,Ribosome_Profile_75 fL,08C_RP_RPL22A,Ribosome_Profile_75 fL,"rpl22a{delta}::KanMX/rpl22a{delta}::KanMX, BY4743 otherwise",diploid,"Growth at 30°C in YPD (1% w/v yeast extract, 2% w/v peptone, 2% w/v dextrose)",75 fL,Ribosome Profiling,Protected RNA,GSM4006475
SRR9897192,85208873,4260443650,50,1432,SRX6649158,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,SRP217268,PRJNA558435,32432546,"",SRS5210995,SAMN12478350,simple,4932,Saccharomyces cerevisiae,GSM4006476,GEO,SRA931998,04,2020,Maitra,Transcriptional_Profile_40 fL,01A_TP_RPL22A,Transcriptional_Profile_40 fL,"rpl22a{delta}::KanMX/rpl22a{delta}::KanMX, BY4743 otherwise",diploid,"Growth at 30°C in YPD (1% w/v yeast extract, 2% w/v peptone, 2% w/v dextrose)",40 fL,Transcriptional Profiling,PolyA RNA,GSM4006476
SRR9897193,34842850,1742142500,50,608,SRX6649159,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,SRP217268,PRJNA558435,32432546,"",SRS5210996,SAMN12478349,simple,4932,Saccharomyces cerevisiae,GSM4006477,GEO,SRA931998,04,2020,Maitra,Transcriptional_Profile_40 fL,01B_TP_RPL22A,Transcriptional_Profile_40 fL,"rpl22a{delta}::KanMX/rpl22a{delta}::KanMX, BY4743 otherwise",diploid,"Growth at 30°C in YPD (1% w/v yeast extract, 2% w/v peptone, 2% w/v dextrose)",40 fL,Transcriptional Profiling,PolyA RNA,GSM4006477
SRR9897194,11965329,598266450,50,232,SRX6649160,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,SRP217268,PRJNA558435,32432546,"",SRS5210997,SAMN12478348,simple,4932,Saccharomyces cerevisiae,GSM4006478,GEO,SRA931998,04,2020,Maitra,Transcriptional_Profile_40 fL,01C_TP_RPL22A,Transcriptional_Profile_40 fL,"rpl22a{delta}::KanMX/rpl22a{delta}::KanMX, BY4743 otherwise",diploid,"Growth at 30°C in YPD (1% w/v yeast extract, 2% w/v peptone, 2% w/v dextrose)",40 fL,Transcriptional Profiling,PolyA RNA,GSM4006478
SRR9897195,88689059,4434452950,50,1481,SRX6649161,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,SRP217268,PRJNA558435,32432546,"",SRS5210998,SAMN12478347,simple,4932,Saccharomyces cerevisiae,GSM4006479,GEO,SRA931998,04,2020,Maitra,Transcriptional_Profile_45 fL,02A_TP_RPL22A,Transcriptional_Profile_45 fL,"rpl22a{delta}::KanMX/rpl22a{delta}::KanMX, BY4743 otherwise",diploid,"Growth at 30°C in YPD (1% w/v yeast extract, 2% w/v peptone, 2% w/v dextrose)",45 fL,Transcriptional Profiling,PolyA RNA,GSM4006479
SRR9897196,36857635,1842881750,50,605,SRX6649162,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,SRP217268,PRJNA558435,32432546,"",SRS5210999,SAMN12478346,simple,4932,Saccharomyces cerevisiae,GSM4006480,GEO,SRA931998,04,2020,Maitra,Transcriptional_Profile_45 fL,02B_TP_RPL22A,Transcriptional_Profile_45 fL,"rpl22a{delta}::KanMX/rpl22a{delta}::KanMX, BY4743 otherwise",diploid,"Growth at 30°C in YPD (1% w/v yeast extract, 2% w/v peptone, 2% w/v dextrose)",45 fL,Transcriptional Profiling,PolyA RNA,GSM4006480
SRR9897197,18669291,933464550,50,349,SRX6649163,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,SRP217268,PRJNA558435,32432546,"",SRS5211000,SAMN12478345,simple,4932,Saccharomyces cerevisiae,GSM4006481,GEO,SRA931998,04,2020,Maitra,Transcriptional_Profile_45 fL,02C_TP_RPL22A,Transcriptional_Profile_45 fL,"rpl22a{delta}::KanMX/rpl22a{delta}::KanMX, BY4743 otherwise",diploid,"Growth at 30°C in YPD (1% w/v yeast extract, 2% w/v peptone, 2% w/v dextrose)",45 fL,Transcriptional Profiling,PolyA RNA,GSM4006481
SRR9897198,24040670,1202033500,50,395,SRX6649164,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,SRP217268,PRJNA558435,32432546,"",SRS5211001,SAMN12478499,simple,4932,Saccharomyces cerevisiae,GSM4006482,GEO,SRA931998,04,2020,Maitra,Transcriptional_Profile_50 fL,03A_TP_RPL22A,Transcriptional_Profile_50 fL,"rpl22a{delta}::KanMX/rpl22a{delta}::KanMX, BY4743 otherwise",diploid,"Growth at 30°C in YPD (1% w/v yeast extract, 2% w/v peptone, 2% w/v dextrose)",50 fL,Transcriptional Profiling,PolyA RNA,GSM4006482
SRR9897199,77989085,3899454250,50,1290,SRX6649165,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,SRP217268,PRJNA558435,32432546,"",SRS5211002,SAMN12478498,simple,4932,Saccharomyces cerevisiae,GSM4006483,GEO,SRA931998,04,2020,Maitra,Transcriptional_Profile_50 fL,03B_TP_RPL22A,Transcriptional_Profile_50 fL,"rpl22a{delta}::KanMX/rpl22a{delta}::KanMX, BY4743 otherwise",diploid,"Growth at 30°C in YPD (1% w/v yeast extract, 2% w/v peptone, 2% w/v dextrose)",50 fL,Transcriptional Profiling,PolyA RNA,GSM4006483
SRR9897200,24703862,1235193100,50,477,SRX6649166,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,SRP217268,PRJNA558435,32432546,"",SRS5211003,SAMN12478497,simple,4932,Saccharomyces cerevisiae,GSM4006484,GEO,SRA931998,04,2020,Maitra,Transcriptional_Profile_50 fL,03C_TP_RPL22A,Transcriptional_Profile_50 fL,"rpl22a{delta}::KanMX/rpl22a{delta}::KanMX, BY4743 otherwise",diploid,"Growth at 30°C in YPD (1% w/v yeast extract, 2% w/v peptone, 2% w/v dextrose)",50 fL,Transcriptional Profiling,PolyA RNA,GSM4006484
SRR9897201,9171745,458587250,50,155,SRX6649167,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,SRP217268,PRJNA558435,32432546,"",SRS5211004,SAMN12478496,simple,4932,Saccharomyces cerevisiae,GSM4006485,GEO,SRA931998,04,2020,Maitra,Transcriptional_Profile_55 fL,04A_TP_RPL22A,Transcriptional_Profile_55 fL,"rpl22a{delta}::KanMX/rpl22a{delta}::KanMX, BY4743 otherwise",diploid,"Growth at 30°C in YPD (1% w/v yeast extract, 2% w/v peptone, 2% w/v dextrose)",55 fL,Transcriptional Profiling,PolyA RNA,GSM4006485
SRR9897202,23398863,1169943150,50,392,SRX6649168,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,SRP217268,PRJNA558435,32432546,"",SRS5211005,SAMN12478495,simple,4932,Saccharomyces cerevisiae,GSM4006486,GEO,SRA931998,04,2020,Maitra,Transcriptional_Profile_55 fL,04B_TP_RPL22A,Transcriptional_Profile_55 fL,"rpl22a{delta}::KanMX/rpl22a{delta}::KanMX, BY4743 otherwise",diploid,"Growth at 30°C in YPD (1% w/v yeast extract, 2% w/v peptone, 2% w/v dextrose)",55 fL,Transcriptional Profiling,PolyA RNA,GSM4006486
SRR9897203,24202320,1210116000,50,489,SRX6649169,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,SRP217268,PRJNA558435,32432546,"",SRS5211006,SAMN12478494,simple,4932,Saccharomyces cerevisiae,GSM4006487,GEO,SRA931998,04,2020,Maitra,Transcriptional_Profile_55 fL,04C_TP_RPL22A,Transcriptional_Profile_55 fL,"rpl22a{delta}::KanMX/rpl22a{delta}::KanMX, BY4743 otherwise",diploid,"Growth at 30°C in YPD (1% w/v yeast extract, 2% w/v peptone, 2% w/v dextrose)",55 fL,Transcriptional Profiling,PolyA RNA,GSM4006487
SRR9897204,79296052,3964802600,50,1297,SRX6649170,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,SRP217268,PRJNA558435,32432546,"",SRS5211007,SAMN12478493,simple,4932,Saccharomyces cerevisiae,GSM4006488,GEO,SRA931998,04,2020,Maitra,Transcriptional_Profile_60 fL,05A_TP_RPL22A,Transcriptional_Profile_60 fL,"rpl22a{delta}::KanMX/rpl22a{delta}::KanMX, BY4743 otherwise",diploid,"Growth at 30°C in YPD (1% w/v yeast extract, 2% w/v peptone, 2% w/v dextrose)",60 fL,Transcriptional Profiling,PolyA RNA,GSM4006488
