Run,spots,bases,avgLength,size_MB,Experiment,LibraryName,LibraryStrategy,LibrarySelection,LibrarySource,LibraryLayout,InsertSize,InsertDev,Platform,Model,SRAStudy,BioProject,Study_Pubmed_id,ProjectID,Sample,BioSample,SampleType,TaxID,ScientificName,SampleName,CenterName,Submission,MONTH,YEAR,AUTHOR,sample_source,sample_title,source_name,strain,tissue,age,feeding,genotype,GEO Accession
SRR2535996,9574805,478740250,50,310,SRX1295305,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP064304,PRJNA297288,26554015,"",SRS1094233,SAMN04122013,simple,10090,Mus musculus,GSM1897930,GEO,SRA301994,11,2015,Atger,Liver Total RNA,WT_RF_ZT10_A_RFP,Liver Total RNA,SV/129,Liver,10-14 weeks,Night restricted,Wild type,GSM1897913
SRR2535997,9957864,497893200,50,323,SRX1295305,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP064304,PRJNA297288,26554015,"",SRS1094233,SAMN04122013,simple,10090,Mus musculus,GSM1897930,GEO,SRA301994,11,2015,Atger,Liver Total RNA,WT_RF_ZT10_A_RFP,Liver Total RNA,SV/129,Liver,10-14 weeks,Night restricted,Wild type,GSM1897914
SRR2535998,9547267,477363350,50,309,SRX1295305,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP064304,PRJNA297288,26554015,"",SRS1094233,SAMN04122013,simple,10090,Mus musculus,GSM1897930,GEO,SRA301994,11,2015,Atger,Liver Total RNA,WT_RF_ZT10_A_RFP,Liver Total RNA,SV/129,Liver,10-14 weeks,Night restricted,Wild type,GSM1897915
SRR2535999,9900352,495017600,50,322,SRX1295305,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP064304,PRJNA297288,26554015,"",SRS1094233,SAMN04122013,simple,10090,Mus musculus,GSM1897930,GEO,SRA301994,11,2015,Atger,Liver Total RNA,WT_RF_ZT10_A_RFP,Liver Total RNA,Bmal -/-,Liver,10-14 weeks,Night restricted,Bmal -/-,GSM1897916
SRR2536000,9656902,482845100,50,312,SRX1295305,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP064304,PRJNA297288,26554015,"",SRS1094233,SAMN04122013,simple,10090,Mus musculus,GSM1897930,GEO,SRA301994,11,2015,Atger,Liver Total RNA,WT_RF_ZT10_A_RFP,Liver Total RNA,Bmal -/-,Liver,10-14 weeks,Night restricted,Bmal -/-,GSM1897917
SRR2536001,9729382,486469100,50,316,SRX1295305,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP064304,PRJNA297288,26554015,"",SRS1094233,SAMN04122013,simple,10090,Mus musculus,GSM1897930,GEO,SRA301994,11,2015,Atger,Liver Total RNA,WT_RF_ZT10_A_RFP,Liver Total RNA,Bmal -/-,Liver,10-14 weeks,Night restricted,Bmal -/-,GSM1897918
SRR2536002,9701947,485097350,50,313,SRX1295305,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP064304,PRJNA297288,26554015,"",SRS1094233,SAMN04122013,simple,10090,Mus musculus,GSM1897930,GEO,SRA301994,11,2015,Atger,Liver Total RNA,WT_RF_ZT10_A_RFP,Liver Total RNA,Bmal -/-,Liver,10-14 weeks,Night restricted,Bmal -/-,GSM1897919
SRR2536003,9576133,478806650,50,308,SRX1295305,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP064304,PRJNA297288,26554015,"",SRS1094233,SAMN04122013,simple,10090,Mus musculus,GSM1897930,GEO,SRA301994,11,2015,Atger,Liver Total RNA,WT_RF_ZT10_A_RFP,Liver Total RNA,Bmal -/-,Liver,10-14 weeks,Night restricted,Bmal -/-,GSM1897920
SRR2536004,9023566,451178300,50,288,SRX1295305,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP064304,PRJNA297288,26554015,"",SRS1094233,SAMN04122013,simple,10090,Mus musculus,GSM1897930,GEO,SRA301994,11,2015,Atger,Liver Total RNA,WT_RF_ZT10_A_RFP,Liver Total RNA,Bmal -/-,Liver,10-14 weeks,Night restricted,Bmal -/-,GSM1897921
SRR2536005,9668416,483420800,50,313,SRX1295305,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP064304,PRJNA297288,26554015,"",SRS1094233,SAMN04122013,simple,10090,Mus musculus,GSM1897930,GEO,SRA301994,11,2015,Atger,Liver Total RNA,WT_RF_ZT10_A_RFP,Liver Total RNA,Bmal -/-,Liver,10-14 weeks,Night restricted,Bmal -/-,GSM1897922
SRR2536006,9637172,481858600,50,310,SRX1295305,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP064304,PRJNA297288,26554015,"",SRS1094233,SAMN04122013,simple,10090,Mus musculus,GSM1897930,GEO,SRA301994,11,2015,Atger,Liver Total RNA,WT_RF_ZT10_A_RFP,Liver Total RNA,Bmal -/-,Liver,10-14 weeks,Night restricted,Bmal -/-,GSM1897923
SRR2536007,11126718,556335900,50,352,SRX1295306,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP064304,PRJNA297288,26554015,"",SRS1094232,SAMN04122014,simple,10090,Mus musculus,GSM1897931,GEO,SRA301994,11,2015,Atger,Liver Total RNA,WT_RF_ZT14_A_RFP,Liver Total RNA,Bmal -/-,Liver,10-14 weeks,Night restricted,Bmal -/-,GSM1897924
SRR2536008,10866941,543347050,50,342,SRX1295306,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP064304,PRJNA297288,26554015,"",SRS1094232,SAMN04122014,simple,10090,Mus musculus,GSM1897931,GEO,SRA301994,11,2015,Atger,Liver Total RNA,WT_RF_ZT14_A_RFP,Liver Total RNA,Bmal -/-,Liver,10-14 weeks,Night restricted,Bmal -/-,GSM1897925
SRR2536009,11063860,553193000,50,348,SRX1295306,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP064304,PRJNA297288,26554015,"",SRS1094232,SAMN04122014,simple,10090,Mus musculus,GSM1897931,GEO,SRA301994,11,2015,Atger,Liver Total RNA,WT_RF_ZT14_A_RFP,Liver Total RNA,Bmal -/-,Liver,10-14 weeks,Night restricted,Bmal -/-,GSM1897926
SRR2536010,10954402,547720100,50,346,SRX1295306,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP064304,PRJNA297288,26554015,"",SRS1094232,SAMN04122014,simple,10090,Mus musculus,GSM1897931,GEO,SRA301994,11,2015,Atger,Liver Total RNA,WT_RF_ZT14_A_RFP,Liver Total RNA,Bmal -/-,Liver,10-14 weeks,Night restricted,Bmal -/-,GSM1897927
SRR2536011,11044710,552235500,50,348,SRX1295306,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP064304,PRJNA297288,26554015,"",SRS1094232,SAMN04122014,simple,10090,Mus musculus,GSM1897931,GEO,SRA301994,11,2015,Atger,Liver Total RNA,WT_RF_ZT14_A_RFP,Liver Total RNA,C57BL/6,Liver,10-14 weeks,Night restricted,Wild type,GSM1897928
SRR2536012,10940861,547043050,50,347,SRX1295306,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP064304,PRJNA297288,26554015,"",SRS1094232,SAMN04122014,simple,10090,Mus musculus,GSM1897931,GEO,SRA301994,11,2015,Atger,Liver Total RNA,WT_RF_ZT14_A_RFP,Liver Total RNA,C57BL/6,Liver,10-14 weeks,Night restricted,Wild type,GSM1897929
SRR2536013,11261594,563079700,50,358,SRX1295306,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP064304,PRJNA297288,26554015,"",SRS1094232,SAMN04122014,simple,10090,Mus musculus,GSM1897931,GEO,SRA301994,11,2015,Atger,Liver Total RNA,WT_RF_ZT14_A_RFP,Liver Total RNA,C57BL/6,Liver,10-14 weeks,Night restricted,Wild type,GSM1897930
SRR2536014,10916079,545803950,50,346,SRX1295306,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP064304,PRJNA297288,26554015,"",SRS1094232,SAMN04122014,simple,10090,Mus musculus,GSM1897931,GEO,SRA301994,11,2015,Atger,Liver Total RNA,WT_RF_ZT14_A_RFP,Liver Total RNA,C57BL/6,Liver,10-14 weeks,Night restricted,Wild type,GSM1897931
SRR2536015,11186187,559309350,50,357,SRX1295306,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP064304,PRJNA297288,26554015,"",SRS1094232,SAMN04122014,simple,10090,Mus musculus,GSM1897931,GEO,SRA301994,11,2015,Atger,Liver Total RNA,WT_RF_ZT14_A_RFP,Liver Total RNA,C57BL/6,Liver,10-14 weeks,Night restricted,Wild type,GSM1897932
SRR2536016,11064011,553200550,50,350,SRX1295306,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP064304,PRJNA297288,26554015,"",SRS1094232,SAMN04122014,simple,10090,Mus musculus,GSM1897931,GEO,SRA301994,11,2015,Atger,Liver Total RNA,WT_RF_ZT14_A_RFP,Liver Total RNA,C57BL/6,Liver,10-14 weeks,Night restricted,Wild type,GSM1897933
SRR2536017,11063225,553161250,50,353,SRX1295306,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP064304,PRJNA297288,26554015,"",SRS1094232,SAMN04122014,simple,10090,Mus musculus,GSM1897931,GEO,SRA301994,11,2015,Atger,Liver Total RNA,WT_RF_ZT14_A_RFP,Liver Total RNA,C57BL/6,Liver,10-14 weeks,Night restricted,Wild type,GSM1897934
SRR2536018,11094740,554737000,50,350,SRX1295306,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP064304,PRJNA297288,26554015,"",SRS1094232,SAMN04122014,simple,10090,Mus musculus,GSM1897931,GEO,SRA301994,11,2015,Atger,Liver Total RNA,WT_RF_ZT14_A_RFP,Liver Total RNA,C57BL/6,Liver,10-14 weeks,Night restricted,Wild type,GSM1897935
SRR2536019,10930157,546507850,50,345,SRX1295306,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP064304,PRJNA297288,26554015,"",SRS1094232,SAMN04122014,simple,10090,Mus musculus,GSM1897931,GEO,SRA301994,11,2015,Atger,Liver Total RNA,WT_RF_ZT14_A_RFP,Liver Total RNA,C57BL/6,Liver,10-14 weeks,Night restricted,Wild type,GSM1897936
SRR2536020,10274845,513742250,50,320,SRX1295306,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP064304,PRJNA297288,26554015,"",SRS1094232,SAMN04122014,simple,10090,Mus musculus,GSM1897931,GEO,SRA301994,11,2015,Atger,Liver Total RNA,WT_RF_ZT14_A_RFP,Liver Total RNA,C57BL/6,Liver,10-14 weeks,Night restricted,Wild type,GSM1897937
SRR2536021,11053362,552668100,50,350,SRX1295306,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP064304,PRJNA297288,26554015,"",SRS1094232,SAMN04122014,simple,10090,Mus musculus,GSM1897931,GEO,SRA301994,11,2015,Atger,Liver Total RNA,WT_RF_ZT14_A_RFP,Liver Total RNA,C57BL/6,Liver,10-14 weeks,Night restricted,Wild type,GSM1897938
SRR2536022,11045429,552271450,50,348,SRX1295306,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP064304,PRJNA297288,26554015,"",SRS1094232,SAMN04122014,simple,10090,Mus musculus,GSM1897931,GEO,SRA301994,11,2015,Atger,Liver Total RNA,WT_RF_ZT14_A_RFP,Liver Total RNA,C57BL/6,Liver,10-14 weeks,Night restricted,Wild type,GSM1897939
SRR2536023,10933535,546676750,50,350,SRX1295307,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP064304,PRJNA297288,26554015,"",SRS1094231,SAMN04122015,simple,10090,Mus musculus,GSM1897932,GEO,SRA301994,11,2015,Atger,Liver Total RNA,WT_RF_ZT18_A_RFP,Liver Total RNA,C57BL/6,Liver,10-14 weeks,Ad Libitum,Wild type,GSM1897856
SRR2536024,10659248,532962400,50,340,SRX1295307,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP064304,PRJNA297288,26554015,"",SRS1094231,SAMN04122015,simple,10090,Mus musculus,GSM1897932,GEO,SRA301994,11,2015,Atger,Liver Total RNA,WT_RF_ZT18_A_RFP,Liver Total RNA,C57BL/6,Liver,10-14 weeks,Ad Libitum,Wild type,GSM1897857
SRR2536025,10859549,542977450,50,347,SRX1295307,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP064304,PRJNA297288,26554015,"",SRS1094231,SAMN04122015,simple,10090,Mus musculus,GSM1897932,GEO,SRA301994,11,2015,Atger,Liver Total RNA,WT_RF_ZT18_A_RFP,Liver Total RNA,C57BL/6,Liver,10-14 weeks,Ad Libitum,Wild type,GSM1897858
SRR2536026,10751121,537556050,50,344,SRX1295307,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP064304,PRJNA297288,26554015,"",SRS1094231,SAMN04122015,simple,10090,Mus musculus,GSM1897932,GEO,SRA301994,11,2015,Atger,Liver Total RNA,WT_RF_ZT18_A_RFP,Liver Total RNA,C57BL/6,Liver,10-14 weeks,Ad Libitum,Wild type,GSM1897859
SRR2536027,10878118,543905900,50,347,SRX1295307,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP064304,PRJNA297288,26554015,"",SRS1094231,SAMN04122015,simple,10090,Mus musculus,GSM1897932,GEO,SRA301994,11,2015,Atger,Liver Total RNA,WT_RF_ZT18_A_RFP,Liver Total RNA,C57BL/6,Liver,10-14 weeks,Ad Libitum,Wild type,GSM1897860
SRR2536028,10733404,536670200,50,345,SRX1295307,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP064304,PRJNA297288,26554015,"",SRS1094231,SAMN04122015,simple,10090,Mus musculus,GSM1897932,GEO,SRA301994,11,2015,Atger,Liver Total RNA,WT_RF_ZT18_A_RFP,Liver Total RNA,C57BL/6,Liver,10-14 weeks,Ad Libitum,Wild type,GSM1897861
SRR2536029,11138680,556934000,50,359,SRX1295307,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP064304,PRJNA297288,26554015,"",SRS1094231,SAMN04122015,simple,10090,Mus musculus,GSM1897932,GEO,SRA301994,11,2015,Atger,Liver Total RNA,WT_RF_ZT18_A_RFP,Liver Total RNA,C57BL/6,Liver,10-14 weeks,Ad Libitum,Wild type,GSM1897862
SRR2536030,10698270,534913500,50,343,SRX1295307,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP064304,PRJNA297288,26554015,"",SRS1094231,SAMN04122015,simple,10090,Mus musculus,GSM1897932,GEO,SRA301994,11,2015,Atger,Liver Total RNA,WT_RF_ZT18_A_RFP,Liver Total RNA,C57BL/6,Liver,10-14 weeks,Ad Libitum,Wild type,GSM1897863
SRR2536031,11033874,551693700,50,357,SRX1295307,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP064304,PRJNA297288,26554015,"",SRS1094231,SAMN04122015,simple,10090,Mus musculus,GSM1897932,GEO,SRA301994,11,2015,Atger,Liver Total RNA,WT_RF_ZT18_A_RFP,Liver Total RNA,C57BL/6,Liver,10-14 weeks,Ad Libitum,Wild type,GSM1897864
SRR2536032,10883102,544155100,50,348,SRX1295307,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP064304,PRJNA297288,26554015,"",SRS1094231,SAMN04122015,simple,10090,Mus musculus,GSM1897932,GEO,SRA301994,11,2015,Atger,Liver Total RNA,WT_RF_ZT18_A_RFP,Liver Total RNA,C57BL/6,Liver,10-14 weeks,Ad Libitum,Wild type,GSM1897865
SRR2536033,10891425,544571250,50,352,SRX1295307,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP064304,PRJNA297288,26554015,"",SRS1094231,SAMN04122015,simple,10090,Mus musculus,GSM1897932,GEO,SRA301994,11,2015,Atger,Liver Total RNA,WT_RF_ZT18_A_RFP,Liver Total RNA,C57BL/6,Liver,10-14 weeks,Ad Libitum,Wild type,GSM1897866
SRR2536034,10914161,545708050,50,349,SRX1295307,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP064304,PRJNA297288,26554015,"",SRS1094231,SAMN04122015,simple,10090,Mus musculus,GSM1897932,GEO,SRA301994,11,2015,Atger,Liver Total RNA,WT_RF_ZT18_A_RFP,Liver Total RNA,C57BL/6,Liver,10-14 weeks,Ad Libitum,Wild type,GSM1897867
SRR2536035,10741059,537052950,50,343,SRX1295307,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP064304,PRJNA297288,26554015,"",SRS1094231,SAMN04122015,simple,10090,Mus musculus,GSM1897932,GEO,SRA301994,11,2015,Atger,Liver Total RNA,WT_RF_ZT18_A_RFP,Liver Total RNA,C57BL/6,Liver,10-14 weeks,Ad Libitum,Wild type,GSM1897868
SRR2536036,10055960,502798000,50,318,SRX1295307,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP064304,PRJNA297288,26554015,"",SRS1094231,SAMN04122015,simple,10090,Mus musculus,GSM1897932,GEO,SRA301994,11,2015,Atger,Liver Total RNA,WT_RF_ZT18_A_RFP,Liver Total RNA,C57BL/6,Liver,10-14 weeks,Ad Libitum,Wild type,GSM1897869
SRR2536037,10841252,542062600,50,348,SRX1295307,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP064304,PRJNA297288,26554015,"",SRS1094231,SAMN04122015,simple,10090,Mus musculus,GSM1897932,GEO,SRA301994,11,2015,Atger,Liver Total RNA,WT_RF_ZT18_A_RFP,Liver Total RNA,C57BL/6,Liver,10-14 weeks,Ad Libitum,Wild type,GSM1897870
SRR2536038,10844979,542248950,50,346,SRX1295307,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP064304,PRJNA297288,26554015,"",SRS1094231,SAMN04122015,simple,10090,Mus musculus,GSM1897932,GEO,SRA301994,11,2015,Atger,Liver Total RNA,WT_RF_ZT18_A_RFP,Liver Total RNA,C57BL/6,Liver,10-14 weeks,Ad Libitum,Wild type,GSM1897871
SRR2536039,12533577,626678850,50,406,SRX1295308,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP064304,PRJNA297288,26554015,"",SRS1094230,SAMN04122016,simple,10090,Mus musculus,GSM1897933,GEO,SRA301994,11,2015,Atger,Liver Total RNA,WT_RF_ZT22_A_RFP,Liver Total RNA,C57BL/6,Liver,10-14 weeks,Ad Libitum,Wild type,GSM1897872
SRR2536040,12222499,611124950,50,395,SRX1295308,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP064304,PRJNA297288,26554015,"",SRS1094230,SAMN04122016,simple,10090,Mus musculus,GSM1897933,GEO,SRA301994,11,2015,Atger,Liver Total RNA,WT_RF_ZT22_A_RFP,Liver Total RNA,C57BL/6,Liver,10-14 weeks,Ad Libitum,Wild type,GSM1897873
SRR2536041,12466422,623321100,50,403,SRX1295308,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP064304,PRJNA297288,26554015,"",SRS1094230,SAMN04122016,simple,10090,Mus musculus,GSM1897933,GEO,SRA301994,11,2015,Atger,Liver Total RNA,WT_RF_ZT22_A_RFP,Liver Total RNA,C57BL/6,Liver,10-14 weeks,Ad Libitum,Wild type,GSM1897874
SRR2536042,12335849,616792450,50,400,SRX1295308,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP064304,PRJNA297288,26554015,"",SRS1094230,SAMN04122016,simple,10090,Mus musculus,GSM1897933,GEO,SRA301994,11,2015,Atger,Liver Total RNA,WT_RF_ZT22_A_RFP,Liver Total RNA,C57BL/6,Liver,10-14 weeks,Ad Libitum,Wild type,GSM1897875
SRR2536043,12459504,622975200,50,403,SRX1295308,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP064304,PRJNA297288,26554015,"",SRS1094230,SAMN04122016,simple,10090,Mus musculus,GSM1897933,GEO,SRA301994,11,2015,Atger,Liver Total RNA,WT_RF_ZT22_A_RFP,Liver Total RNA,C57BL/6,Liver,10-14 weeks,Ad Libitum,Wild type,GSM1897876
SRR2536044,12322648,616132400,50,401,SRX1295308,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP064304,PRJNA297288,26554015,"",SRS1094230,SAMN04122016,simple,10090,Mus musculus,GSM1897933,GEO,SRA301994,11,2015,Atger,Liver Total RNA,WT_RF_ZT22_A_RFP,Liver Total RNA,C57BL/6,Liver,10-14 weeks,Ad Libitum,Wild type,GSM1897877
SRR2536045,12714913,635745650,50,415,SRX1295308,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP064304,PRJNA297288,26554015,"",SRS1094230,SAMN04122016,simple,10090,Mus musculus,GSM1897933,GEO,SRA301994,11,2015,Atger,Liver Total RNA,WT_RF_ZT22_A_RFP,Liver Total RNA,C57BL/6,Liver,10-14 weeks,Ad Libitum,Wild type,GSM1897878
SRR2536046,12280105,614005250,50,400,SRX1295308,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP064304,PRJNA297288,26554015,"",SRS1094230,SAMN04122016,simple,10090,Mus musculus,GSM1897933,GEO,SRA301994,11,2015,Atger,Liver Total RNA,WT_RF_ZT22_A_RFP,Liver Total RNA,C57BL/6,Liver,10-14 weeks,Ad Libitum,Wild type,GSM1897879
SRR2536047,12597282,629864100,50,412,SRX1295308,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP064304,PRJNA297288,26554015,"",SRS1094230,SAMN04122016,simple,10090,Mus musculus,GSM1897933,GEO,SRA301994,11,2015,Atger,Liver Total RNA,WT_RF_ZT22_A_RFP,Liver Total RNA,C57BL/6,Liver,10-14 weeks,Ad Libitum,Wild type,GSM1897880
SRR2536048,12480447,624022350,50,405,SRX1295308,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP064304,PRJNA297288,26554015,"",SRS1094230,SAMN04122016,simple,10090,Mus musculus,GSM1897933,GEO,SRA301994,11,2015,Atger,Liver Total RNA,WT_RF_ZT22_A_RFP,Liver Total RNA,C57BL/6,Liver,10-14 weeks,Ad Libitum,Wild type,GSM1897881
SRR2536049,12448924,622446200,50,407,SRX1295308,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP064304,PRJNA297288,26554015,"",SRS1094230,SAMN04122016,simple,10090,Mus musculus,GSM1897933,GEO,SRA301994,11,2015,Atger,Liver Total RNA,WT_RF_ZT22_A_RFP,Liver Total RNA,C57BL/6,Liver,10-14 weeks,Ad Libitum,Wild type,GSM1897882
SRR2536050,12508201,625410050,50,405,SRX1295308,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP064304,PRJNA297288,26554015,"",SRS1094230,SAMN04122016,simple,10090,Mus musculus,GSM1897933,GEO,SRA301994,11,2015,Atger,Liver Total RNA,WT_RF_ZT22_A_RFP,Liver Total RNA,C57BL/6,Liver,10-14 weeks,Ad Libitum,Wild type,GSM1897883
SRR2536051,12299501,614975050,50,398,SRX1295308,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP064304,PRJNA297288,26554015,"",SRS1094230,SAMN04122016,simple,10090,Mus musculus,GSM1897933,GEO,SRA301994,11,2015,Atger,Liver Total RNA,WT_RF_ZT22_A_RFP,Liver Total RNA,C57BL/6,Liver,10-14 weeks,Ad Libitum,Wild type,GSM1897884
SRR2536052,11584645,579232250,50,371,SRX1295308,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP064304,PRJNA297288,26554015,"",SRS1094230,SAMN04122016,simple,10090,Mus musculus,GSM1897933,GEO,SRA301994,11,2015,Atger,Liver Total RNA,WT_RF_ZT22_A_RFP,Liver Total RNA,C57BL/6,Liver,10-14 weeks,Ad Libitum,Wild type,GSM1897885
SRR2536053,12447929,622396450,50,405,SRX1295308,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP064304,PRJNA297288,26554015,"",SRS1094230,SAMN04122016,simple,10090,Mus musculus,GSM1897933,GEO,SRA301994,11,2015,Atger,Liver Total RNA,WT_RF_ZT22_A_RFP,Liver Total RNA,C57BL/6,Liver,10-14 weeks,Ad Libitum,Wild type,GSM1897886
SRR2536054,12440219,622010950,50,402,SRX1295308,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP064304,PRJNA297288,26554015,"",SRS1094230,SAMN04122016,simple,10090,Mus musculus,GSM1897933,GEO,SRA301994,11,2015,Atger,Liver Total RNA,WT_RF_ZT22_A_RFP,Liver Total RNA,C57BL/6,Liver,10-14 weeks,Ad Libitum,Wild type,GSM1897887
SRR2536055,11437697,571884850,50,365,SRX1295309,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP064304,PRJNA297288,26554015,"",SRS1094229,SAMN04122017,simple,10090,Mus musculus,GSM1897934,GEO,SRA301994,11,2015,Atger,Liver Total RNA,WT_RF_ZT02_B_RFP,Liver Total RNA,C57BL/6,Liver,10-14 weeks,Ad Libitum,Wild type,GSM1897888
