Run,spots,bases,avgLength,size_MB,Experiment,LibraryName,LibraryStrategy,LibrarySelection,LibrarySource,LibraryLayout,InsertSize,InsertDev,Platform,Model,SRAStudy,BioProject,Study_Pubmed_id,ProjectID,Sample,BioSample,SampleType,TaxID,ScientificName,SampleName,CenterName,Submission,MONTH,YEAR,AUTHOR,sample_source,sample_title,source_name,strain,gene expressed,induction concentration,induction od,induction time
SRR9691645,3751439,285109364,76,100,SRX6450833,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP214776,PRJNA554781,1,"",SRS5104552,SAMN12284023,simple,562,Escherichia coli,GSM3942248,GEO,SRA921338,07,2022,Makar,hsTPH-E2K-N91I-P99C,hsTPH-E2K-N91I-P99C-1 [ribosome profiling],BRCA_v1,Gly2,BRCA_v1,1mM Rhamnose,0.3,2hr
SRR9691646,3498288,265869888,76,97,SRX6450833,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP214776,PRJNA554781,1,"",SRS5104552,SAMN12284023,simple,562,Escherichia coli,GSM3942248,GEO,SRA921338,07,2022,Makar,hsTPH-E2K-N91I-P99C,hsTPH-E2K-N91I-P99C-1 [ribosome profiling],BRCA_v1,Gly2,BRCA_v1,1mM Rhamnose,0.3,2hr
SRR9691647,14368374,1091996424,76,395,SRX6450834,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP214776,PRJNA554781,1,"",SRS5104553,SAMN12284022,simple,562,Escherichia coli,GSM3942249,GEO,SRA921338,07,2022,Makar,hsTPH-E2K-N91I-P99C,hsTPH-E2K-N91I-P99C-2 [ribosome profiling],BRCA_v2,Gly2,BRCA_v2,1mM Rhamnose,0.3,2hr
SRR9691648,14761680,1121887680,76,405,SRX6450834,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP214776,PRJNA554781,1,"",SRS5104553,SAMN12284022,simple,562,Escherichia coli,GSM3942249,GEO,SRA921338,07,2022,Makar,hsTPH-E2K-N91I-P99C,hsTPH-E2K-N91I-P99C-2 [ribosome profiling],BRCA_v2,Gly2,BRCA_v2,1mM Rhamnose,0.3,2hr
SRR9691649,14016988,1065291088,76,385,SRX6450834,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP214776,PRJNA554781,1,"",SRS5104553,SAMN12284022,simple,562,Escherichia coli,GSM3942249,GEO,SRA921338,07,2022,Makar,hsTPH-E2K-N91I-P99C,hsTPH-E2K-N91I-P99C-2 [ribosome profiling],btAANAT,Gly2,btAANAT,1mM Rhamnose,0.3,2hr
SRR9691650,14583264,1108328064,76,402,SRX6450834,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP214776,PRJNA554781,1,"",SRS5104553,SAMN12284022,simple,562,Escherichia coli,GSM3942249,GEO,SRA921338,07,2022,Makar,hsTPH-E2K-N91I-P99C,hsTPH-E2K-N91I-P99C-2 [ribosome profiling],btAANAT,Gly2,btAANAT,1mM Rhamnose,0.3,2hr
SRR9691651,1460910,111029160,76,38,SRX6450835,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP214776,PRJNA554781,1,"",SRS5104551,SAMN12284021,simple,562,Escherichia coli,GSM3942250,GEO,SRA921338,07,2022,Makar,MBP,MBP-1 [ribosome profiling],btASMT,Gly2,btASMT,1mM Rhamnose,0.3,2hr
SRR9691652,1552732,118007632,76,39,SRX6450835,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP214776,PRJNA554781,1,"",SRS5104551,SAMN12284021,simple,562,Escherichia coli,GSM3942250,GEO,SRA921338,07,2022,Makar,MBP,MBP-1 [ribosome profiling],btASMT,Gly2,btASMT,1mM Rhamnose,0.3,2hr
SRR9691653,1541335,117141460,76,39,SRX6450835,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP214776,PRJNA554781,1,"",SRS5104551,SAMN12284021,simple,562,Escherichia coli,GSM3942250,GEO,SRA921338,07,2022,Makar,MBP,MBP-1 [ribosome profiling],CC1,Gly2,CC1,1mM Rhamnose,0.3,2hr
SRR9691654,1500519,114039444,76,38,SRX6450835,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP214776,PRJNA554781,1,"",SRS5104551,SAMN12284021,simple,562,Escherichia coli,GSM3942250,GEO,SRA921338,07,2022,Makar,MBP,MBP-1 [ribosome profiling],CC1,Gly2,CC1,1mM Rhamnose,0.3,2hr
SRR9691655,2355355,179006980,76,60,SRX6450836,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP214776,PRJNA554781,1,"",SRS5104556,SAMN12284020,simple,562,Escherichia coli,GSM3942251,GEO,SRA921338,07,2022,Makar,MBP,MBP-2 [ribosome profiling],ccCOMT,Gly2,ccCOMT,1mM Rhamnose,0.3,2hr
SRR9691656,2436781,185195356,76,61,SRX6450836,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP214776,PRJNA554781,1,"",SRS5104556,SAMN12284020,simple,562,Escherichia coli,GSM3942251,GEO,SRA921338,07,2022,Makar,MBP,MBP-2 [ribosome profiling],ccCOMT,Gly2,ccCOMT,1mM Rhamnose,0.3,2hr
SRR9691657,2411430,183268680,76,60,SRX6450836,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP214776,PRJNA554781,1,"",SRS5104556,SAMN12284020,simple,562,Escherichia coli,GSM3942251,GEO,SRA921338,07,2022,Makar,MBP,MBP-2 [ribosome profiling],ckDDC,Gly2,ckDDC,1mM Rhamnose,0.3,2hr
SRR9691658,2293286,174289736,76,60,SRX6450836,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP214776,PRJNA554781,1,"",SRS5104556,SAMN12284020,simple,562,Escherichia coli,GSM3942251,GEO,SRA921338,07,2022,Makar,MBP,MBP-2 [ribosome profiling],ckDDC,Gly2,ckDDC,1mM Rhamnose,0.3,2hr
SRR9691659,4187254,318231304,76,113,SRX6450837,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP214776,PRJNA554781,1,"",SRS5104555,SAMN12284019,simple,562,Escherichia coli,GSM3942252,GEO,SRA921338,07,2022,Makar,msCOMT,msCOMT-1 [ribosome profiling],CNTF_belt,Gly2,CNTF_belt,1mM Rhamnose,0.3,2hr
SRR9691660,4373709,332401884,76,118,SRX6450837,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP214776,PRJNA554781,1,"",SRS5104555,SAMN12284019,simple,562,Escherichia coli,GSM3942252,GEO,SRA921338,07,2022,Makar,msCOMT,msCOMT-1 [ribosome profiling],CNTF_belt,Gly2,CNTF_belt,1mM Rhamnose,0.3,2hr
SRR9691661,4424405,336254780,76,119,SRX6450837,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP214776,PRJNA554781,1,"",SRS5104555,SAMN12284019,simple,562,Escherichia coli,GSM3942252,GEO,SRA921338,07,2022,Makar,msCOMT,msCOMT-1 [ribosome profiling],cobPNMT,Gly2,cobPNMT,1mM Rhamnose,0.3,2hr
SRR9691662,4300471,326835796,76,116,SRX6450837,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP214776,PRJNA554781,1,"",SRS5104555,SAMN12284019,simple,562,Escherichia coli,GSM3942252,GEO,SRA921338,07,2022,Makar,msCOMT,msCOMT-1 [ribosome profiling],cobPNMT,Gly2,cobPNMT,1mM Rhamnose,0.3,2hr
SRR9691663,3663135,278398260,76,99,SRX6450838,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP214776,PRJNA554781,1,"",SRS5104554,SAMN12284018,simple,562,Escherichia coli,GSM3942253,GEO,SRA921338,07,2022,Makar,msCOMT,msCOMT-2 [ribosome profiling],cvPhhB,Gly2,cvPhhB,1mM Rhamnose,0.3,2hr
SRR9691664,3630119,275889044,76,99,SRX6450838,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP214776,PRJNA554781,1,"",SRS5104554,SAMN12284018,simple,562,Escherichia coli,GSM3942253,GEO,SRA921338,07,2022,Makar,msCOMT,msCOMT-2 [ribosome profiling],cvPhhB,Gly2,cvPhhB,1mM Rhamnose,0.3,2hr
SRR9691665,3487521,265051596,76,94,SRX6450838,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP214776,PRJNA554781,1,"",SRS5104554,SAMN12284018,simple,562,Escherichia coli,GSM3942253,GEO,SRA921338,07,2022,Makar,msCOMT,msCOMT-2 [ribosome profiling],ggAANAT,Gly2,ggAANAT,1mM Rhamnose,0.3,2hr
SRR9691666,3578419,271959844,76,97,SRX6450838,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP214776,PRJNA554781,1,"",SRS5104554,SAMN12284018,simple,562,Escherichia coli,GSM3942253,GEO,SRA921338,07,2022,Makar,msCOMT,msCOMT-2 [ribosome profiling],ggAANAT,Gly2,ggAANAT,1mM Rhamnose,0.3,2hr
SRR9691667,5588507,424726532,76,152,SRX6450839,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP214776,PRJNA554781,1,"",SRS5104558,SAMN12284017,simple,562,Escherichia coli,GSM3942254,GEO,SRA921338,07,2022,Makar,ocAANAT,ocAANAT-1 [ribosome profiling],ggTPH,Gly2,ggTPH,1mM Rhamnose,0.3,2hr
SRR9691668,5345846,406284296,76,146,SRX6450839,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP214776,PRJNA554781,1,"",SRS5104558,SAMN12284017,simple,562,Escherichia coli,GSM3942254,GEO,SRA921338,07,2022,Makar,ocAANAT,ocAANAT-1 [ribosome profiling],ggTPH,Gly2,ggTPH,1mM Rhamnose,0.3,2hr
SRR9691669,5314076,403869776,76,147,SRX6450839,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP214776,PRJNA554781,1,"",SRS5104558,SAMN12284017,simple,562,Escherichia coli,GSM3942254,GEO,SRA921338,07,2022,Makar,ocAANAT,ocAANAT-1 [ribosome profiling],hsAANAT,Gly2,hsAANAT,1mM Rhamnose,0.3,2hr
SRR9691670,5087094,386619144,76,140,SRX6450839,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP214776,PRJNA554781,1,"",SRS5104558,SAMN12284017,simple,562,Escherichia coli,GSM3942254,GEO,SRA921338,07,2022,Makar,ocAANAT,ocAANAT-1 [ribosome profiling],hsAANAT,Gly2,hsAANAT,1mM Rhamnose,0.3,2hr
SRR9691671,5199833,395187308,76,142,SRX6450840,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP214776,PRJNA554781,1,"",SRS5104557,SAMN12284016,simple,562,Escherichia coli,GSM3942255,GEO,SRA921338,07,2022,Makar,ocAANAT,ocAANAT-2 [ribosome profiling],hsASMT,Gly2,hsASMT,1mM Rhamnose,0.3,2hr
SRR9691672,5730561,435522636,76,156,SRX6450840,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP214776,PRJNA554781,1,"",SRS5104557,SAMN12284016,simple,562,Escherichia coli,GSM3942255,GEO,SRA921338,07,2022,Makar,ocAANAT,ocAANAT-2 [ribosome profiling],hsASMT,Gly2,hsASMT,1mM Rhamnose,0.3,2hr
SRR9691673,5470053,415724028,76,148,SRX6450840,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP214776,PRJNA554781,1,"",SRS5104557,SAMN12284016,simple,562,Escherichia coli,GSM3942255,GEO,SRA921338,07,2022,Makar,ocAANAT,ocAANAT-2 [ribosome profiling],hsPNMT-mb,Gly2,hsPNMT-mb,1mM Rhamnose,0.3,2hr
SRR9691674,5425681,412351756,76,150,SRX6450840,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP214776,PRJNA554781,1,"",SRS5104557,SAMN12284016,simple,562,Escherichia coli,GSM3942255,GEO,SRA921338,07,2022,Makar,ocAANAT,ocAANAT-2 [ribosome profiling],hsPNMT-mb,Gly2,hsPNMT-mb,1mM Rhamnose,0.3,2hr
SRR9691675,5618552,427009952,76,150,SRX6450841,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP214776,PRJNA554781,1,"",SRS5104559,SAMN12284015,simple,562,Escherichia coli,GSM3942256,GEO,SRA921338,07,2022,Makar,osTDC-K374H,osTDC-K374H-1 [ribosome profiling],hsTPH_E2K,Gly2,hsTPH_E2K,1mM Rhamnose,0.3,2hr
SRR9691676,5273191,400762516,76,146,SRX6450841,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP214776,PRJNA554781,1,"",SRS5104559,SAMN12284015,simple,562,Escherichia coli,GSM3942256,GEO,SRA921338,07,2022,Makar,osTDC-K374H,osTDC-K374H-1 [ribosome profiling],hsTPH_E2K,Gly2,hsTPH_E2K,1mM Rhamnose,0.3,2hr
SRR9691677,5068453,385202428,76,141,SRX6450841,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP214776,PRJNA554781,1,"",SRS5104559,SAMN12284015,simple,562,Escherichia coli,GSM3942256,GEO,SRA921338,07,2022,Makar,osTDC-K374H,osTDC-K374H-1 [ribosome profiling],hsTPH_N158trunc,Gly2,hsTPH_N158trunc,1mM Rhamnose,0.3,2hr
SRR9691678,5220087,396726612,76,144,SRX6450841,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP214776,PRJNA554781,1,"",SRS5104559,SAMN12284015,simple,562,Escherichia coli,GSM3942256,GEO,SRA921338,07,2022,Makar,osTDC-K374H,osTDC-K374H-1 [ribosome profiling],hsTPH_N158trunc,Gly2,hsTPH_N158trunc,1mM Rhamnose,0.3,2hr
SRR9691679,5668106,430776056,76,157,SRX6450842,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP214776,PRJNA554781,1,"",SRS5104561,SAMN12284014,simple,562,Escherichia coli,GSM3942257,GEO,SRA921338,07,2022,Makar,osTDC-K374H,osTDC-K374H-2 [ribosome profiling],hsTPH_N174trunc,Gly2,hsTPH_N174trunc,1mM Rhamnose,0.3,2hr
SRR9691680,6030756,458337456,76,161,SRX6450842,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP214776,PRJNA554781,1,"",SRS5104561,SAMN12284014,simple,562,Escherichia coli,GSM3942257,GEO,SRA921338,07,2022,Makar,osTDC-K374H,osTDC-K374H-2 [ribosome profiling],hsTPH_N174trunc,Gly2,hsTPH_N174trunc,1mM Rhamnose,0.3,2hr
SRR9691681,5616295,426838420,76,155,SRX6450842,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP214776,PRJNA554781,1,"",SRS5104561,SAMN12284014,simple,562,Escherichia coli,GSM3942257,GEO,SRA921338,07,2022,Makar,osTDC-K374H,osTDC-K374H-2 [ribosome profiling],hsTPH_Ntermtrunc,Gly2,hsTPH_Ntermtrunc,1mM Rhamnose,0.3,2hr
SRR9691682,5445666,413870616,76,152,SRX6450842,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP214776,PRJNA554781,1,"",SRS5104561,SAMN12284014,simple,562,Escherichia coli,GSM3942257,GEO,SRA921338,07,2022,Makar,osTDC-K374H,osTDC-K374H-2 [ribosome profiling],hsTPH_Ntermtrunc,Gly2,hsTPH_Ntermtrunc,1mM Rhamnose,0.3,2hr
SRR9691683,5202196,395366896,76,143,SRX6450843,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP214776,PRJNA554781,1,"",SRS5104560,SAMN12284013,simple,562,Escherichia coli,GSM3942258,GEO,SRA921338,07,2022,Makar,osTDC-K374L,osTDC-K374L-1 [ribosome profiling],hsTPH,Gly2,hsTPH,1mM Rhamnose,0.3,2hr
SRR9691684,5042494,383229544,76,140,SRX6450843,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP214776,PRJNA554781,1,"",SRS5104560,SAMN12284013,simple,562,Escherichia coli,GSM3942258,GEO,SRA921338,07,2022,Makar,osTDC-K374L,osTDC-K374L-1 [ribosome profiling],hsTPH1,Gly2,hsTPH1,1mM Rhamnose,0.3,2hr
SRR9691685,5587875,424678500,76,148,SRX6450843,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP214776,PRJNA554781,1,"",SRS5104560,SAMN12284013,simple,562,Escherichia coli,GSM3942258,GEO,SRA921338,07,2022,Makar,osTDC-K374L,osTDC-K374L-1 [ribosome profiling],hsTPH1,Gly2,hsTPH1,1mM Rhamnose,0.3,2hr
SRR9691686,5247806,398833256,76,144,SRX6450843,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP214776,PRJNA554781,1,"",SRS5104560,SAMN12284013,simple,562,Escherichia coli,GSM3942258,GEO,SRA921338,07,2022,Makar,osTDC-K374L,osTDC-K374L-1 [ribosome profiling],hsTPH,Gly2,hsTPH,1mM Rhamnose,0.3,2hr
SRR9691687,5920379,449948804,76,163,SRX6450844,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP214776,PRJNA554781,1,"",SRS5104562,SAMN12284012,simple,562,Escherichia coli,GSM3942259,GEO,SRA921338,07,2022,Makar,osTDC-K374L,osTDC-K374L-2 [ribosome profiling],hsTPH-E2K-N91I-P99C,Gly2,hsTPH-E2K-N91I-P99C,1mM Rhamnose,0.3,2hr
SRR9691688,6327760,480909760,76,167,SRX6450844,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP214776,PRJNA554781,1,"",SRS5104562,SAMN12284012,simple,562,Escherichia coli,GSM3942259,GEO,SRA921338,07,2022,Makar,osTDC-K374L,osTDC-K374L-2 [ribosome profiling],hsTPH-E2K-N91I-P99C,Gly2,hsTPH-E2K-N91I-P99C,1mM Rhamnose,0.3,2hr
SRR9691689,5869005,446044380,76,161,SRX6450844,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP214776,PRJNA554781,1,"",SRS5104562,SAMN12284012,simple,562,Escherichia coli,GSM3942259,GEO,SRA921338,07,2022,Makar,osTDC-K374L,osTDC-K374L-2 [ribosome profiling],MBP,Gly2,MBP,1mM Rhamnose,0.3,2hr
SRR9691690,5724108,435032208,76,159,SRX6450844,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP214776,PRJNA554781,1,"",SRS5104562,SAMN12284012,simple,562,Escherichia coli,GSM3942259,GEO,SRA921338,07,2022,Makar,osTDC-K374L,osTDC-K374L-2 [ribosome profiling],MBP,Gly2,MBP,1mM Rhamnose,0.3,2hr
SRR9691691,5516278,419237128,76,147,SRX6450845,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP214776,PRJNA554781,1,"",SRS5104563,SAMN12284011,simple,562,Escherichia coli,GSM3942260,GEO,SRA921338,07,2022,Makar,osTDC-K374Q,osTDC-K374Q-1 [ribosome profiling],msCOMT,Gly2,msCOMT,1mM Rhamnose,0.3,2hr
SRR9691692,5151788,391535888,76,143,SRX6450845,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP214776,PRJNA554781,1,"",SRS5104563,SAMN12284011,simple,562,Escherichia coli,GSM3942260,GEO,SRA921338,07,2022,Makar,osTDC-K374Q,osTDC-K374Q-1 [ribosome profiling],msCOMT,Gly2,msCOMT,1mM Rhamnose,0.3,2hr
SRR9691693,5199895,395192020,76,144,SRX6450845,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP214776,PRJNA554781,1,"",SRS5104563,SAMN12284011,simple,562,Escherichia coli,GSM3942260,GEO,SRA921338,07,2022,Makar,osTDC-K374Q,osTDC-K374Q-1 [ribosome profiling],ocAANAT,Gly2,ocAANAT,1mM Rhamnose,0.3,2hr
SRR9691694,4966828,377478928,76,139,SRX6450845,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP214776,PRJNA554781,1,"",SRS5104563,SAMN12284011,simple,562,Escherichia coli,GSM3942260,GEO,SRA921338,07,2022,Makar,osTDC-K374Q,osTDC-K374Q-1 [ribosome profiling],ocAANAT,Gly2,ocAANAT,1mM Rhamnose,0.3,2hr
SRR9691695,6096422,463328072,76,170,SRX6450846,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP214776,PRJNA554781,1,"",SRS5104564,SAMN12284010,simple,562,Escherichia coli,GSM3942261,GEO,SRA921338,07,2022,Makar,osTDC-K374Q,osTDC-K374Q-2 [ribosome profiling],osTDC-K374H,Gly2,osTDC-K374H,1mM Rhamnose,0.3,2hr
SRR9691696,6275374,476928424,76,173,SRX6450846,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP214776,PRJNA554781,1,"",SRS5104564,SAMN12284010,simple,562,Escherichia coli,GSM3942261,GEO,SRA921338,07,2022,Makar,osTDC-K374Q,osTDC-K374Q-2 [ribosome profiling],osTDC-K374H,Gly2,osTDC-K374H,1mM Rhamnose,0.3,2hr
SRR9691697,6749047,512927572,76,179,SRX6450846,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP214776,PRJNA554781,1,"",SRS5104564,SAMN12284010,simple,562,Escherichia coli,GSM3942261,GEO,SRA921338,07,2022,Makar,osTDC-K374Q,osTDC-K374Q-2 [ribosome profiling],osTDC-K374L,Gly2,osTDC-K374L,1mM Rhamnose,0.3,2hr
SRR9691698,6340523,481879748,76,175,SRX6450846,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP214776,PRJNA554781,1,"",SRS5104564,SAMN12284010,simple,562,Escherichia coli,GSM3942261,GEO,SRA921338,07,2022,Makar,osTDC-K374Q,osTDC-K374Q-2 [ribosome profiling],osTDC-K374L,Gly2,osTDC-K374L,1mM Rhamnose,0.3,2hr
SRR9691699,6428801,488588876,76,171,SRX6450847,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP214776,PRJNA554781,1,"",SRS5104565,SAMN12284009,simple,562,Escherichia coli,GSM3942262,GEO,SRA921338,07,2022,Makar,osTDC-L360V,osTDC-L360V-1 [ribosome profiling],osTDC-K374Q,Gly2,osTDC-K374Q,1mM Rhamnose,0.3,2hr
SRR9691700,6760024,513761824,76,177,SRX6450847,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP214776,PRJNA554781,1,"",SRS5104565,SAMN12284009,simple,562,Escherichia coli,GSM3942262,GEO,SRA921338,07,2022,Makar,osTDC-L360V,osTDC-L360V-1 [ribosome profiling],osTDC-K374Q,Gly2,osTDC-K374Q,1mM Rhamnose,0.3,2hr
SRR9691701,6465123,491349348,76,169,SRX6450847,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP214776,PRJNA554781,1,"",SRS5104565,SAMN12284009,simple,562,Escherichia coli,GSM3942262,GEO,SRA921338,07,2022,Makar,osTDC-L360V,osTDC-L360V-1 [ribosome profiling],osTDC-L360V,Gly2,osTDC-L360V,1mM Rhamnose,0.3,2hr
SRR9691702,6153385,467657260,76,163,SRX6450847,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP214776,PRJNA554781,1,"",SRS5104565,SAMN12284009,simple,562,Escherichia coli,GSM3942262,GEO,SRA921338,07,2022,Makar,osTDC-L360V,osTDC-L360V-1 [ribosome profiling],osTDC-L360V,Gly2,osTDC-L360V,1mM Rhamnose,0.3,2hr
SRR9691703,5225893,397167868,76,143,SRX6450848,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP214776,PRJNA554781,1,"",SRS5104566,SAMN12284008,simple,562,Escherichia coli,GSM3942263,GEO,SRA921338,07,2022,Makar,osTDC-L360V,osTDC-L360V-2 [ribosome profiling],pmTPH,Gly2,pmTPH,1mM Rhamnose,0.3,2hr
SRR9691704,5531759,420413684,76,149,SRX6450848,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP214776,PRJNA554781,1,"",SRS5104566,SAMN12284008,simple,562,Escherichia coli,GSM3942263,GEO,SRA921338,07,2022,Makar,osTDC-L360V,osTDC-L360V-2 [ribosome profiling],pmTPH,Gly2,pmTPH,1mM Rhamnose,0.3,2hr
SRR9691705,5254421,399335996,76,142,SRX6450848,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP214776,PRJNA554781,1,"",SRS5104566,SAMN12284008,simple,562,Escherichia coli,GSM3942263,GEO,SRA921338,07,2022,Makar,osTDC-L360V,osTDC-L360V-2 [ribosome profiling],RFC_v1,Gly2,RFC_v1,1mM Rhamnose,0.3,2hr
SRR9691706,5004151,380315476,76,136,SRX6450848,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP214776,PRJNA554781,1,"",SRS5104566,SAMN12284008,simple,562,Escherichia coli,GSM3942263,GEO,SRA921338,07,2022,Makar,osTDC-L360V,osTDC-L360V-2 [ribosome profiling],RFC_v1,Gly2,RFC_v1,1mM Rhamnose,0.3,2hr
SRR9691707,4409231,335101556,76,123,SRX6450849,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP214776,PRJNA554781,1,"",SRS5104567,SAMN12284007,simple,562,Escherichia coli,GSM3942264,GEO,SRA921338,07,2022,Makar,pmTPH,pmTPH-1 [ribosome profiling],RFC_v2,Gly2,RFC_v2,1mM Rhamnose,0.3,2hr
SRR9691708,4541269,345136444,76,126,SRX6450849,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP214776,PRJNA554781,1,"",SRS5104567,SAMN12284007,simple,562,Escherichia coli,GSM3942264,GEO,SRA921338,07,2022,Makar,pmTPH,pmTPH-1 [ribosome profiling],RFC_v2,Gly2,RFC_v2,1mM Rhamnose,0.3,2hr
