Run,spots,bases,avgLength,size_MB,Experiment,LibraryName,LibraryStrategy,LibrarySelection,LibrarySource,LibraryLayout,InsertSize,InsertDev,Platform,Model,SRAStudy,BioProject,Study_Pubmed_id,ProjectID,Sample,BioSample,SampleType,TaxID,ScientificName,SampleName,CenterName,Submission,MONTH,YEAR,AUTHOR,sample_source,sample_title,source_name,cell type,strain,genotype,GEO Accession
SRR9029786,17980963,917029113,51,313,SRX5807086,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP197096,PRJNA541924,31371437,"",SRS4736549,SAMN11604889,simple,10090,Mus musculus,GSM3755944,GEO,SRA884331,08,2019,Welte,mESC_rpf_WT_batch2_rep1,mESC_rpf_WT_batch2_rep1,Ne4C_Trim71KO_exp2_rep1,Ne4C,CRL-2925,TRIM71-/-,GSM3755927
SRR9029787,17924133,914130783,51,310,SRX5807086,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP197096,PRJNA541924,31371437,"",SRS4736549,SAMN11604889,simple,10090,Mus musculus,GSM3755944,GEO,SRA884331,08,2019,Welte,mESC_rpf_WT_batch2_rep1,mESC_rpf_WT_batch2_rep1,Ne4C_Trim71KO_exp2_rep2,Ne4C,CRL-2925,TRIM71-/-,GSM3755928
SRR9029788,18223687,929408037,51,311,SRX5807086,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP197096,PRJNA541924,31371437,"",SRS4736549,SAMN11604889,simple,10090,Mus musculus,GSM3755944,GEO,SRA884331,08,2019,Welte,mESC_rpf_WT_batch2_rep1,mESC_rpf_WT_batch2_rep1,Ne4C_Trim71KO_exp2_rep3,Ne4C,CRL-2925,TRIM71-/-,GSM3755929
SRR9029789,17094135,871800885,51,298,SRX5807087,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP197096,PRJNA541924,31371437,"",SRS4736550,SAMN11604888,simple,10090,Mus musculus,GSM3755945,GEO,SRA884331,08,2019,Welte,mESC_rpf_Trim71KO_batch2_rep1,mESC_rpf_Trim71KO_batch2_rep1,Ne4C_WT_exp3_rep1,Ne4C,CRL-2925,-,GSM3755930
SRR9029790,17052466,869675766,51,300,SRX5807087,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP197096,PRJNA541924,31371437,"",SRS4736550,SAMN11604888,simple,10090,Mus musculus,GSM3755945,GEO,SRA884331,08,2019,Welte,mESC_rpf_Trim71KO_batch2_rep1,mESC_rpf_Trim71KO_batch2_rep1,Ne4C_WT_exp3_rep2,Ne4C,CRL-2925,-,GSM3755931
SRR9029791,17102791,872242341,51,301,SRX5807087,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP197096,PRJNA541924,31371437,"",SRS4736550,SAMN11604888,simple,10090,Mus musculus,GSM3755945,GEO,SRA884331,08,2019,Welte,mESC_rpf_Trim71KO_batch2_rep1,mESC_rpf_Trim71KO_batch2_rep1,Ne4C_Trim71KO_exp3_rep1,Ne4C,CRL-2925,TRIM71-/-,GSM3755932
SRR9029792,17099041,872051091,51,297,SRX5807087,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP197096,PRJNA541924,31371437,"",SRS4736550,SAMN11604888,simple,10090,Mus musculus,GSM3755945,GEO,SRA884331,08,2019,Welte,mESC_rpf_Trim71KO_batch2_rep1,mESC_rpf_Trim71KO_batch2_rep1,Ne4C_Trim71KO_exp3_rep2,Ne4C,CRL-2925,TRIM71-/-,GSM3755933
SRR9029793,17045313,869310963,51,295,SRX5807087,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP197096,PRJNA541924,31371437,"",SRS4736550,SAMN11604888,simple,10090,Mus musculus,GSM3755945,GEO,SRA884331,08,2019,Welte,mESC_rpf_Trim71KO_batch2_rep1,mESC_rpf_Trim71KO_batch2_rep1,Huh7_WT_rep1,Huh-7,JCRB0403,-,GSM3755934
SRR9029794,17204306,877419606,51,294,SRX5807087,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP197096,PRJNA541924,31371437,"",SRS4736550,SAMN11604888,simple,10090,Mus musculus,GSM3755945,GEO,SRA884331,08,2019,Welte,mESC_rpf_Trim71KO_batch2_rep1,mESC_rpf_Trim71KO_batch2_rep1,Huh7_WT_rep2,Huh-7,JCRB0403,-,GSM3755935
SRR9029795,27165610,1385446110,51,491,SRX5807088,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP197096,PRJNA541924,31371437,"",SRS4736551,SAMN11604886,simple,10090,Mus musculus,GSM3755946,GEO,SRA884331,08,2019,Welte,mESC_rpf_WT_batch2_rep2,mESC_rpf_WT_batch2_rep2,Huh7_WT_rep3,Huh-7,JCRB0403,-,GSM3755936
SRR9029796,27065830,1380357330,51,493,SRX5807088,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP197096,PRJNA541924,31371437,"",SRS4736551,SAMN11604886,simple,10090,Mus musculus,GSM3755946,GEO,SRA884331,08,2019,Welte,mESC_rpf_WT_batch2_rep2,mESC_rpf_WT_batch2_rep2,Huh7_Trim71KO_rep1,Huh-7,JCRB0403,TRIM71 -/-,GSM3755937
SRR9029797,27106052,1382408652,51,493,SRX5807088,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP197096,PRJNA541924,31371437,"",SRS4736551,SAMN11604886,simple,10090,Mus musculus,GSM3755946,GEO,SRA884331,08,2019,Welte,mESC_rpf_WT_batch2_rep2,mESC_rpf_WT_batch2_rep2,Huh7_Trim71KO_rep2,Huh-7,JCRB0403,TRIM71 -/-,GSM3755938
SRR9029798,27123437,1383295287,51,488,SRX5807088,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP197096,PRJNA541924,31371437,"",SRS4736551,SAMN11604886,simple,10090,Mus musculus,GSM3755946,GEO,SRA884331,08,2019,Welte,mESC_rpf_WT_batch2_rep2,mESC_rpf_WT_batch2_rep2,Huh7_Trim71KO_rep3,Huh-7,JCRB0403,TRIM71 -/-,GSM3755939
SRR9029799,27021857,1378114707,51,485,SRX5807088,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP197096,PRJNA541924,31371437,"",SRS4736551,SAMN11604886,simple,10090,Mus musculus,GSM3755946,GEO,SRA884331,08,2019,Welte,mESC_rpf_WT_batch2_rep2,mESC_rpf_WT_batch2_rep2,mESC_rpf_WT_batch1_rep1,mESC,(129xC57BL/6),Rosa26Cre-ERT2/BirA-V5,GSM3755940
SRR9029800,27527964,1403926164,51,490,SRX5807088,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP197096,PRJNA541924,31371437,"",SRS4736551,SAMN11604886,simple,10090,Mus musculus,GSM3755946,GEO,SRA884331,08,2019,Welte,mESC_rpf_WT_batch2_rep2,mESC_rpf_WT_batch2_rep2,mESC_rpf_Trim71KO_batch1_rep1,mESC,(129xC57BL/6),Rosa26Cre-ERT2/BirA-V5 TRIM71-/-,GSM3755941
SRR9029801,18609161,949067211,51,332,SRX5807089,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP197096,PRJNA541924,31371437,"",SRS4736552,SAMN11604885,simple,10090,Mus musculus,GSM3755947,GEO,SRA884331,08,2019,Welte,mESC_rpf_Trim71KO_batch2_rep2,mESC_rpf_Trim71KO_batch2_rep2,mESC_rpf_WT_batch1_rep2,mESC,(129xC57BL/6),Rosa26Cre-ERT2/BirA-V5,GSM3755942
SRR9029802,18556410,946376910,51,333,SRX5807089,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP197096,PRJNA541924,31371437,"",SRS4736552,SAMN11604885,simple,10090,Mus musculus,GSM3755947,GEO,SRA884331,08,2019,Welte,mESC_rpf_Trim71KO_batch2_rep2,mESC_rpf_Trim71KO_batch2_rep2,mESC_rpf_Trim71KO_batch1_rep2,mESC,(129xC57BL/6),Rosa26Cre-ERT2/BirA-V5 TRIM71-/-,GSM3755943
SRR9029803,18590340,948107340,51,334,SRX5807089,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP197096,PRJNA541924,31371437,"",SRS4736552,SAMN11604885,simple,10090,Mus musculus,GSM3755947,GEO,SRA884331,08,2019,Welte,mESC_rpf_Trim71KO_batch2_rep2,mESC_rpf_Trim71KO_batch2_rep2,mESC_rpf_WT_batch2_rep1,mESC,(129xC57BL/6),Rosa26Cre-ERT2/BirA-V5,GSM3755944
SRR9029804,18598084,948502284,51,330,SRX5807089,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP197096,PRJNA541924,31371437,"",SRS4736552,SAMN11604885,simple,10090,Mus musculus,GSM3755947,GEO,SRA884331,08,2019,Welte,mESC_rpf_Trim71KO_batch2_rep2,mESC_rpf_Trim71KO_batch2_rep2,mESC_rpf_Trim71KO_batch2_rep1,mESC,(129xC57BL/6),Rosa26Cre-ERT2/BirA-V5 TRIM71-/-,GSM3755945
SRR9029805,18529368,944997768,51,328,SRX5807089,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP197096,PRJNA541924,31371437,"",SRS4736552,SAMN11604885,simple,10090,Mus musculus,GSM3755947,GEO,SRA884331,08,2019,Welte,mESC_rpf_Trim71KO_batch2_rep2,mESC_rpf_Trim71KO_batch2_rep2,mESC_rpf_WT_batch2_rep2,mESC,(129xC57BL/6),Rosa26Cre-ERT2/BirA-V5,GSM3755946
SRR9029806,18890331,963406881,51,330,SRX5807089,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP197096,PRJNA541924,31371437,"",SRS4736552,SAMN11604885,simple,10090,Mus musculus,GSM3755947,GEO,SRA884331,08,2019,Welte,mESC_rpf_Trim71KO_batch2_rep2,mESC_rpf_Trim71KO_batch2_rep2,mESC_rpf_Trim71KO_batch2_rep2,mESC,(129xC57BL/6),Rosa26Cre-ERT2/BirA-V5 TRIM71-/-,GSM3755947
