Run,spots,bases,avgLength,size_MB,Experiment,LibraryName,LibraryStrategy,LibrarySelection,LibrarySource,LibraryLayout,InsertSize,InsertDev,Platform,Model,SRAStudy,BioProject,Study_Pubmed_id,ProjectID,Sample,BioSample,SampleType,TaxID,ScientificName,SampleName,CenterName,Submission,MONTH,YEAR,AUTHOR,sample_source,sample_title,source_name,condition,timepoint,region,Sex,hemisphere,animalnumber,experiment,block,mousetype,mouseline,libraryprotocol,sampleprocessing,GEO Accession
SRR14058816,41536804,4195217204,101,1441,SRX10433632,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP311942,PRJNA716950,35383160,"",SRS8567157,SAMN18472764,simple,10090,Mus musculus,GSM5207843,GEO,SRA1209898,03,2021,von,hippocampus,CMVTRAP_18_vHC_0min_TRAP_PostIP,hippocampus,Homecage,0min,vHC,female,both,CMVTRAP_4,CMV-TRAP,CMV-TRAP_Block1,CMV-nuTRAP,B6.C‐Tg(CMV‐cre)1Cgn/J X B6;129S6-Gt(ROSA)26Sortm2(CAG-NuTRAP)Evdr/J,illumina Smartseq2,TRAP_PostIP,GSM5207843
SRR14058817,14332079,1447539979,101,432,SRX10433633,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP311942,PRJNA716950,35383160,"",SRS8567159,SAMN18472763,simple,10090,Mus musculus,GSM5207844,GEO,SRA1209898,03,2021,von,hippocampus,CAMK2A-TRAP_1_dHC_45min,hippocampus,Swim,45min,dHC,male,both,CAMK2A-TRAP_2,CAMK2A-TRAP,CAMK2A-TRAP_Block1,CAMK2A-nuTRAP,B6.Cg-Tg(Camk2a-cre)T29-1Stl/J X B6;129S6-Gt(ROSA)26Sortm2(CAG-NuTRAP)Evdr/J,illumina Smartseq2,TRAP_PostIP,GSM5207844
SRR14058818,14598760,1474474760,101,561,SRX10433634,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP311942,PRJNA716950,35383160,"",SRS8567158,SAMN18472790,simple,10090,Mus musculus,GSM5207845,GEO,SRA1209898,03,2021,von,hippocampus,CAMK2A-TRAP_2_vHC_0min,hippocampus,Homecage,0min,vHC,male,both,CAMK2A-TRAP_5,CAMK2A-TRAP,CAMK2A-TRAP_Block1,CAMK2A-nuTRAP,B6.Cg-Tg(Camk2a-cre)T29-1Stl/J X B6;129S6-Gt(ROSA)26Sortm2(CAG-NuTRAP)Evdr/J,illumina Smartseq2,TRAP_PostIP,GSM5207845
SRR14058819,12740767,1286817467,101,432,SRX10433635,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP311942,PRJNA716950,35383160,"",SRS8567160,SAMN18472789,simple,10090,Mus musculus,GSM5207846,GEO,SRA1209898,03,2021,von,hippocampus,CAMK2A-TRAP_3_vHC_45min,hippocampus,Swim,45min,vHC,male,both,CAMK2A-TRAP_2,CAMK2A-TRAP,CAMK2A-TRAP_Block1,CAMK2A-nuTRAP,B6.Cg-Tg(Camk2a-cre)T29-1Stl/J X B6;129S6-Gt(ROSA)26Sortm2(CAG-NuTRAP)Evdr/J,illumina Smartseq2,TRAP_PostIP,GSM5207846
SRR14058820,5505286,556033886,101,234,SRX10433636,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP311942,PRJNA716950,35383160,"",SRS8567161,SAMN18472762,simple,10090,Mus musculus,GSM5207847,GEO,SRA1209898,03,2021,von,hippocampus,CAMK2A-TRAP_4_dHC_0min,hippocampus,Homecage,0min,dHC,male,both,CAMK2A-TRAP_1,CAMK2A-TRAP,CAMK2A-TRAP_Block1,CAMK2A-nuTRAP,B6.Cg-Tg(Camk2a-cre)T29-1Stl/J X B6;129S6-Gt(ROSA)26Sortm2(CAG-NuTRAP)Evdr/J,illumina Smartseq2,TRAP_PostIP,GSM5207847
SRR14058821,15334694,1548804094,101,459,SRX10433637,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP311942,PRJNA716950,35383160,"",SRS8567162,SAMN18472794,simple,10090,Mus musculus,GSM5207848,GEO,SRA1209898,03,2021,von,hippocampus,CAMK2A-TRAP_5_dHC_0min,hippocampus,Homecage,0min,dHC,male,both,CAMK2A-TRAP_5,CAMK2A-TRAP,CAMK2A-TRAP_Block1,CAMK2A-nuTRAP,B6.Cg-Tg(Camk2a-cre)T29-1Stl/J X B6;129S6-Gt(ROSA)26Sortm2(CAG-NuTRAP)Evdr/J,illumina Smartseq2,TRAP_PostIP,GSM5207848
SRR14058822,14401608,1454562408,101,432,SRX10433638,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP311942,PRJNA716950,35383160,"",SRS8567163,SAMN18472793,simple,10090,Mus musculus,GSM5207849,GEO,SRA1209898,03,2021,von,hippocampus,CAMK2A-TRAP_6_vHC_45min,hippocampus,Swim,45min,vHC,male,both,CAMK2A-TRAP_4,CAMK2A-TRAP,CAMK2A-TRAP_Block1,CAMK2A-nuTRAP,B6.Cg-Tg(Camk2a-cre)T29-1Stl/J X B6;129S6-Gt(ROSA)26Sortm2(CAG-NuTRAP)Evdr/J,illumina Smartseq2,TRAP_PostIP,GSM5207849
SRR14058823,14825902,1497416102,101,453,SRX10433639,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP311942,PRJNA716950,35383160,"",SRS8567164,SAMN18472792,simple,10090,Mus musculus,GSM5207850,GEO,SRA1209898,03,2021,von,hippocampus,CAMK2A-TRAP_7_vHC_0min,hippocampus,Homecage,0min,vHC,male,both,CAMK2A-TRAP_3,CAMK2A-TRAP,CAMK2A-TRAP_Block1,CAMK2A-nuTRAP,B6.Cg-Tg(Camk2a-cre)T29-1Stl/J X B6;129S6-Gt(ROSA)26Sortm2(CAG-NuTRAP)Evdr/J,illumina Smartseq2,TRAP_PostIP,GSM5207850
SRR14058824,14734403,1488174703,101,586,SRX10433640,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP311942,PRJNA716950,35383160,"",SRS8567165,SAMN18472791,simple,10090,Mus musculus,GSM5207851,GEO,SRA1209898,03,2021,von,hippocampus,CAMK2A-TRAP_8_dHC_0min,hippocampus,Homecage,0min,dHC,male,both,CAMK2A-TRAP_3,CAMK2A-TRAP,CAMK2A-TRAP_Block1,CAMK2A-nuTRAP,B6.Cg-Tg(Camk2a-cre)T29-1Stl/J X B6;129S6-Gt(ROSA)26Sortm2(CAG-NuTRAP)Evdr/J,illumina Smartseq2,TRAP_PostIP,GSM5207851
SRR14058825,15139631,1529102731,101,459,SRX10433641,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP311942,PRJNA716950,35383160,"",SRS8567166,SAMN18472788,simple,10090,Mus musculus,GSM5207852,GEO,SRA1209898,03,2021,von,hippocampus,CAMK2A-TRAP_9_vHC_0min,hippocampus,Homecage,0min,vHC,male,both,CAMK2A-TRAP_1,CAMK2A-TRAP,CAMK2A-TRAP_Block1,CAMK2A-nuTRAP,B6.Cg-Tg(Camk2a-cre)T29-1Stl/J X B6;129S6-Gt(ROSA)26Sortm2(CAG-NuTRAP)Evdr/J,illumina Smartseq2,TRAP_PostIP,GSM5207852
SRR14058826,13173807,1330554507,101,411,SRX10433642,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP311942,PRJNA716950,35383160,"",SRS8567167,SAMN18472787,simple,10090,Mus musculus,GSM5207853,GEO,SRA1209898,03,2021,von,hippocampus,CAMK2A-TRAP_10_dHC_45min,hippocampus,Swim,45min,dHC,male,both,CAMK2A-TRAP_4,CAMK2A-TRAP,CAMK2A-TRAP_Block1,CAMK2A-nuTRAP,B6.Cg-Tg(Camk2a-cre)T29-1Stl/J X B6;129S6-Gt(ROSA)26Sortm2(CAG-NuTRAP)Evdr/J,illumina Smartseq2,TRAP_PostIP,GSM5207853
SRR14058827,16173451,1633518551,101,482,SRX10433643,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP311942,PRJNA716950,35383160,"",SRS8567169,SAMN18472786,simple,10090,Mus musculus,GSM5207854,GEO,SRA1209898,03,2021,von,hippocampus,CAMK2A-TRAP_11_vHC_45min,hippocampus,Swim,45min,vHC,male,both,CAMK2A-TRAP_8,CAMK2A-TRAP,CAMK2A-TRAP_Block1,CAMK2A-nuTRAP,B6.Cg-Tg(Camk2a-cre)T29-1Stl/J X B6;129S6-Gt(ROSA)26Sortm2(CAG-NuTRAP)Evdr/J,illumina Smartseq2,TRAP_PostIP,GSM5207854
SRR14058828,14931386,1508069986,101,447,SRX10433644,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP311942,PRJNA716950,35383160,"",SRS8567168,SAMN18472785,simple,10090,Mus musculus,GSM5207855,GEO,SRA1209898,03,2021,von,hippocampus,CAMK2A-TRAP_12_dHC_45min,hippocampus,Swim,45min,dHC,male,both,CAMK2A-TRAP_6,CAMK2A-TRAP,CAMK2A-TRAP_Block1,CAMK2A-nuTRAP,B6.Cg-Tg(Camk2a-cre)T29-1Stl/J X B6;129S6-Gt(ROSA)26Sortm2(CAG-NuTRAP)Evdr/J,illumina Smartseq2,TRAP_PostIP,GSM5207855
SRR14058829,12802858,1293088658,101,390,SRX10433645,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP311942,PRJNA716950,35383160,"",SRS8567170,SAMN18472784,simple,10090,Mus musculus,GSM5207856,GEO,SRA1209898,03,2021,von,hippocampus,CAMK2A-TRAP_13_vHC_0min,hippocampus,Homecage,0min,vHC,male,both,CAMK2A-TRAP_7,CAMK2A-TRAP,CAMK2A-TRAP_Block1,CAMK2A-nuTRAP,B6.Cg-Tg(Camk2a-cre)T29-1Stl/J X B6;129S6-Gt(ROSA)26Sortm2(CAG-NuTRAP)Evdr/J,illumina Smartseq2,TRAP_PostIP,GSM5207856
SRR14058830,12245650,1236810650,101,367,SRX10433646,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP311942,PRJNA716950,35383160,"",SRS8567171,SAMN18472783,simple,10090,Mus musculus,GSM5207857,GEO,SRA1209898,03,2021,von,hippocampus,CAMK2A-TRAP_14_dHC_45min,hippocampus,Swim,45min,dHC,male,both,CAMK2A-TRAP_8,CAMK2A-TRAP,CAMK2A-TRAP_Block1,CAMK2A-nuTRAP,B6.Cg-Tg(Camk2a-cre)T29-1Stl/J X B6;129S6-Gt(ROSA)26Sortm2(CAG-NuTRAP)Evdr/J,illumina Smartseq2,TRAP_PostIP,GSM5207857
SRR14058831,14527168,1467243968,101,436,SRX10433647,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP311942,PRJNA716950,35383160,"",SRS8567172,SAMN18472782,simple,10090,Mus musculus,GSM5207858,GEO,SRA1209898,03,2021,von,hippocampus,CAMK2A-TRAP_15_dHC_45min,hippocampus,Swim,45min,dHC,male,both,CAMK2A-TRAP_10,CAMK2A-TRAP,CAMK2A-TRAP_Block1,CAMK2A-nuTRAP,B6.Cg-Tg(Camk2a-cre)T29-1Stl/J X B6;129S6-Gt(ROSA)26Sortm2(CAG-NuTRAP)Evdr/J,illumina Smartseq2,TRAP_PostIP,GSM5207858
SRR14058906,22064552,2228519752,101,686,SRX10433648,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,SRP311942,PRJNA716950,35383160,"",SRS8567173,SAMN18473405,simple,10090,Mus musculus,GSM5207731,GEO,SRA1209898,03,2021,von,hippocampus,TimeSeriesFST_69_vHC_1h30min,hippocampus,Swim,1h30min,vHC,male,both,TimeSeriesFST_id_35,TimeSeriesFST,TimeSeriesFST_Block6,WT,C57BL/6J,illumina TruSeq,WholeRNA,GSM5207731
SRR14058907,40529827,4093512527,101,1260,SRX10433649,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,SRP311942,PRJNA716950,35383160,"",SRS8567176,SAMN18473404,simple,10090,Mus musculus,GSM5207732,GEO,SRA1209898,03,2021,von,hippocampus,TimeSeriesFST_70_dHC_1h30min,hippocampus,Swim,1h30min,dHC,male,both,TimeSeriesFST_id_35,TimeSeriesFST,TimeSeriesFST_Block6,WT,C57BL/6J,illumina TruSeq,WholeRNA,GSM5207732
SRR14058908,27987244,2826711644,101,869,SRX10433650,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,SRP311942,PRJNA716950,35383160,"",SRS8567174,SAMN18473403,simple,10090,Mus musculus,GSM5207733,GEO,SRA1209898,03,2021,von,hippocampus,TimeSeriesFST_71_vHC_0min,hippocampus,Homecage,0min,vHC,male,both,TimeSeriesFST_id_36,TimeSeriesFST,TimeSeriesFST_Block6,WT,C57BL/6J,illumina TruSeq,WholeRNA,GSM5207733
SRR14058909,20846849,2105531749,101,653,SRX10433651,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,SRP311942,PRJNA716950,35383160,"",SRS8567175,SAMN18473402,simple,10090,Mus musculus,GSM5207734,GEO,SRA1209898,03,2021,von,hippocampus,TimeSeriesFST_72_dHC_0min,hippocampus,Homecage,0min,dHC,male,both,TimeSeriesFST_id_36,TimeSeriesFST,TimeSeriesFST_Block6,WT,C57BL/6J,illumina TruSeq,WholeRNA,GSM5207734
SRR14058910,22752324,2297984724,101,711,SRX10433652,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,SRP311942,PRJNA716950,35383160,"",SRS8567177,SAMN18473401,simple,10090,Mus musculus,GSM5207735,GEO,SRA1209898,03,2021,von,hippocampus,TimeSeriesFST_73_vHC_0min,hippocampus,Homecage,0min,vHC,male,both,TimeSeriesFST_id_37,TimeSeriesFST,TimeSeriesFST_Block7,WT,C57BL/6J,illumina TruSeq,WholeRNA,GSM5207735
SRR14058911,31555428,3187098228,101,981,SRX10433653,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,SRP311942,PRJNA716950,35383160,"",SRS8567178,SAMN18473400,simple,10090,Mus musculus,GSM5207736,GEO,SRA1209898,03,2021,von,hippocampus,TimeSeriesFST_74_dHC_0min,hippocampus,Homecage,0min,dHC,male,both,TimeSeriesFST_id_37,TimeSeriesFST,TimeSeriesFST_Block7,WT,C57BL/6J,illumina TruSeq,WholeRNA,GSM5207736
SRR14058912,23367333,2360100633,101,728,SRX10433654,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,SRP311942,PRJNA716950,35383160,"",SRS8567180,SAMN18473166,simple,10090,Mus musculus,GSM5207737,GEO,SRA1209898,03,2021,von,hippocampus,TimeSeriesFST_75_vHC_2h,hippocampus,Swim,2h,vHC,male,both,TimeSeriesFST_id_38,TimeSeriesFST,TimeSeriesFST_Block7,WT,C57BL/6J,illumina TruSeq,WholeRNA,GSM5207737
SRR14058913,27876670,2815543670,101,867,SRX10433655,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,SRP311942,PRJNA716950,35383160,"",SRS8567179,SAMN18473201,simple,10090,Mus musculus,GSM5207738,GEO,SRA1209898,03,2021,von,hippocampus,TimeSeriesFST_76_dHC_2h,hippocampus,Swim,2h,dHC,male,both,TimeSeriesFST_id_38,TimeSeriesFST,TimeSeriesFST_Block7,WT,C57BL/6J,illumina TruSeq,WholeRNA,GSM5207738
SRR14058914,18803780,1899181780,101,587,SRX10433656,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,SRP311942,PRJNA716950,35383160,"",SRS8567181,SAMN18473200,simple,10090,Mus musculus,GSM5207739,GEO,SRA1209898,03,2021,von,hippocampus,TimeSeriesFST_77_vHC_45min,hippocampus,Swim,45min,vHC,male,both,TimeSeriesFST_id_39,TimeSeriesFST,TimeSeriesFST_Block7,WT,C57BL/6J,illumina TruSeq,WholeRNA,GSM5207739
SRR14058915,26146827,2640829527,101,812,SRX10433657,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,SRP311942,PRJNA716950,35383160,"",SRS8567182,SAMN18473199,simple,10090,Mus musculus,GSM5207740,GEO,SRA1209898,03,2021,von,hippocampus,TimeSeriesFST_78_dHC_45min,hippocampus,Swim,45min,dHC,male,both,TimeSeriesFST_id_39,TimeSeriesFST,TimeSeriesFST_Block7,WT,C57BL/6J,illumina TruSeq,WholeRNA,GSM5207740
SRR14058916,26359796,2662339396,101,823,SRX10433658,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,SRP311942,PRJNA716950,35383160,"",SRS8567183,SAMN18473198,simple,10090,Mus musculus,GSM5207741,GEO,SRA1209898,03,2021,von,hippocampus,TimeSeriesFST_79_vHC_4h,hippocampus,Swim,4h,vHC,male,both,TimeSeriesFST_id_40,TimeSeriesFST,TimeSeriesFST_Block7,WT,C57BL/6J,illumina TruSeq,WholeRNA,GSM5207741
SRR14058917,19764480,1996212480,101,618,SRX10433659,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,SRP311942,PRJNA716950,35383160,"",SRS8567184,SAMN18473197,simple,10090,Mus musculus,GSM5207742,GEO,SRA1209898,03,2021,von,hippocampus,TimeSeriesFST_80_dHC_4h,hippocampus,Swim,4h,dHC,male,both,TimeSeriesFST_id_40,TimeSeriesFST,TimeSeriesFST_Block7,WT,C57BL/6J,illumina TruSeq,WholeRNA,GSM5207742
SRR14058918,26068874,2632956274,101,813,SRX10433660,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,SRP311942,PRJNA716950,35383160,"",SRS8567185,SAMN18473196,simple,10090,Mus musculus,GSM5207743,GEO,SRA1209898,03,2021,von,hippocampus,TimeSeriesFST_81_vHC_1h30min,hippocampus,Swim,1h30min,vHC,male,both,TimeSeriesFST_id_41,TimeSeriesFST,TimeSeriesFST_Block7,WT,C57BL/6J,illumina TruSeq,WholeRNA,GSM5207743
SRR14058919,26385943,2664980243,101,811,SRX10433661,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,SRP311942,PRJNA716950,35383160,"",SRS8567186,SAMN18473195,simple,10090,Mus musculus,GSM5207744,GEO,SRA1209898,03,2021,von,hippocampus,TimeSeriesFST_83_vHC_3h,hippocampus,Swim,3h,vHC,male,both,TimeSeriesFST_id_42,TimeSeriesFST,TimeSeriesFST_Block7,WT,C57BL/6J,illumina TruSeq,WholeRNA,GSM5207744
SRR14058920,44673498,4512023298,101,1387,SRX10433662,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,SRP311942,PRJNA716950,35383160,"",SRS8567187,SAMN18473194,simple,10090,Mus musculus,GSM5207745,GEO,SRA1209898,03,2021,von,hippocampus,TimeSeriesFST_84_dHC_3h,hippocampus,Swim,3h,dHC,male,both,TimeSeriesFST_id_42,TimeSeriesFST,TimeSeriesFST_Block7,WT,C57BL/6J,illumina TruSeq,WholeRNA,GSM5207745
SRR14058921,58426646,5901091246,101,1818,SRX10433663,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,SRP311942,PRJNA716950,35383160,"",SRS8567188,SAMN18473193,simple,10090,Mus musculus,GSM5207746,GEO,SRA1209898,03,2021,von,hippocampus,TimeSeriesFST_85_vHC_45min,hippocampus,Swim,45min,vHC,male,both,TimeSeriesFST_id_43,TimeSeriesFST,TimeSeriesFST_Block8,WT,C57BL/6J,illumina TruSeq,WholeRNA,GSM5207746
SRR14058922,21183623,2139545923,101,662,SRX10433664,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,SRP311942,PRJNA716950,35383160,"",SRS8567190,SAMN18473192,simple,10090,Mus musculus,GSM5207747,GEO,SRA1209898,03,2021,von,hippocampus,TimeSeriesFST_86_dHC_45min,hippocampus,Swim,45min,dHC,male,both,TimeSeriesFST_id_43,TimeSeriesFST,TimeSeriesFST_Block8,WT,C57BL/6J,illumina TruSeq,WholeRNA,GSM5207747
SRR14058923,17597066,1777303666,101,551,SRX10433665,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,SRP311942,PRJNA716950,35383160,"",SRS8567189,SAMN18473191,simple,10090,Mus musculus,GSM5207748,GEO,SRA1209898,03,2021,von,hippocampus,TimeSeriesFST_87_vHC_0min,hippocampus,Homecage,0min,vHC,male,both,TimeSeriesFST_id_44,TimeSeriesFST,TimeSeriesFST_Block8,WT,C57BL/6J,illumina TruSeq,WholeRNA,GSM5207748
SRR14058924,26861271,2712988371,101,841,SRX10433666,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,SRP311942,PRJNA716950,35383160,"",SRS8567191,SAMN18473190,simple,10090,Mus musculus,GSM5207749,GEO,SRA1209898,03,2021,von,hippocampus,TimeSeriesFST_88_dHC_0min,hippocampus,Homecage,0min,dHC,male,both,TimeSeriesFST_id_44,TimeSeriesFST,TimeSeriesFST_Block8,WT,C57BL/6J,illumina TruSeq,WholeRNA,GSM5207749
SRR14058925,25512728,2576785528,101,770,SRX10433667,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP311942,PRJNA716950,35383160,"",SRS8567192,SAMN18473189,simple,10090,Mus musculus,GSM5207750,GEO,SRA1209898,03,2021,von,hippocampus,FSTFemale45min4h_1_vHC_0min,hippocampus,Homecage,0min,vHC,male,both,FSTFemale45min4h_id_1,FSTFemale45min4h,FSTFemale45min4h_Block1,WT,C57BL/6J,illumina TruSeq,WholeRNA,GSM5207750
SRR14058926,27341302,2761471502,101,825,SRX10433668,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP311942,PRJNA716950,35383160,"",SRS8567194,SAMN18473188,simple,10090,Mus musculus,GSM5207751,GEO,SRA1209898,03,2021,von,hippocampus,FSTFemale45min4h_2_vHC_4h,hippocampus,Swim,4h,vHC,female,both,FSTFemale45min4h_id_2,FSTFemale45min4h,FSTFemale45min4h_Block1,WT,C57BL/6J,illumina TruSeq,WholeRNA,GSM5207751
SRR14058927,25209920,2546201920,101,760,SRX10433669,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP311942,PRJNA716950,35383160,"",SRS8567193,SAMN18473187,simple,10090,Mus musculus,GSM5207752,GEO,SRA1209898,03,2021,von,hippocampus,FSTFemale45min4h_3_vHC_45min,hippocampus,Swim,45min,vHC,female,both,FSTFemale45min4h_id_3,FSTFemale45min4h,FSTFemale45min4h_Block1,WT,C57BL/6J,illumina TruSeq,WholeRNA,GSM5207752
SRR14058928,26174855,2643660355,101,790,SRX10433670,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP311942,PRJNA716950,35383160,"",SRS8567197,SAMN18473186,simple,10090,Mus musculus,GSM5207753,GEO,SRA1209898,03,2021,von,hippocampus,FSTFemale45min4h_4_vHC_45min,hippocampus,Swim,45min,vHC,male,both,FSTFemale45min4h_id_4,FSTFemale45min4h,FSTFemale45min4h_Block1,WT,C57BL/6J,illumina TruSeq,WholeRNA,GSM5207753
SRR14058929,26165006,2642665606,101,790,SRX10433671,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP311942,PRJNA716950,35383160,"",SRS8567195,SAMN18473185,simple,10090,Mus musculus,GSM5207754,GEO,SRA1209898,03,2021,von,hippocampus,FSTFemale45min4h_5_vHC_0min,hippocampus,Homecage,0min,vHC,female,both,FSTFemale45min4h_id_5,FSTFemale45min4h,FSTFemale45min4h_Block1,WT,C57BL/6J,illumina TruSeq,WholeRNA,GSM5207754
SRR14058930,28064441,2834508541,101,850,SRX10433672,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP311942,PRJNA716950,35383160,"",SRS8567196,SAMN18473184,simple,10090,Mus musculus,GSM5207755,GEO,SRA1209898,03,2021,von,hippocampus,FSTFemale45min4h_6_vHC_4h,hippocampus,Swim,4h,vHC,female,both,FSTFemale45min4h_id_6,FSTFemale45min4h,FSTFemale45min4h_Block1,WT,C57BL/6J,illumina TruSeq,WholeRNA,GSM5207755
SRR14058931,26800531,2706853631,101,807,SRX10433673,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP311942,PRJNA716950,35383160,"",SRS8567198,SAMN18473183,simple,10090,Mus musculus,GSM5207756,GEO,SRA1209898,03,2021,von,hippocampus,FSTFemale45min4h_7_vHC_0min,hippocampus,Homecage,0min,vHC,female,both,FSTFemale45min4h_id_7,FSTFemale45min4h,FSTFemale45min4h_Block1,WT,C57BL/6J,illumina TruSeq,WholeRNA,GSM5207756
SRR14058932,27566715,2784238215,101,828,SRX10433674,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP311942,PRJNA716950,35383160,"",SRS8567199,SAMN18473213,simple,10090,Mus musculus,GSM5207757,GEO,SRA1209898,03,2021,von,hippocampus,FSTFemale45min4h_8_vHC_45min,hippocampus,Swim,45min,vHC,male,both,FSTFemale45min4h_id_8,FSTFemale45min4h,FSTFemale45min4h_Block1,WT,C57BL/6J,illumina TruSeq,WholeRNA,GSM5207757
SRR14058933,26427190,2669146190,101,794,SRX10433675,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP311942,PRJNA716950,35383160,"",SRS8567200,SAMN18473212,simple,10090,Mus musculus,GSM5207758,GEO,SRA1209898,03,2021,von,hippocampus,FSTFemale45min4h_9_vHC_4h,hippocampus,Swim,4h,vHC,female,both,FSTFemale45min4h_id_9,FSTFemale45min4h,FSTFemale45min4h_Block1,WT,C57BL/6J,illumina TruSeq,WholeRNA,GSM5207758
