id,title,abstract
PRJNA292020,Ribosomal profiling of CRISPR edited and parental CHL-1 cell line,Ribosomal stress was evaluated in melanoma cell line CHL-1 after CRISPR editing genomic locus containing SNORD50A/B Overall design: We have used CRISPR genome editing tool to KD snoRNAs SNORD50A/B from CHL-1 genome and assessed ribosomal binding genome-wide using ribosome profiling
PRJNA291968,Dietary selenium levels affect selenoprotein expression and support the interferon-γ and IL-6 immune response pathways in mice [microarray],""
PRJNA290912,Genome-wide analysis of Musashi-2 targets reveals novel functions in governing epithelial cell migration,"The Musashi-2 (Msi2) RNA-binding protein maintains stem cell self-renewal and promotes oncogenesis by enhancing cell proliferation in hematopoietic and gastrointestinal tissues. However, it is unclear how Msi2 recognizes and regulates mRNA targets in vivo and whether Msi2 primarily controls cell growth in all cell types. Here we identified Msi2 targets with HITSCLIP and revealed that Msi2 primarily recognizes mRNA 3UTRs at sites enriched in multiple copies of UAG motifs in epithelial progenitor cells. RNA-seq and ribosome profiling demonstrated that Msi2 promotes targeted mRNA decay without affecting translation efficiency. Unexpectedly, the most prominent Msi2 targets identified are key regulators that govern cell motility with a high enrichment in focal adhesion and extracellular matrix-receptor interaction, in addition to regulators of cell growth and survival. Loss of Msi2 stimulates epithelial cellmigration, increases the number of focal adhesion and also compromises cell growth. These findings provide new insights into the molecular mechanisms of Msi2's recognition and repression of targets and uncover a key function of Msi2 in restricting epithelial cell migration. Overall design: Identification of direct Musashi-2 targets in keratinocytes through the use of RNA-Seq, Ribosome-Profiling, and Msi2-HITS-CLIP"
PRJNA290152,Codon usage influences the local rate of translation elongation to regulate co-translational protein folding,"Codon usage bias is a universal feature of eukaryotic and prokaryotic genomes and has been proposed to regulate translation efficiency, accuracy and protein folding based on the assumption that codon usage affects translation dynamics.  The role of codon usage in regulating translation, however, is not clear and has been challenged by recent ribosome profiling studies. Here we used a Neurospora cell-free translation system to directly monitor the velocity of mRNA translation. We demonstrated that the use of preferred codons enhances the rate of translation elongation, whereas non-optimal codons slow translation. In addition, codon usage regulates ribosome traffic on the mRNA. These conclusions were supported by ribosome profiling results in vitro and in vivo with substrate mRNAs manipulated to increase signal over background noise.  We further show that codon usage plays an important role in regulating protein function by affecting co-translational protein folding. Together, these results resolve a long-standing fundamental question and demonstrate the importance of codon usage on protein folding. Overall design: For sample 1 and 2, ribosome-protected fragments (RPF) and mRNA sequencing from WT Neurospora transcriptome were extracted to examine the residence time of each codon to understand the decoding rate. For sample 3 and 4, RPFs of the fully optimized (OPT) Firefly luciferase as well as the chimera [(2-423)OPT-(424-550)WT] Firefly luciferase, both of which were individually targeted to the his3 locus, were extracted to monitor the codon-regulated translational kinetics in vivo. For sample 5-8, RPFs were extracted from in vitro translation reactions covering the OPT construct and three chimera construts: N-OP, (2-223)OPT-(224-550)WT; M-OP, (2-223)WT-(224-423)OPT-(424-550)WT; C-OP (2-423)WT-(424-550)OPT. The RPF reads were compared to each other to monitor the translational kinetics in vitro."
PRJNA289569,Profiles of ribosome-associated mRNAs regulated by expression of wild-type (WT) or R534H variant of DDX3 with or without Sodium Arsenite treatment [Ribo-Seq],"By using ribosome profiling, we demonstrate that catalytic activity of the RNA helicase DDX3 is generally required for mediating translation repression under stress. Intriguingly, however, a cancer-related DDX3 variant DDX3 R534H selectively preserves translation of genes encoding core nucleosome components. Additionally, DDX3 variants also shift ORF usage on select genes, such as RPLP1 and stress-response factors as an added mechanism of translation regulation during stress. Thus, DDX3 through both extensive and selective interactions with RNA and the ribosomal machinery helps to remodel the translational landscape under stress and in cancer. Overall design: Cells expressing either DDX3 WT or R534H variant were treated with or without sodium arsenite and lysed in the presence of cyclohexime. Ribosome-protected mRNA fragments after RNase I treatment were recovered and sequenced."
PRJNA289465,Saccharomyces cerevisiae ribosome profiling,Ribosome profiling of Saccharomyces cerevisiae to measure translation dynamics
PRJNA288987,RNA-Seq matched to ribosome profiling over a zebrafish developmental timecourse,"RNA-Seq data that is sample matched to a previous ribosome profiling dataset GSE46512 Overall design: RNA-Seq over 8 stages in early zebrafish development, matched to ribosome profiling data in : 2-4 cell, 256 cell, 1K cell, Dome, Shield, Bud, 28hpf and 5dpf"
PRJNA288950,Next generation sequencing facilitates quantitative analysis of control of Candida albicans ATCC 10231 and garlic oil-treated C. albicans ATCC 10231 transcriptomes,"Purpose: Next-generation sequencing (NGS) has revolutionized systems-based analysis of cellular pathways. The goals of this study are to compare transcriptome profiling of control of C. albicans ATCC 10231 (RNA-seq) to transcriptome profiling of garlic oil-treated C. albicans ATCC 10231 and to evaluate protocols for optimal high-throughput data analysis Methods:SDB medium, C. albicans cells and garlic oil were added to two separate 50 mL conical flasks. The initial cell concentrations in culture were both 105 CFU/mL. The cultures were incubated in a water bath shaker at 28 ºC with shaking at 150 rpm for 12 h. Garlic oil or PBS buffer were then added to the cultures to make the concentrations of garlic oil arrived at 0 (control) and 1.25 µl/mL, respectively. The cultures were continuously incubated at the same conditions for 5 h. The cells were then sampled and centrifuged. The cell precipitates in the control and 1.25 µl/mL garlic oil groups were quickly separately frozen at -80 ºC. Then total RNA were repared from the cell pellets. Results:The RNA sequencing results showed that many genes in C. albicans exposed to garlic oil were differentially expressed. Nearly three thousand genes were differentially expressed, with either an increase or decrease of more than twofold. Most of them were down regulated  while a small number were upregulated. Conclusions: Our study indicated that garlic oil induced differential expression of some critical genes, such as genes for cellular response to drugs, oxidation-reduction processes, pathogenesis, and the cellular response to starvation. Moreover, the differentially expressed genes were mainly clustered in 19 KEGG pathways, such as oxidative phosphorylation, spliceosome, cell cycle, protein processing in endoplasmic reticulum, pyrimidine metabolism, meiosis, RNA transport, ribosome biogenesis, and RNA degradation. Overall design: The mRNA profiles of C. albicans ATCC 10231 (ck) and garlic oil-treated C. albicans ATCC 10231 (sample1) were generated by deep sequencing, in one time, using Illumina Higseq 2500."
PRJNA288089,The Ski complex binds 80S ribosomes for 3’ to 5’ decay of mRNA,"Cytoplasmic degradation of eukaryotic mRNAs in 3’ to 5’ direction is catalyzed by the exosome complex together with the Ski complex and, in the yeast Saccharomyces cerevisiae, the Ski7 protein. This exosome-Ski-system also degrades ribosome-associated aberrant mRNAs lacking a stop codon, a pathway called non-stop-mRNA decay (NSD). However, the interplay between the Ski components and the ribosome is unknown. Here, we report that the Ski complex can associate with ribosomes in vitro and in vivo independently of Ski7. Ribosome profiling suggests that this association is important for NSD but also for general mRNA turnover. A cryo-electron microscopy structure reveals that the Ski complex binds near the mRNA entry site of the 40S subunit, facilitating the threading of the mRNA into the Ski2 helicase. Collectively, these results demonstrate an unanticipated role for the Ski complex in mRNA decay of ribosome-associated mRNAs, mediated by a direct interaction with the translation machinery. Overall design: Ribosome profiling of 80S monosomes and in vivo pullouts of Ski complex associated 80S ribosomes. In vivo pullouts were performed using a yeast strain expressing C-terminally TAP (tandem affinity purification) tagged Ski3. Control mRNA from the total cell lysate and pull-down mRNA from the pullouts were also sequenced respectively."
PRJNA287879,Rocaglamide A converts RNA helicase eIF4A into a sequence-specific translational repressor,"Rocaglamide A (RocA) typifies a novel class of protein synthesis inhibitors that selectively kill aneuploid tumor cells and repress translation of specific mRNAs. RocA targets eukaryotic initiation factor 4A (eIF4A), the prototypical DEAD-box RNA helicase, and its mRNA selectivity is proposed to reflect highly structured 5' UTRs that are very dependent on eIF4A-mediated unwinding. Here, we show that secondary structure in 5' UTRs is only a minor determinant for RocA selectivity and RocA does not repress translation by reducing eIF4A activity. Rather, in vitro and in vivo, RocA clamps eIF4A onto a specific sequence motif even after ATP hydrolysis. This artificially clamped eIF4A blocks 43S scanning, leading to premature, upstream translation initiation and reducing gene expression on transcripts bearing the RocA-eIF4A target sequence. In elucidating the mechanism of this lead anti-cancer compound and explaining its mRNA selectivity, we provide the first example of a drug stabilizing sequence-specific RNA-protein interactions. Overall design: Ribosome profiling, mRNA-Seq, RIP-Seq, and Bind-n-Seq Ribosome profiling for sample 1-5, and 11-15.  Sample1 and 2  are replicates of control of DMSO treatment for sample 3-5, and 11, with RocA and PP242  treatments. Sample 12 and 13 are replicates of control of DMSO treatment for sample 14 and 15 with Hipp treatments. mRNA-Seq for sample 6-10.  Sample 6 and 7  are replicates of control of DMSO treatment for sample 8-10 with RocA treatments. RIP-Seq for 16-19. Sample 16 and 17  are replicates of control of DMSO treatment for sample 18-19 with RocA treatments. Bind-n-Seq for 20-23. Sample 21 is control of DMSO treatment for sample 22-23 with RocA treatments. Sample 20 is a input contol for protein-bound fraction of sample 21. We stably expressed SBP (streptavidin binding peptide)-tagged eIF4A in HEK 293T-REx cells and purified it via M270 streptavidin beads (life techonologies)."
PRJNA287767,Dietary selenium levels affect selenoprotein expression and support the interferon-γ and IL-6 immune response pathways in mice [RNA-Seq],"Mice were fed Se-deficient or Se-adequate diets for 6 weeks. Liver and lung tissue were harvested and processed for RNA-Seq, ribosome profiling, and microarray analysis. From these studies, we identified changes in mRNA levels and translation of selenoprotein genes and genes regulated by interferon-gamma. Cytokine profiles of serum indicated that interferon-gamma and IL-6 levels were increased in the Se-adequate mice relative to Se-deficient mice. Overall design: RNA-Seq analysis of liver tissue from mice fed Se-deficient or Se-adequate diets"
PRJNA287766,Dietary selenium levels affect selenoprotein expression and support the interferon-γ and IL-6 immune response pathways in mice [Ribosome Profiling],"Mice were fed Se-deficient or Se-adequate diets for 6 weeks. Liver and lung tissue were harvested and processed for RNA-Seq, ribosome profiling, and microarray analysis. From these studies, we identified changes in mRNA levels and translation of selenoprotein genes and genes regulated by interferon-gamma. Cytokine profiles of serum indicated that interferon-gamma and IL-6 levels were increased in the Se-adequate mice relative to Se-deficient mice. Overall design: Ribosome profiling of liver tissue from mice fed Se-deficient or Se-adequate diets"
PRJNA287138,Ribosome profiling of MCF10A cells treated with TGFb and esterified leucine,"MCF10A-inducible RASV12 cells were treated with TGF-beta for 48hr. As rescue experiment, in one sample cells were treated with esterified leucine for 18hr. Overall design: 1 replicate per condition"
PRJNA287137,Ribosome profiling on glutamine-starved panel of luminal and basal breast cancer cell lines,"Four different breast cancer cell lines were grown either under unrestricted growth conditions or in medium lacking glutamine, and ribosome profliling was performed on material extracted from these samples Overall design: 1 replicate per condition"
PRJNA287136,Ribosome profiling of control and leucine-starved SUM159 cells,"SUM159 cells were either grown in standard medium or in leucine-depleted medium, or in medium containing 20% of the standard concentration of leucine Overall design: 1 replicate per condition"
PRJNA287112,The transcription and translation landscapes during human cytomegalovirus infection reveal novel host-pathogen interactions,"During its long infection cycle, human cytomegalovirus (HCMV) extensively manipulates cellular gene expression to maintain conditions favorable for viral propagation. In order to reveal the signature of cellular genes that are manipulated by HCMV, we measured RNA abundance and rate of protein production through the course of HCMV infection. We characterized changes for most expressed cellular genes and although much of the regulation was transcriptional we uncover diverse and dynamic translational regulation for subsets of host genes, revealing unappreciated coordination in translational control that suggests common regulators Overall design: Ribosome profiling and mRNA-seq along HCMV infection"
PRJNA286795,Insights into the adaptive stress response of Arabidopsis thaliana to thermal stress by ribosomal profiling,"Environmental stress is detrimental to plants viability and requires an adequate reprogramming of cellular activities to maximize plant survival. We present a global analysis of the adaptive stress response of Arabidopsis thaliana to prolonged heat stress. We combine deep sequencing of RNA and ribosome protected fragments to provide genome wide map of adaptation to heat stress on at transcriptional and translational level. Our analysis shows that the genes with the highest upregulation upon heat stress are known heat-responsive gene, chaperons and other genes involved in protein folding control. Majority of these genes exhibits increase on both transcriptional and translational level. No translational inhibition or ribosome stalling was observed, which can be observed in the early thermal stress response, indicating that plants alter their cellular composition in order to adapt to the prolonged exposure to increased temperatures. Overall design: Comparing global transcriptional and translational control by RNA-Seq and Ribosome Profiling (mRNA-Seq of ribosome protected fragments – RPF)."
PRJNA286792,Ribosome profiling analysis of GADD34 null cells,"Accumulation of misfolded proteins in the endoplasmic reticulum (ER) triggers the unfolded protein response (UPR), which results in the increased phosphorylation of the eukaryotic initiation factor, eIF2a, and widespread translational repression. Protein synthesis is subsequently restored following the stress-induced transcriptional upregulation of GADD34 (growth arrest and DNA damage transcript 34) protein, a regulator of an eIF2a phosphatase. Genome-wide ribosome foot-printing in WT and GADD34-/- MEFs established that GADD34 mRNA is translated in unstressed cells and identified numerous mRNAs, whose translation was dependent on GADD34 even in the absence of ER stress. Following UPR activation, temporal analyses showed that the translational profile in GADD34-/- MEFs was stalled, displaying a pattern that mirrors the early response to UPR in WT MEFs. Basal GADD34 expression is also required for de-repression of translation and displacement of ER-bound polysomes that occur in early UPR. Thus, the overall UPR response is delayed in the GADD34-/- MEFs, gradually recovering as CReP expression increased. These studies reveal a critical role for basal GADD34 in the propagation of UPR signals in MEFs and mice and suggest that delayed UPR signaling protects GADD34-/- mice from tunicamycin-induced renal toxicity. Overall design: Translational and transcriptional analysis mouse embryonic fibroblasts lacking GADD34 during ER stress"
PRJNA286218,Genome-wide translational analysis of the effect of acute endurance exercise on mouse gastrocnemius,"Purpose: The aim of this study is to investigate the translational regulation of skeletal muscle during acute endurance exercise. Methods: We used mRNA-Seq and ribosome profiling to examine transcriptional and translational regulation, respectively. Result: There were clear distinctions between the profiles of transcription and translation even at a basal condition. TOP-motif genes were translationally suppressed immediately after the exercise. Other genes, such as Slc25a25 was significantly translationally up-regulated presumably in a mTOR-independent manner. Conclusion: There were diverse regulation between transcription and translation. Although many focused on overall protein synthesis to understand the effect of exercise, translational regulation of individual genes are required. Overall design: Transcriptional and translational profiles of mouse gastrocnemius with or without acute endurance exercise were generated using Ion PGM sequencer."
PRJNA286050,Altered gene expression associated with thermo-sensitive male sterility in rapeseed (Brassica napus) mutant SP2S,"To reveal the possible molecular mechanism underpinning the temperature sensitive male sterility, a comparative transcriptome analysis of the SP2S line and its NIL SP2F was conducted. Transcriptome differences between fertile and sterile plants were analyzed by using digital gene expression (DGE) tag profiling, and numerous differentially and specifically expressed transcripts were identified. By quantitative RT-PCR, expression levels of 10 genes randomly selected showed consistent expression patterns with the DGE data. A total of 827 up-regulated and 757 down-regulated expression transcripts in SP2S were identified, indicating  the complex responses to temperature in the SP2S line. Some genes in important pathways including ubiquitin mediated proteolysis, phenylpropanoid biosynthesis, endocytosis, apoptosis, oxidative phosphorylation, purine metabolism, MAPK signaling, spliceosome,  and ribosome were up-regulated in SP2S while other genes in the pathways of aminoacyl-tRNA biosynthesis, basal transcription factors, nucleotide excision repair, mismatch repair, and CO2 fixation were down-regulated. Some genes involved in photosynthesis, citrate cycle (TCA cycle), pentose phosphate, and stress-responsive were also differentially expressed. Overall design: Two lines named TGMS SP2S and the wild-type SP2F were used in this study. SP2S was bred after consecutive generations of selfing from spontaneous mutation of partially male-sterile plants found in an inbred line, SP2, in 2007. The fertile NIL (near-isogenic line) SP2F had the same genetic background with SP2S. The seeds of SP2S and SP2F were sown in field in September and the seedlings were transplanted into a greenhouse in December after vernalization under field condition. The temperature was kept at 22°C and photoperiod was longer than 14h. Young floral buds from SP2S and SP2F were collected, put into RNAlater, and stored at -80°C until further processing. Total RNAs were extracted using the Trizol® Reagent (Invitrogen), and purified using TRK1001 Kit (LC Science, Houston, TX). The total RNA quantity and purity were analyzed by using of Bioanalyzer 2100 and RNA 6000 Nano LabChip Kit (Agilent, USA). The cDNAs were amplified according to the Illumina RNA-Seq protocol and sequenced on Illumina Hiseq2500 platform. Two groups of DGE libraries, each in three biological replicates, were constructed using total RNA of young floral buds of SP2S and SP2F grown at 22 Celsius degree with Illumina's Digital Gene Expression Tag Profiling Kit according to the manufacturer's protocol. We performed the single end sequencing on an Illumina Hiseq2500 following the vendor's recommended protocol. The raw data containing adaptor sequences, tags with low quality sequences and unknown nucleotides N were filtered to obtain clean reads with 36 nt in length. Clean reads were then conducted for quality assessment. All clean tags were mapped to the unigenes of our assembled transcripts dataset and JGI Brassica rapa genome by Bowtie 2 software, only 1 bp mismatch is allowed. For monitoring the mapping events on both strands, both the sense and the complementary antisense sequences were included in the data collection. The number of perfect clean reads corresponding to each gene was calculated and normalized to the number of Reads Per Kilobase of exon model per Million mapped reads (RPKM). Based on the expression levels, the significant DETs (Differentially expressed transcripts) among different samples were identified with the 3rd quartile of counts in all samples = 10, p value =0.05, and log2 fold-change=1. Gene ontology (GO) analysis was conducted for functional classification of DGTs and pathway analysis was carried out by using KEGG."
PRJNA285961,Ribosome profiling analysis of Dengue Virus,"Dengue virus is an + strand RNA virus. We have carried our infections of human cells with Dengue and analyzed the translation, replication, and localization of the Dengue RNA. This allowed for clear definition of the life cycle of the Dengue virus inside a host cell. We also assessed the host response to Dengue virus, finding that a large fraction of the translational response is due to Interferon function. Overall design: Translational and transcriptional analysis of the cellular response to Dengue virus infection"
PRJNA285515,Danio rerio shield stage transcriptome,Matched RNA-seq to ribosome profiling
PRJNA285458,Ribosome profiling study of rli1 depeletion strain,"ABCE1/Rli1 functions as a ribosome recycling factor in vitro, but has not been shown to be crucial for recycling in vivo. We use ribosome profiling and biochemistry to define the role of Rli1 in living yeast. When Rli1 levels were diminished, 80S ribosomes accumulated at stop codons and, surprisingly, in the adjoining 3''UTRs of most genes. While ribosomes did not show preference for any reading frame in the 3''UTR, their enrichment at stop codons and His codons after histidine starvation is consistent with aberrant 3''UTR translation. Predicted 3''UTR translation products were detected by Western analysis and mass spectrometry, and their small sizes indicate a reinitiation mechanism. Eliminating ribosome-rescue factor Dom34 dramatically increases 3''UTR ribosome occupancy in Rli1 depleted cells, indicating that Dom34 clears the bulk of unrecycled ribosomes. Thus, Rli1 is crucial for ribosome recycling in vivo and for overall gene expression as it controls ribosome homeostasis and 3''UTR translation. Overall design: 10 biological samples are included in the study (2 mRNA-Seq samples and 8 ribosome footprinting samples). These include wild-type, rli1-depletion, rli1-depletion/dom34?, and RLI1 high-copy / dom34? strains. Samples are also included where cells were treated with 3-AT to starve for histidine."
PRJNA285346,Nonsense-Mediated Decay restricts lncRNAs levels in yeast unless blocked by double-stranded RNA structure,"Antisense long non-coding (aslnc)RNAs represent a substantial part of eukaryotic transcriptomes that are, in yeast, controlled by the Xrn1 exonuclease. Nonsense-Mediated Decay (NMD) destabilizes the Xrn1-sensitive aslncRNAs (XUT), but what determines their sensitivity remains unclear. We report that 3’ single-stranded (3’-ss) extension mediates XUTs degradation by NMD, assisted by the Mtr4 and Dbp2 helicases. Single-gene investigation, genome-wide RNA analyses and double-stranded (ds)RNA mapping revealed that 3''-ss extensions discriminate the NMD-targeted XUTs from stable lncRNAs. Ribosome profiling showed that XUT are translated locking them for NMD activity. Interestingly, mutants of the Mtr4 and Dbp2 helicases accumulated XUTs, suggesting that dsRNA unwinding is a critical step for degradation. Indeed, expression of anti-complementary transcripts protects cryptic intergenic lncRNAs from NMD. Our results indicate that aslncRNAs form dsRNA that are only translated and targeted to NMD if dissociated by Mtr4 and Dbp2. We propose that NMD buffers genome expression by discarding pervasive regulatory transcripts. Overall design: Strand-specific transcriptome analysis of biological replicates (1) of WT and xrn1-delta cells of the S288C, W303 and SK1 (n & 2n) genetic background of S. cerevisiae; (2) of WT, dcp2-7 and upf1-delta cells; (3) of WT, xrn1-delta and dcp2-7 cells upon treatment of total RNA with Terminator 5''-Phosphate-Dependent Exonuclease. This record also contains CAGE-Seq analysis in wild-type and decapping-deficient cells of the budding yeast S. cerevisiae."
PRJEB7498,Ribosome profiling in mammalian tissue reveals extensive translational regulation in the cardiometabolic syndrome,"The extent of translational control of gene expression in mammalian tissues remains largely unknown. We analyzed genome-wide RNA expression and ribosome occupancies in heart and liver tissues to investigate strain-specific translational regulation in disease-relevant tissues in the rat. For the most part, transcriptional variation is equally apparent at the translational level and there is limited evidence of translational buffering. In addition we also find hundreds of strain-specific differences in gene expression at the level of translation only that are influencing protein levels beyond transcriptional regulation. By integrating genetic, transcriptional and translational datasets we identify distinct signatures in 3’UTR variation, RNA binding protein motifs, and miRNA expression associated with translational regulation. We document novel and extensive translational control of important metabolic and cardiac genes. Several genes associated with heart and liver traits in human genome wide association studies are regulated at the translational level. Capturing inter-individual differences in the translated genome will lead to new insights into the genes and regulatory pathways underlying disease phenotypes."
PRJNA285265,Transcriptome and translatome landscape of Streptomyces coelicolor M145,"We have integrated nucleotide resolution genome-scale measurements of the transcriptome and translatome of the Streptomyces coelicolor A3(2), the model antibiotic-producing actinomycete. Our systematic study determined 3,473 transcription start sites, leading to discovery of a high proportion (~21%) of leaderless mRNAs and 230 non-coding RNAs; this enabled deduction of promoter architecture on a genome-scale. Ribosome profiling analysis revealed that the translation efficiency was negatively correlated for secondary metabolic genes. These results provide novel fundamental insights into translational regulation of secondary metabolism that enables rational synthetic biology approaches to awaken such ‘silent’ secondary metabolic pathways. Overall design: Profiles of primary transcripts, whole transcripts, and ribosome protected fragments (RPFs) of  Streptomyces coelicolor were generated by deep sequencing using Illumina Miseq."
PRJNA284399,Time-Resolved Proteomics Extends Ribosome Profiling-Based Measurements of Protein Synthesis Dynamics,"Ribosome profiling is a widespread tool for studying translational dynamics in human cells.  Its central assumption is that ribosome footprint density on a transcript quantitatively reflects protein synthesis.  Here, we test this assumption using pulsed-SILAC (pSILAC) high-accuracy targeted proteomics.  We focus on multiple myeloma cells exposed to bortezomib, a first-line chemotherapy and proteasome inhibitor. In the absence of drug effects, we found that direct measurement of protein synthesis by pSILAC correlated well with indirect measurement of synthesis from ribosome footprint density.  This correlation, however, broke down under bortezomib-induced stress. By developing a statistical model integrating longitudinal proteomic and mRNA-seq measurements, we found that proteomics could directly detect global alterations in translational rate caused by bortezomib; these changes are not detectable by ribosomal profiling alone.  Further, by incorporating pSILAC data into a gene expression model, we predict cell-stress specific proteome remodeling events.  These results demonstrate that pSILAC provides an important complement to ribosome profiling in measuring proteome dynamics. Overall design: Timecourse experiment with six points over 48hr after bortezomib exposure in MM.1S myeloma cells.  mRNA-seq and ribosome profiling data at each time point."
PRJNA283800,Bacteria differently regulate mRNA abundance to specifically respond to various stresses,"Environmental stress is detrimental to cell viability and requires an adequate reprogramming of cellular activities to maximize cell survival. We present a global analysis of the response of Escherichia coli to acute heat and osmotic stress. We combine deep sequencing of total mRNA and ribosome-protected fragments to provide a genome-wide map of the stress response at transcriptional and translational level. For each type of stress, we observe a unique subset of genes that shape the stress-specific response. Upon temperature upshift, mRNAs with reduced folding stability up- and downstream of the start codon, and thus with more accessible initiation regions, are translationally favoured. Conversely, osmotic upshift causes a global reduction of highly-translated transcripts with high copy numbers, allowing reallocation of translation resources to undegraded and newly synthesised mRNAs Overall design: Comparing global transcriptional and translational control by mRNA-Seq and Ribosome Profiling (mRNA-Seq of ribosome protected fragments – RPF)"
PRJEB6650,miRNA profiling analysis of pig induced pluripotent stem cells by high-throughput sequencing,"The wide application of pig disease model has caused a surge of interest in the study of derivation of pig induced pluripotent cells (iPSCs). Here we performed genome-wide analysis of gene expression profiling by RNA-seq and small RNA-seq and DNA methylation profile by MeDIP-seq in pig iPSCs through comparison with somatic cells. We identified mRNA and microRNA transcripts that were specifically expressed in pig iPSCs. Our analysis identifies the genes up-regulated in pig iPS compared with somatic cells and also the differentially expressed genes between pig iPSCs under different culture medium. We then pursued comprehensive bioinformatics analyses, including functional annotation of the generated data within the context of biological pathways, to uncover novel biological functions associated with maintenance of pluripotency in pig. This result supports that pig iPS have transcript profiles linked to “ribosome”, “chromatin remodeling”, and genes involved in “cell cycle “that may be critical to maintain their pluripotency, plasticity, and stem cell function. Our analysis demonstrates the key role of RNA splicing in regulating the pluripotency phenotype of pig cells. Specifically, the data indicate distinctive expression patterns for SALL4 spliced variants in different pig cell types and highlight the necessity of defining the type of SALL4 when addressing the expression of this gene in pig cells. MeDIP-seq data revealed that the distribution patterns of methylation signals in pig iPS and somatic cells along the genome. We identify 25 novel porcine miRNA, including pluripotency-related miR-302/367cluster up-regulated in pig iPSCs. At last, we profile the dynamic gene expression signature of pluripotent genes in the preimplantation development embryo of pig. The resulting comprehensive data allowed us to compare various different subsets of pig pluripotent cell. This information provided by our analysis will ultimately advance the efforts at generating stable naïve pluripotency in pig cells."
PRJNA283426,Genome-wide reprogramming of transcript architecture by temperature specifies the developmental states of the human pathogen Histoplasma [transcriptional profiling],"Eukaryotic cells integrate layers of gene regulation to coordinate complex cellular processes; however, mechanisms of post-transcriptional gene regulation remain poorly studied. The human fungal pathogen Histoplasma capsulatum (Hc) responds to environmental or host temperature by initiating unique transcriptional programs to specify multicellular (hyphae) or unicellular (yeast) developmental states that function in infectivity or pathogenesis, respectively. Here we used recent advances in next-generation sequencing to uncover a novel post-transcriptional mechanism of gene regulation in Hc developmental cell types. We found that ~2% percent of Hc transcripts exhibit 5’ leader sequences that differ markedly in length between morphogenetic states. Ribosome density and mRNA abundance measurements uncovered a class of differential leader transcripts that exhibit tight transcriptional and translational regulation. Further examination of these dually regulated genes revealed that some control Hc morphology and that their strict regulation is necessary for the pathogen to make appropriate developmental decisions in response to temperature.  This series contains expression profiling data for four strains of Hc. Overall design: Expression profiling by paired-end RNA sequencing was performed for two biological replicates for each of four strains of Histoplasma capsulatum (G217B, G186AR, H88, and H143) from cells grown in the yeast or hyphal phase (16 samples total)."
PRJNA283425,Genome-wide reprogramming of transcript architecture by temperature specifies the developmental states of the human pathogen Histoplasma [ribosome profiling],"Eukaryotic cells integrate layers of gene regulation to coordinate complex cellular processes; however, mechanisms of post-transcriptional gene regulation remain poorly studied. The human fungal pathogen Histoplasma capsulatum (Hc) responds to environmental or host temperature by initiating unique transcriptional programs to specify multicellular (hyphae) or unicellular (yeast) developmental states that function in infectivity or pathogenesis, respectively. Here we used recent advances in next-generation sequencing to uncover a novel post-transcriptional mechanism of gene regulation in Hc developmental cell types. We found that ~2% percent of Hc transcripts exhibit 5’ leader sequences that differ markedly in length between morphogenetic states. Ribosome density and mRNA abundance measurements uncovered a class of differential leader transcripts that exhibit tight transcriptional and translational regulation. Further examination of these dually regulated genes revealed that some control Hc morphology and that their strict regulation is necessary for the pathogen to make appropriate developmental decisions in response to temperature.  This series contains ribosomal footprinting data for Hc G217B. Overall design: mRNA libraries were prepared with or without ribosome footprinting for two biological replicates each from cells grown in the yeast or hyphal phase (8 samples total)."
PRJNA282960,Dissection of the translational impacts of the PERK pathway,"Disruptions of protein homeostasis in the endoplasmic reticulum (ER) elicit activation of the unfolded protein response (UPR), a translation- and transcription-coupled proteostatic stress response pathway. The primary translational control arm of the UPR is initiated by the PERK-dependent phosphorylation of eIF2a, leading to a large-scale reprogramming of translation and subsequent activation of an ATF4-mediated transcriptional program. It has remained challenging, however, to accurately evaluate the contribution of each component of the eIF2a/ATF4 pathway to the remodelling of transcription and translation. Here, we have used mouse embryonic fibroblasts containing either a knock-in of the non-phosphorylatable eIF2a S51A mutant or knock-out for ATF4 by ribosome profiling and mRNA-seq to define the specific contributions of eIF2a phosphoryation and ATF4 in controlling the translational and transcriptional components of the UPR. These studies show that the transcriptional and translational targets of each P-eIF2a, ATF4, and the other UPR gene expression programs overlapped extensively, leading to a core set of UPR genes whose robust expression in response to ER stress is driven by multiple mechanisms. The identification of other, more factor-specific targets illustrated the potential for functional specialization of the UPR. As the UPR progressed temporally, cells employed distinct combinations of transcriptional and translational mechanisms, initiated by different factors, to adapt to ongoing stress. These effects were accompanied by a buffering effect where changes in mRNA levels were coupled to opposing changes in ribosome loading, a property which makes cooperation between transcription and translation essential to confer robust protein expression. Overall design: Translational analysis by ribosome profiling and mRNA-seq of PERK pathways mutants during the UPR. Mouse embryonic fibroblasts (MEFs) lacking components of the PERK pathway (eIF2a phosphorylation and ATF4) were subjected to ER stress and analyzed by ribosome profiling."
